#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T17:42:41 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T17:42:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/136/2563/table4&-out.max=99999&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51362563
#Name: J/AJ/136/2563
#Title: HI Nearby Galaxy Survey, THINGS (Walter+, 2008)
#INFO	ivoid=ivo://cds.vizier/j/aj/136/2563	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/136/2563	    IVOID of underlying data collection
#INFO	creator=Walter F.	    First author or institution
#INFO	cites=bibcode:2008AJ....136.2563W	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2008	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/136/2563	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51362563	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-07-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_136_2563_table4:
#Name: J/AJ/136/2563/table4
#Title: HI spectra based on the blanked natural weighted cubes
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(A8)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Vel	(F9.3)	Velocity	[ucd=spect.dopplerVeloc]
#Column	SHI	(E11.4)	? HI flux density	[ucd=phot.flux.density;em.radio.750-1500MHz]
recno	Name	Vel	SHI
    1605	NGC 4214	  306.500	 2.8005e+00
    1606	NGC 4214	  305.200	 2.8151e+00
    1607	NGC 4214	  303.900	 2.7771e+00
    1608	NGC 4214	  302.600	 2.7431e+00
    1609	NGC 4214	  301.300	 2.6955e+00
    1610	NGC 4214	  300.000	 2.6448e+00
    1611	NGC 4214	  298.700	 2.6227e+00
    1612	NGC 4214	  297.500	 2.6499e+00
    1613	NGC 4214	  296.200	 2.6230e+00
    1614	NGC 4214	  294.900	 2.6230e+00
    1615	NGC 4214	  293.600	 2.5499e+00
    1616	NGC 4214	  292.300	 2.5469e+00
    1617	NGC 4214	  291.000	 2.5049e+00
    1618	NGC 4214	  289.700	 2.5038e+00
    1619	NGC 4214	  288.400	 2.4822e+00
    1620	NGC 4214	  287.100	 2.4477e+00
    1621	NGC 4214	  285.800	 2.4912e+00
    1622	NGC 4214	  284.500	 2.5236e+00
    1623	NGC 4214	  283.300	 2.5763e+00
    1624	NGC 4214	  282.000	 2.6960e+00
    1625	NGC 4214	  280.700	 2.8030e+00
    1626	NGC 4214	  279.400	 2.8557e+00
    1627	NGC 4214	  278.100	 2.9058e+00
    1628	NGC 4214	  276.800	 2.9434e+00
    1629	NGC 4214	  275.500	 2.9779e+00
    1630	NGC 4214	  274.200	 2.9441e+00
    1631	NGC 4214	  272.900	 2.9483e+00
    1632	NGC 4214	  271.600	 2.8514e+00
    1633	NGC 4214	  270.400	 2.7963e+00
    1634	NGC 4214	  269.100	 2.7074e+00
    1635	NGC 4214	  267.800	 2.5948e+00
    1636	NGC 4214	  266.500	 2.4715e+00
    1637	NGC 4214	  265.200	 2.3284e+00
    1638	NGC 4214	  263.900	 2.2092e+00
    1639	NGC 4214	  262.600	 2.0789e+00
    1640	NGC 4214	  261.300	 1.9021e+00
    1641	NGC 4214	  260.000	 1.7610e+00
    1642	NGC 4214	  258.700	 1.6199e+00
    1643	NGC 4214	  257.400	 1.4961e+00
    1644	NGC 4214	  256.200	 1.3484e+00
    1645	NGC 4214	  254.900	 1.2127e+00
    1646	NGC 4214	  253.600	 1.0649e+00
    1647	NGC 4214	  252.300	 9.7387e-01
    1648	NGC 4214	  251.000	 8.4222e-01
    1649	NGC 4214	  249.700	 7.4223e-01
    1650	NGC 4214	  248.400	 6.3253e-01
    1651	NGC 4214	  247.100	 5.3098e-01
    1652	NGC 4214	  245.800	 4.2638e-01
    1653	NGC 4214	  244.500	 3.3892e-01
    1654	NGC 4214	  243.300	 2.9438e-01
    1655	NGC 4214	  242.000	 2.2409e-01
    1656	NGC 4214	  240.700	 1.8175e-01
    1657	NGC 4214	  239.400	 1.2884e-01
    1658	NGC 4214	  238.100	 9.9659e-02
    1659	NGC 4214	  236.800	 6.3939e-02
    1660	NGC 4214	  235.500	 4.9022e-02
    1661	NGC 4214	  234.200	 2.0977e-02
    1662	NGC 4214	  232.900	 8.3260e-03
    1663	NGC 4214	  231.600	 1.4362e-03
    1664	NGC 4214	  230.300	
    1665	NGC 4449	  319.300	
    1666	NGC 4449	  314.200	
    1667	NGC 4449	  309.200	 2.5542e-02
    1668	NGC 4449	  304.100	 5.2415e-02
    1669	NGC 4449	  298.900	 1.1758e-01
    1670	NGC 4449	  293.700	 2.0050e-01
    1671	NGC 4449	  288.600	 3.5989e-01
    1672	NGC 4449	  283.400	 5.1704e-01
    1673	NGC 4449	  278.300	 6.1255e-01
    1674	NGC 4449	  273.100	 6.6215e-01
    1675	NGC 4449	  267.900	 7.7341e-01
    1676	NGC 4449	  262.800	 8.0448e-01
    1677	NGC 4449	  257.600	 8.6899e-01
    1678	NGC 4449	  252.400	 1.0477e+00
    1679	NGC 4449	  247.300	 1.3340e+00
    1680	NGC 4449	  242.100	 1.5984e+00
    1681	NGC 4449	  237.000	 1.8152e+00
    1682	NGC 4449	  231.800	 2.0573e+00
    1683	NGC 4449	  226.600	 2.2192e+00
    1684	NGC 4449	  221.500	 2.3392e+00
    1685	NGC 4449	  216.300	 2.4296e+00
    1686	NGC 4449	  211.200	 2.3793e+00
    1687	NGC 4449	  206.000	 2.3633e+00
    1688	NGC 4449	  200.800	 2.2740e+00
    1689	NGC 4449	  195.700	 2.2950e+00
    1690	NGC 4449	  190.500	 2.1986e+00
    1691	NGC 4449	  185.400	 2.1006e+00
    1692	NGC 4449	  180.200	 2.0107e+00
    1693	NGC 4449	  175.000	 1.8854e+00
    1694	NGC 4449	  169.900	 1.7103e+00
    1695	NGC 4449	  164.700	 1.6556e+00
    1696	NGC 4449	  159.600	 1.6724e+00
    1697	NGC 4449	  154.400	 1.7137e+00
    1698	NGC 4449	  149.300	 1.6798e+00
    1699	NGC 4449	  144.100	 1.5338e+00
    1700	NGC 4449	  138.900	 1.2460e+00
    1701	NGC 4449	  133.800	 8.8434e-01
    1702	NGC 4449	  128.600	 6.5349e-01
    1703	NGC 4449	  123.500	 4.1796e-01
    1704	NGC 4449	  118.300	 2.6778e-01
    1705	NGC 4449	  113.200	 1.5612e-01
    1706	NGC 4449	  108.000	 8.1882e-02
    1707	NGC 4449	  102.800	 1.0391e-02
    1708	NGC 4449	   97.600	
    1709	NGC 4449	   92.500	
    1710	NGC 4736	  489.700	
    1711	NGC 4736	  484.500	
    1712	NGC 4736	  479.400	
    1713	NGC 4736	  474.200	
    1714	NGC 4736	  469.000	
    1715	NGC 4736	  463.900	
    1716	NGC 4736	  458.700	 2.2486e-03
    1717	NGC 4736	  453.600	 5.1798e-03
    1718	NGC 4736	  448.400	 9.5772e-03
    1719	NGC 4736	  443.200	 2.1478e-02
    1720	NGC 4736	  438.100	 3.4622e-02
    1721	NGC 4736	  432.900	 6.0173e-02
    1722	NGC 4736	  427.700	 1.0098e-01
    1723	NGC 4736	  422.600	 1.4584e-01
    1724	NGC 4736	  417.400	 1.9389e-01
    1725	NGC 4736	  412.200	 2.5722e-01
    1726	NGC 4736	  407.100	 3.6945e-01
    1727	NGC 4736	  401.900	 4.9483e-01
    1728	NGC 4736	  396.700	 5.7513e-01
    1729	NGC 4736	  391.600	 5.3316e-01
    1730	NGC 4736	  386.400	 4.5527e-01
    1731	NGC 4736	  381.200	 3.8986e-01
    1732	NGC 4736	  376.100	 3.4607e-01
    1733	NGC 4736	  370.900	 3.0970e-01
    1734	NGC 4736	  365.700	 2.9489e-01
    1735	NGC 4736	  360.600	 2.8604e-01
    1736	NGC 4736	  355.400	 2.8853e-01
    1737	NGC 4736	  350.200	 2.6134e-01
    1738	NGC 4736	  345.100	 2.4424e-01
    1739	NGC 4736	  339.900	 2.2083e-01
    1740	NGC 4736	  334.700	 2.2050e-01
    1741	NGC 4736	  329.600	 2.1217e-01
    1742	NGC 4736	  324.400	 2.1005e-01
    1743	NGC 4736	  319.200	 2.1115e-01
    1744	NGC 4736	  314.100	 2.3041e-01
    1745	NGC 4736	  308.900	 2.5262e-01
    1746	NGC 4736	  303.700	 2.5779e-01
    1747	NGC 4736	  298.600	 2.5513e-01
    1748	NGC 4736	  293.400	 2.6843e-01
    1749	NGC 4736	  288.300	 2.7906e-01
    1750	NGC 4736	  283.100	 2.8636e-01
    1751	NGC 4736	  277.900	 2.9679e-01
    1752	NGC 4736	  272.800	 3.1079e-01
    1753	NGC 4736	  267.600	 3.2394e-01
    1754	NGC 4736	  262.400	 3.2033e-01
    1755	NGC 4736	  257.300	 3.2955e-01
    1756	NGC 4736	  252.100	 3.6331e-01
    1757	NGC 4736	  247.000	 4.0561e-01
    1758	NGC 4736	  241.800	 4.8184e-01
    1759	NGC 4736	  236.600	 5.2672e-01
    1760	NGC 4736	  231.500	 4.9192e-01
    1761	NGC 4736	  226.300	 4.5290e-01
    1762	NGC 4736	  221.200	 4.3176e-01
    1763	NGC 4736	  216.000	 4.1713e-01
    1764	NGC 4736	  210.800	 3.8493e-01
    1765	NGC 4736	  205.700	 3.1835e-01
    1766	NGC 4736	  200.500	 2.3307e-01
    1767	NGC 4736	  195.400	 1.7131e-01
    1768	NGC 4736	  190.200	 1.1491e-01
    1769	NGC 4736	  185.000	 7.2382e-02
    1770	NGC 4736	  179.900	 4.3936e-02
    1771	NGC 4736	  174.700	 2.1320e-02
    1772	NGC 4736	  169.600	 9.8528e-03
    1773	NGC 4736	  164.400	 6.5480e-03
    1774	NGC 4736	  159.200	 4.4342e-03
    1775	NGC 4736	  154.100	 1.0293e-03
    1776	NGC 4736	  148.900	 7.7261e-04
    1777	NGC 4736	  143.700	
    1778	NGC 4826	  603.600	
    1779	NGC 4826	  598.400	
    1780	NGC 4826	  593.200	
    1781	NGC 4826	  588.000	
    1782	NGC 4826	  582.900	 1.7388e-02
    1783	NGC 4826	  577.700	 2.1475e-02
    1784	NGC 4826	  572.600	 2.9023e-02
    1785	NGC 4826	  567.400	 7.5803e-02
    1786	NGC 4826	  562.200	 1.2396e-01
    1787	NGC 4826	  557.100	 2.0717e-01
    1788	NGC 4826	  551.900	 2.9912e-01
    1789	NGC 4826	  546.700	 3.2235e-01
    1790	NGC 4826	  541.500	 2.8588e-01
    1791	NGC 4826	  536.400	 2.6429e-01
    1792	NGC 4826	  531.200	 2.2396e-01
    1793	NGC 4826	  526.000	 2.1565e-01
    1794	NGC 4826	  520.900	 1.9652e-01
    1795	NGC 4826	  515.700	 1.8379e-01
    1796	NGC 4826	  510.500	 1.6008e-01
    1797	NGC 4826	  505.300	 1.6206e-01
    1798	NGC 4826	  500.200	 1.7048e-01
    1799	NGC 4826	  495.000	 1.5829e-01
    1800	NGC 4826	  489.800	 1.4588e-01
    1801	NGC 4826	  484.700	 1.3605e-01
    1802	NGC 4826	  479.500	 1.3229e-01
    1803	NGC 4826	  474.300	 1.3460e-01
    1804	NGC 4826	  469.200	 1.1224e-01
    1805	NGC 4826	  464.000	 9.9366e-02
    1806	NGC 4826	  458.800	 9.4000e-02
    1807	NGC 4826	  453.700	 8.6248e-02
    1808	NGC 4826	  448.500	 8.7408e-02
    1809	NGC 4826	  443.300	 8.0878e-02
    1810	NGC 4826	  438.200	 7.4253e-02
    1811	NGC 4826	  433.000	 9.2680e-02
    1812	NGC 4826	  427.800	 8.5484e-02
    1813	NGC 4826	  422.700	 9.0633e-02
    1814	NGC 4826	  417.500	 9.6018e-02
    1815	NGC 4826	  412.300	 1.0131e-01
    1816	NGC 4826	  407.100	 1.0867e-01
    1817	NGC 4826	  402.000	 1.0132e-01
    1818	NGC 4826	  396.800	 9.9161e-02
    1819	NGC 4826	  391.700	 8.0991e-02
    1820	NGC 4826	  386.500	 7.1566e-02
    1821	NGC 4826	  381.300	 8.0784e-02
    1822	NGC 4826	  376.200	 8.4360e-02
    1823	NGC 4826	  371.000	 9.1339e-02
    1824	NGC 4826	  365.800	 8.0254e-02
    1825	NGC 4826	  360.700	 7.1844e-02
    1826	NGC 4826	  355.500	 5.9166e-02
    1827	NGC 4826	  350.300	 7.3264e-02
    1828	NGC 4826	  345.200	 8.3271e-02
    1829	NGC 4826	  340.000	 9.1213e-02
    1830	NGC 4826	  334.800	 8.6537e-02
    1831	NGC 4826	  329.700	 1.0249e-01
    1832	NGC 4826	  324.500	 9.3932e-02
    1833	NGC 4826	  319.300	 1.0655e-01
    1834	NGC 4826	  314.200	 1.1453e-01
    1835	NGC 4826	  309.000	 1.3871e-01
    1836	NGC 4826	  303.900	 1.3995e-01
    1837	NGC 4826	  298.700	 1.5306e-01
    1838	NGC 4826	  293.500	 1.4553e-01
    1839	NGC 4826	  288.400	 1.3948e-01
    1840	NGC 4826	  283.200	 1.4302e-01
    1841	NGC 4826	  278.000	 1.3674e-01
    1842	NGC 4826	  272.900	 1.4592e-01
    1843	NGC 4826	  267.700	 1.3866e-01
    1844	NGC 4826	  262.600	 1.1573e-01
    1845	NGC 4826	  257.400	 8.4302e-02
    1846	NGC 4826	  252.200	 5.6105e-02
    1847	NGC 4826	  247.100	 3.0691e-02
    1848	NGC 4826	  241.900	 9.8807e-03
    1849	NGC 4826	  236.700	 8.4046e-03
    1850	NGC 4826	  231.600	 2.8866e-03
    1851	NGC 4826	  226.400	
    1852	NGC 4826	  221.300	
    1853	NGC 5055	  724.500	
    1854	NGC 5055	  719.300	 9.2608e-03
    1855	NGC 5055	  714.100	 2.0262e-02
    1856	NGC 5055	  708.900	 6.5353e-02
    1857	NGC 5055	  703.800	 1.5461e-01
    1858	NGC 5055	  698.600	 3.0566e-01
    1859	NGC 5055	  693.400	 4.9580e-01
    1860	NGC 5055	  688.200	 6.7414e-01
    1861	NGC 5055	  683.100	 8.0169e-01
    1862	NGC 5055	  677.900	 8.7939e-01
    1863	NGC 5055	  672.700	 9.6500e-01
    1864	NGC 5055	  667.500	 1.0269e+00
    1865	NGC 5055	  662.400	 1.1595e+00
    1866	NGC 5055	  657.200	 1.2678e+00
    1867	NGC 5055	  652.000	 1.3433e+00
    1868	NGC 5055	  646.800	 1.3842e+00
    1869	NGC 5055	  641.700	 1.3318e+00
    1870	NGC 5055	  636.500	 1.2075e+00
    1871	NGC 5055	  631.300	 1.1199e+00
    1872	NGC 5055	  626.100	 1.0733e+00
    1873	NGC 5055	  621.000	 1.0493e+00
    1874	NGC 5055	  615.800	 1.0464e+00
    1875	NGC 5055	  610.600	 1.0296e+00
    1876	NGC 5055	  605.400	 1.0421e+00
    1877	NGC 5055	  600.300	 1.0540e+00
    1878	NGC 5055	  595.100	 1.0280e+00
    1879	NGC 5055	  589.900	 9.8782e-01
    1880	NGC 5055	  584.700	 9.5587e-01
    1881	NGC 5055	  579.600	 9.4902e-01
    1882	NGC 5055	  574.400	 9.8418e-01
    1883	NGC 5055	  569.200	 1.0135e+00
    1884	NGC 5055	  564.100	 1.0184e+00
    1885	NGC 5055	  558.900	 9.7768e-01
    1886	NGC 5055	  553.700	 9.8380e-01
    1887	NGC 5055	  548.500	 9.4523e-01
    1888	NGC 5055	  543.400	 9.3455e-01
    1889	NGC 5055	  538.200	 8.9124e-01
    1890	NGC 5055	  533.000	 8.5731e-01
    1891	NGC 5055	  527.900	 8.8037e-01
    1892	NGC 5055	  522.700	 9.0562e-01
    1893	NGC 5055	  517.500	 9.2493e-01
    1894	NGC 5055	  512.300	 9.0379e-01
    1895	NGC 5055	  507.200	 8.7547e-01
    1896	NGC 5055	  502.000	 8.8377e-01
    1897	NGC 5055	  496.800	 9.1785e-01
    1898	NGC 5055	  491.700	 9.5141e-01
    1899	NGC 5055	  486.500	 9.8287e-01
    1900	NGC 5055	  481.300	 1.0194e+00
    1901	NGC 5055	  476.200	 1.0208e+00
    1902	NGC 5055	  471.000	 9.6501e-01
    1903	NGC 5055	  465.800	 9.2806e-01
    1904	NGC 5055	  460.700	 9.4479e-01
    1905	NGC 5055	  455.500	 9.9704e-01
    1906	NGC 5055	  450.300	 1.0110e+00
    1907	NGC 5055	  445.200	 1.0332e+00
    1908	NGC 5055	  440.000	 9.6361e-01
    1909	NGC 5055	  434.800	 8.9342e-01
    1910	NGC 5055	  429.600	 8.5596e-01
    1911	NGC 5055	  424.500	 7.9603e-01
    1912	NGC 5055	  419.300	 7.6322e-01
    1913	NGC 5055	  414.100	 7.5842e-01
    1914	NGC 5055	  409.000	 7.6653e-01
    1915	NGC 5055	  403.800	 8.1138e-01
    1916	NGC 5055	  398.600	 8.6222e-01
    1917	NGC 5055	  393.500	 8.9607e-01
    1918	NGC 5055	  388.300	 8.7401e-01
    1919	NGC 5055	  383.200	 8.7981e-01
    1920	NGC 5055	  378.000	 8.9677e-01
    1921	NGC 5055	  372.800	 9.9498e-01
    1922	NGC 5055	  367.700	 1.0090e+00
    1923	NGC 5055	  362.500	 1.0187e+00
    1924	NGC 5055	  357.300	 9.9138e-01
    1925	NGC 5055	  352.200	 1.0168e+00
    1926	NGC 5055	  347.000	 1.0163e+00
    1927	NGC 5055	  341.800	 9.5459e-01
    1928	NGC 5055	  336.700	 8.9047e-01
    1929	NGC 5055	  331.500	 9.1063e-01
    1930	NGC 5055	  326.300	 9.3240e-01
    1931	NGC 5055	  321.200	 9.0482e-01
    1932	NGC 5055	  316.000	 8.3242e-01
    1933	NGC 5055	  310.800	 6.6056e-01
    1934	NGC 5055	  305.700	 4.3388e-01
    1935	NGC 5055	  300.500	 2.4230e-01
    1936	NGC 5055	  295.400	 1.1772e-01
    1937	NGC 5055	  290.200	 4.4477e-02
    1938	NGC 5055	  285.000	 1.7187e-02
    1939	NGC 5055	  279.800	
    1940	NGC 5194	  659.500	 2.9184e-02
    1941	NGC 5194	  654.400	 2.3673e-02
    1942	NGC 5194	  649.200	 3.2426e-02
    1943	NGC 5194	  644.000	 2.3185e-02
    1944	NGC 5194	  638.800	 2.6726e-02
    1945	NGC 5194	  633.700	 2.7910e-02
    1946	NGC 5194	  628.500	 1.1199e-02
    1947	NGC 5194	  623.300	 1.1923e-02
    1948	NGC 5194	  618.100	 1.2988e-02
    1949	NGC 5194	  613.000	 8.3986e-03
    1950	NGC 5194	  607.800	 1.2302e-02
    1951	NGC 5194	  602.600	 8.8240e-03
    1952	NGC 5194	  597.400	 1.3957e-02
    1953	NGC 5194	  592.300	 1.9410e-02
    1954	NGC 5194	  587.100	 1.9963e-02
    1955	NGC 5194	  581.900	 2.7080e-02
    1956	NGC 5194	  576.800	 6.0807e-02
    1957	NGC 5194	  571.600	 7.9926e-02
    1958	NGC 5194	  566.400	 1.1006e-01
    1959	NGC 5194	  561.200	 1.3923e-01
    1960	NGC 5194	  556.100	 1.9033e-01
    1961	NGC 5194	  550.900	 3.0597e-01
    1962	NGC 5194	  545.700	 4.3915e-01
    1963	NGC 5194	  540.500	 6.4316e-01
    1964	NGC 5194	  535.400	 8.8952e-01
    1965	NGC 5194	  530.200	 1.1459e+00
    1966	NGC 5194	  525.000	 1.3034e+00
    1967	NGC 5194	  519.900	 1.3828e+00
    1968	NGC 5194	  514.700	 1.4145e+00
    1969	NGC 5194	  509.500	 1.3642e+00
    1970	NGC 5194	  504.400	 1.2465e+00
    1971	NGC 5194	  499.200	 1.1756e+00
    1972	NGC 5194	  494.000	 1.0755e+00
    1973	NGC 5194	  488.800	 1.0062e+00
    1974	NGC 5194	  483.700	 9.4378e-01
    1975	NGC 5194	  478.500	 8.9348e-01
    1976	NGC 5194	  473.300	 8.2612e-01
    1977	NGC 5194	  468.200	 7.7337e-01
    1978	NGC 5194	  463.000	 7.6840e-01
    1979	NGC 5194	  457.800	 7.9396e-01
    1980	NGC 5194	  452.700	 8.1419e-01
    1981	NGC 5194	  447.500	 8.4036e-01
    1982	NGC 5194	  442.300	 8.9404e-01
    1983	NGC 5194	  437.200	 9.2279e-01
    1984	NGC 5194	  432.000	 9.1303e-01
    1985	NGC 5194	  426.800	 8.3079e-01
    1986	NGC 5194	  421.600	 7.5665e-01
    1987	NGC 5194	  416.500	 7.3735e-01
    1988	NGC 5194	  411.300	 7.2469e-01
    1989	NGC 5194	  406.100	 7.7491e-01
    1990	NGC 5194	  401.000	 7.8069e-01
    1991	NGC 5194	  395.800	 7.5353e-01
    1992	NGC 5194	  390.600	 6.9538e-01
    1993	NGC 5194	  385.500	 6.3916e-01
    1994	NGC 5194	  380.300	 5.4098e-01
    1995	NGC 5194	  375.100	 4.3481e-01
    1996	NGC 5194	  370.000	 3.5204e-01
    1997	NGC 5194	  364.800	 2.5323e-01
    1998	NGC 5194	  359.700	 1.7193e-01
    1999	NGC 5194	  354.500	 1.2736e-01
    2000	NGC 5194	  349.300	 9.9102e-02
    2001	NGC 5194	  344.200	 6.9765e-02
    2002	NGC 5194	  339.000	 5.3996e-02
    2003	NGC 5194	  333.800	 4.1211e-02
    2004	NGC 5194	  328.700	 3.1927e-02
    2005	NGC 5194	  323.500	 1.9576e-02
    2006	NGC 5194	  318.300	 1.6962e-02
    2007	NGC 5194	  313.200	 1.0341e-02
    2008	NGC 5194	  308.000	 8.0246e-03
    2009	NGC 5194	  302.800	 8.8907e-03
    2010	NGC 5194	  297.700	 6.4415e-03
    2011	NGC 5194	  292.500	
    2012	NGC 5194	  287.400	
    2013	NGC 5194	  282.200	
    2014	NGC 5194	  277.000	
    2015	NGC 5194	  271.800	
    2016	NGC 5194	  266.700	
    2017	NGC 5236	  670.600	
    2018	NGC 5236	  668.000	
    2019	NGC 5236	  665.500	
    2020	NGC 5236	  662.900	
    2021	NGC 5236	  660.300	
    2022	NGC 5236	  657.700	 2.4266e-02
    2023	NGC 5236	  655.100	 1.0192e-01
    2024	NGC 5236	  652.500	 1.8256e-01
    2025	NGC 5236	  649.900	 2.8793e-01
    2026	NGC 5236	  647.300	 3.9899e-01
    2027	NGC 5236	  644.700	 4.8940e-01
    2028	NGC 5236	  642.200	 5.3918e-01
    2029	NGC 5236	  639.600	 6.0779e-01
    2030	NGC 5236	  637.000	 6.0587e-01
    2031	NGC 5236	  634.400	 6.2047e-01
    2032	NGC 5236	  631.800	 6.2190e-01
    2033	NGC 5236	  629.200	 6.2123e-01
    2034	NGC 5236	  626.600	 6.0108e-01
    2035	NGC 5236	  624.000	 6.2789e-01
    2036	NGC 5236	  621.500	 6.2165e-01
    2037	NGC 5236	  618.900	 7.1466e-01
    2038	NGC 5236	  616.300	 7.5404e-01
    2039	NGC 5236	  613.700	 7.9377e-01
    2040	NGC 5236	  611.100	 8.9259e-01
    2041	NGC 5236	  608.500	 9.7006e-01
    2042	NGC 5236	  605.900	 1.0709e+00
    2043	NGC 5236	  603.300	 1.1276e+00
    2044	NGC 5236	  600.800	 1.1905e+00
    2045	NGC 5236	  598.200	 1.3457e+00
    2046	NGC 5236	  595.600	 1.5075e+00
    2047	NGC 5236	  593.000	 1.6241e+00
    2048	NGC 5236	  590.400	 1.6869e+00
    2049	NGC 5236	  587.800	 1.7967e+00
    2050	NGC 5236	  585.200	 1.8857e+00
    2051	NGC 5236	  582.700	 1.9579e+00
    2052	NGC 5236	  580.100	 1.9500e+00
    2053	NGC 5236	  577.500	 1.9555e+00
    2054	NGC 5236	  574.900	 1.9612e+00
    2055	NGC 5236	  572.300	 1.9925e+00
    2056	NGC 5236	  569.700	 2.0308e+00
    2057	NGC 5236	  567.100	 2.0382e+00
    2058	NGC 5236	  564.500	 2.0497e+00
    2059	NGC 5236	  562.000	 2.0651e+00
    2060	NGC 5236	  559.400	 2.0154e+00
    2061	NGC 5236	  556.800	 1.9270e+00
    2062	NGC 5236	  554.200	 1.8699e+00
    2063	NGC 5236	  551.600	 1.8532e+00
    2064	NGC 5236	  549.000	 1.7604e+00
    2065	NGC 5236	  546.400	 1.7284e+00
    2066	NGC 5236	  543.900	 1.6871e+00
    2067	NGC 5236	  541.300	 1.6593e+00
    2068	NGC 5236	  538.700	 1.6093e+00
    2069	NGC 5236	  536.100	 1.6091e+00
    2070	NGC 5236	  533.500	 1.6010e+00
    2071	NGC 5236	  530.900	 1.6084e+00
    2072	NGC 5236	  528.300	 1.6077e+00
    2073	NGC 5236	  525.800	 1.6404e+00
    2074	NGC 5236	  523.200	 1.6281e+00
    2075	NGC 5236	  520.600	 1.6290e+00
    2076	NGC 5236	  518.000	 1.6189e+00
    2077	NGC 5236	  515.400	 1.5723e+00
    2078	NGC 5236	  512.800	 1.5177e+00
    2079	NGC 5236	  510.200	 1.5078e+00
    2080	NGC 5236	  507.700	 1.4424e+00
    2081	NGC 5236	  505.100	 1.4337e+00
    2082	NGC 5236	  502.500	 1.4333e+00
    2083	NGC 5236	  499.900	 1.4171e+00
    2084	NGC 5236	  497.300	 1.4201e+00
    2085	NGC 5236	  494.700	 1.4471e+00
    2086	NGC 5236	  492.100	 1.4513e+00
    2087	NGC 5236	  489.600	 1.4485e+00
    2088	NGC 5236	  487.000	 1.4327e+00
    2089	NGC 5236	  484.400	 1.4180e+00
    2090	NGC 5236	  481.800	 1.3974e+00
    2091	NGC 5236	  479.200	 1.3832e+00
    2092	NGC 5236	  476.600	 1.4137e+00
    2093	NGC 5236	  474.100	 1.3639e+00
    2094	NGC 5236	  471.500	 1.4136e+00
    2095	NGC 5236	  468.900	 1.3967e+00
    2096	NGC 5236	  466.300	 1.4090e+00
    2097	NGC 5236	  463.700	 1.4549e+00
    2098	NGC 5236	  461.100	 1.4929e+00
    2099	NGC 5236	  458.500	 1.5212e+00
    2100	NGC 5236	  456.000	 1.5669e+00
    2101	NGC 5236	  453.400	 1.6179e+00
    2102	NGC 5236	  450.800	 1.6126e+00
    2103	NGC 5236	  448.200	 1.6010e+00
    2104	NGC 5236	  445.600	 1.6379e+00
    2105	NGC 5236	  443.000	 1.6829e+00
    2106	NGC 5236	  440.500	 1.6972e+00
    2107	NGC 5236	  437.900	 1.6275e+00
    2108	NGC 5236	  435.300	 1.6327e+00
    2109	NGC 5236	  432.700	 1.5720e+00
    2110	NGC 5236	  430.100	 1.4984e+00
    2111	NGC 5236	  427.500	 1.3788e+00
    2112	NGC 5236	  425.000	 1.2911e+00
    2113	NGC 5236	  422.400	 1.2326e+00
    2114	NGC 5236	  419.800	 1.1312e+00
    2115	NGC 5236	  417.200	 1.0855e+00
    2116	NGC 5236	  414.600	 1.0461e+00
    2117	NGC 5236	  412.000	 9.7237e-01
    2118	NGC 5236	  409.400	 9.4666e-01
    2119	NGC 5236	  406.900	 8.8238e-01
    2120	NGC 5236	  404.300	 7.7164e-01
    2121	NGC 5236	  401.700	 7.1185e-01
    2122	NGC 5236	  399.100	 6.4926e-01
    2123	NGC 5236	  396.500	 6.1243e-01
    2124	NGC 5236	  393.900	 5.3510e-01
    2125	NGC 5236	  391.400	 5.2650e-01
    2126	NGC 5236	  388.800	 5.1288e-01
    2127	NGC 5236	  386.200	 5.0682e-01
    2128	NGC 5236	  383.600	 4.9585e-01
    2129	NGC 5236	  381.000	 4.5032e-01
    2130	NGC 5236	  378.400	 3.9581e-01
    2131	NGC 5236	  375.900	 3.5522e-01
    2132	NGC 5236	  373.300	 3.4328e-01
    2133	NGC 5236	  370.700	 3.0099e-01
