#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T17:48:21 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T17:48:21	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/276/59/table7&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22760059
#Name: J/ApJS/276/59
#Title: The DiskMass Survey (DMS). XI. Full Ha sample (Swaters+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	creator=Swaters R.A.	    First author or institution
#INFO	cites=bibcode:2025ApJS..276...59S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/276/59	    Dataset landing page
#INFO	publication_date=2026-02-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_276_59_table7:
#Name: J/ApJS/276/59/table7
#Title: H{alpha} data table for individual fiber measurements
#Column	UGC	(I5)	[16/12808] UGC galaxy identifier	[ucd=meta.id;meta.main]
#Column	R	(A3)	Run code (1)	[ucd=meta.id;obs]
#Column	N	(I1)	[1/5] Night during the observing run	[ucd=meta.note]
#Column	P	(I1)	[1/4] SparsePak pointing	[ucd=obs.field]
#Column	A	(I2)	[1/82] SparsePak fiber aperture	[ucd=instr.fov]
#Column	C	(I1)	[1/9] Fitting code (2)	[ucd=meta.code]
#Column	oRA	(F5.1)	[-70.5/38.7] East-West offset of fiber aperture (3)	[ucd=pos.eq.ra;arith.diff]
#Column	oDE	(F5.1)	[-47/62.5] North-South offset of fiber aperture (3)	[ucd=pos.eq.dec;arith.diff]
#Column	EWg	(F6.1)	[-0.2/1167]? H{alpha} emission equivalent width from sum of Gaussian line parameters	[ucd=spect.line.eqWidth]
#Column	EWsum	(F7.1)	[-0.2/29060]? H{alpha} emission equivalent width from zeroth moment of line emission	[ucd=spect.line.eqWidth]
#Column	logmuN	(F6.2)	[-16.6/-13] Log H{alpha} narrow component surface-brightness (flux within the 4.7" diameter fiber aperture); in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuN	(F5.2)	[0/73] Uncertainty in logmuN	[ucd=stat.error;phot.mag.sb]
#Column	VelN	(F6.1)	[-382/348] Narrow component velocity relative to kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelN	(F6.1)	[0/5579] Uncertainty in VelN	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaN	(F5.1)	[2.9/142] Narrow component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaN	(F5.1)	[0/999] Uncertainty in sigmaN	[ucd=stat.error;phys.veloc.dispersion]
#Column	logmuB	(F6.2)	[-99/-13]? Log H{alpha} broad component surface-brightness; in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuB	(F5.2)	[0/13.4]? Uncertainty in logmuB	[ucd=stat.error;phot.mag.sb]
#Column	VelB	(F6.1)	[-487/340]? Broad component velocity relative to the kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelB	(F6.1)	[0/1174]? Uncertainty in VelB	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaB	(F5.1)	[0/888]? Broad component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaB	(F5.1)	[0/999]? Uncertainty in sigmaB	[ucd=stat.error;phys.veloc.dispersion]
UGC	R	N	P	A	C	oRA	oDE	EWg	EWsum	logmuN	e_logmuN	VelN	e_VelN	sigmaN	e_sigmaN	logmuB	e_logmuB	VelB	e_VelB	sigmaB	e_sigmaB
 9837	P3 	1	1	17	4	 21.5	 33.7	  -0.2	  234.9	-16.25	 0.10	 -23.6	   1.6	  7.1	  1.2	-15.73	 0.05	  10.8	   1.7	 16.0	  1.3
 9837	P3 	1	1	18	1	  6.8	 25.3	  23.2	   21.9	-15.75	 0.08	  30.7	   4.6	 27.0	  3.7	      	     	      	      	     	
 9837	P3 	1	1	20	1	 16.6	 25.3	  75.5	   82.7	-15.36	 0.02	  14.3	   1.0	 20.1	  0.8	      	     	      	      	     	
 9837	P3 	1	1	21	1	 11.7	 16.8	  51.0	   51.7	-15.17	 0.02	   8.1	   0.9	 23.2	  0.7	      	     	      	      	     	
 9837	P3 	1	1	23	1	 16.6	  8.4	  39.0	   36.4	-15.08	 0.02	 -16.1	   1.0	 24.0	  0.8	      	     	      	      	     	
 9837	P3 	1	1	24	1	 16.6	 -8.5	  18.8	   18.6	-15.35	 0.03	 -57.4	   1.4	 22.0	  1.1	      	     	      	      	     	
 9837	P3 	1	1	25	1	  6.8	 -8.5	  10.7	   10.5	-15.37	 0.03	 -47.0	   1.1	 19.4	  0.9	      	     	      	      	     	
 9837	P3 	1	1	26	1	  6.8	  2.7	  12.6	   11.8	-15.03	 0.01	 -21.8	   0.6	 24.0	  0.5	      	     	      	      	     	
 9837	P3 	1	1	27	1	 21.5	 16.8	  14.6	   15.4	-15.58	 0.06	  -7.2	   3.6	 27.9	  2.9	      	     	      	      	     	
 9837	P3 	1	1	28	1	 21.5	 -0.1	  22.4	   21.0	-15.30	 0.02	 -39.2	   1.0	 21.2	  0.8	      	     	      	      	     	
 9837	P3 	1	1	29	1	 11.7	-33.9	  22.3	   20.7	-15.71	 0.07	 -63.8	   3.1	 20.8	  2.5	      	     	      	      	     	
 9837	P3 	1	1	30	1	 21.5	-17.0	  22.1	   23.8	-15.69	 0.06	 -65.5	   3.3	 25.1	  2.7	      	     	      	      	     	
 9837	P3 	1	1	31	1	  1.8	 -5.7	   8.2	    8.1	-15.24	 0.02	 -30.4	   1.0	 25.1	  0.8	      	     	      	      	     	
 9837	P3 	1	1	32	1	  6.8	-25.4	  28.6	   28.7	-15.52	 0.03	 -56.8	   1.7	 24.5	  1.4	      	     	      	      	     	
 9837	P3 	1	1	33	1	 11.7	-17.0	  14.1	   12.3	-15.44	 0.03	 -63.6	   1.4	 22.3	  1.2	      	     	      	      	     	
 9837	P3 	1	1	34	1	 16.6	-25.4	 119.2	  120.9	-14.95	 0.01	 -68.3	   0.4	 20.8	  0.4	      	     	      	      	     	
 9837	P3 	1	1	38	2	  1.8	 33.7	 382.3	  366.5	-15.00	29.53	  44.2	3861.1	 19.7	999.0	-15.62	 0.30	  41.0	 144.1	 70.7	 49.6
 9837	P3 	1	1	40	1	 -3.1	 25.3	  23.4	   24.6	-15.50	 0.03	  48.7	   1.6	 21.4	  1.3	      	     	      	      	     	
 9837	P3 	1	1	41	1	  6.8	  8.4	  31.4	   32.1	-14.84	 0.01	   6.2	   0.4	 21.6	  0.3	      	     	      	      	     	
 9837	P3 	1	1	42	1	  1.8	 16.8	  57.8	   57.4	-14.81	 0.01	  35.5	   0.4	 22.4	  0.3	      	     	      	      	     	
 9837	P3 	1	1	43	3	 -3.1	  2.7	   7.9	    7.6	-15.36	 0.02	  31.8	   1.1	 21.5	  0.9	-15.77	 0.10	   0.9	  12.5	 58.8	 10.1
 9837	P3 	1	1	44	1	  1.8	 11.2	  26.2	   26.3	-15.06	 0.01	  27.6	   0.5	 23.1	  0.4	      	     	      	      	     	
 9837	P3 	1	1	45	1	 -8.0	 -0.1	  18.2	   17.7	-15.06	 0.01	  27.4	   0.7	 21.6	  0.5	      	     	      	      	     	
 9837	P3 	1	1	46	1	  6.8	 -2.9	   7.5	    6.4	-15.31	 0.02	 -42.2	   0.9	 19.9	  0.7	      	     	      	      	     	
 9837	P3 	1	1	47	1	  1.8	  5.5	   6.0	    5.6	-15.30	 0.03	  14.2	   2.0	 30.3	  1.6	      	     	      	      	     	
 9837	P3 	1	1	48	1	  1.8	-11.3	  14.8	   15.0	-15.21	 0.02	 -37.6	   0.8	 20.1	  0.6	      	     	      	      	     	
 9837	P3 	1	1	49	1	 -3.1	-25.4	  19.0	   19.3	-15.73	 0.06	 -35.9	   2.4	 19.6	  2.0	      	     	      	      	     	
 9837	P3 	1	1	50	1	 -8.0	-33.9	  34.0	   41.7	-15.87	 0.06	 -30.9	   2.6	 18.9	  2.1	      	     	      	      	     	
 9837	P3 	1	1	51	1	 -3.1	 -8.5	  12.1	   11.6	-15.23	 0.02	 -13.8	   0.8	 19.8	  0.6	      	     	      	      	     	
 9837	P3 	1	1	52	1	  1.8	 -0.1	   7.2	    6.9	-14.94	 0.01	  -7.6	   0.8	 32.8	  0.7	      	     	      	      	     	
 9837	P3 	1	1	56	1	 -8.0	 16.8	  51.0	   50.3	-14.89	 0.01	  57.0	   0.4	 21.6	  0.3	      	     	      	      	     	
 9837	P3 	1	1	57	7	-27.7	 33.7	  -0.2	   16.3	-16.09	 0.11	  74.3	   3.5	 15.1	  2.8	      	     	      	      	     	
 9837	P3 	1	1	58	1	-12.9	 25.3	   7.8	    8.5	-15.99	 0.07	  63.1	   2.0	 13.8	  1.6	      	     	      	      	     	
 9837	P3 	1	1	60	1	-17.9	 16.8	 192.9	  191.0	-15.02	 0.01	  75.8	   0.5	 22.6	  0.4	      	     	      	      	     	
 9837	P3 	1	1	61	1	-22.8	 -8.5	  26.9	   25.6	-15.52	 0.04	  30.7	   1.4	 19.3	  1.2	      	     	      	      	     	
 9837	P3 	1	1	62	1	 -3.1	  8.4	  11.6	   12.1	-15.30	 0.03	  45.5	   1.3	 22.6	  1.1	      	     	      	      	     	
 9837	P3 	1	1	63	1	-12.9	  8.4	  17.6	   17.9	-15.25	 0.02	  58.0	   0.9	 21.7	  0.7	      	     	      	      	     	
 9837	P3 	1	1	64	1	-12.9	 -8.5	  15.6	   14.0	-15.50	 0.04	   7.1	   2.0	 26.3	  1.6	      	     	      	      	     	
 9837	P3 	1	1	65	3	-22.8	  8.4	 105.4	   98.2	-14.82	 0.01	  58.4	   0.4	 21.9	  0.3	-15.49	 0.08	  90.3	  15.1	 88.8	 12.3
 9837	P3 	1	1	66	1	 -3.1	 -2.9	  12.9	   12.9	-14.98	 0.01	   4.5	   0.6	 23.7	  0.5	      	     	      	      	     	
 9837	P3 	1	1	67	1	-12.9	-25.4	  20.4	   18.3	-15.53	 0.04	 -16.7	   2.0	 21.5	  1.6	      	     	      	      	     	
 9837	P3 	1	1	68	1	-17.9	-17.0	  14.3	   16.9	-15.92	 0.09	  -6.6	   2.9	 15.6	  2.3	      	     	      	      	     	
 9837	P3 	1	1	69	1	-17.9	-33.9	  41.4	   43.8	-15.20	 0.02	 -20.8	   0.9	 20.0	  0.7	      	     	      	      	     	
 9837	P3 	1	1	71	1	 -8.0	-17.0	  29.1	   28.0	-15.27	 0.03	 -24.2	   1.3	 23.3	  1.1	      	     	      	      	     	
 9837	P3 	1	1	73	1	-27.7	 -0.1	 182.9	  185.4	-14.71	 0.01	  56.1	   0.3	 21.9	  0.3	      	     	      	      	     	
 9837	P3 	1	1	74	1	-32.7	 -8.5	  33.8	   32.4	-15.20	 0.02	  41.5	   1.0	 19.1	  0.8	      	     	      	      	     	
 9837	P3 	1	1	75	1	-27.7	 16.8	 116.3	  122.0	-15.02	 0.01	  73.5	   0.6	 21.5	  0.5	      	     	      	      	     	
 9837	P3 	1	1	76	1	-32.7	  8.4	  20.5	   21.5	-15.67	 0.06	  64.5	   2.7	 21.2	  2.2	      	     	      	      	     	
 9837	P3 	1	1	77	1	-27.7	-17.0	  44.4	   45.6	-15.50	 0.03	  25.7	   1.0	 19.0	  0.8	      	     	      	      	     	
 9837	P3 	1	1	79	1	  1.8	-17.0	  10.9	   11.0	-15.47	 0.04	 -38.9	   1.5	 19.3	  1.2	      	     	      	      	     	
 9837	P3 	1	1	81	1	-22.8	-25.4	  41.4	   45.8	-15.13	 0.02	  -7.7	   0.8	 20.1	  0.6	      	     	      	      	     	
 9837	P3 	1	1	82	1	-17.9	 -0.1	  24.8	   27.8	-15.08	 0.02	  41.2	   1.0	 22.9	  0.8	      	     	      	      	     	
 9837	R5 	3	2	 4	1	 26.7	  3.9	      	       	-15.04	 0.02	 -42.9	   1.0	 21.3	  0.8	      	     	      	      	     	
 9837	R5 	3	2	 5	1	 31.7	 12.3	      	       	-15.43	 0.06	 -20.4	   4.6	 34.1	  3.8	      	     	      	      	     	
 9837	R5 	3	2	 7	9	 26.7	 20.8	      	       	-15.62	 0.62	  -9.4	  41.2	 25.4	 36.4	-15.18	 0.17	 130.6	   4.5	210.5	  3.7
 9837	R5 	3	2	 8	1	 31.7	 -4.6	      	       	-14.99	 0.02	 -55.4	   0.8	 20.4	  0.7	      	     	      	      	     	
 9837	R5 	3	2	 9	1	 36.6	  3.9	      	       	-15.15	 0.02	 -52.0	   0.9	 19.0	  0.7	      	     	      	      	     	
 9837	R5 	3	2	10	1	 36.6	-29.9	      	       	-15.65	 0.08	 -78.3	   4.2	 24.2	  3.5	      	     	      	      	     	
 9837	R5 	3	2	14	7	 31.7	-21.5	      	       	-15.67	 0.09	 -74.6	   3.1	 16.7	  2.5	      	     	      	      	     	
 9837	R5 	3	2	18	2	  7.0	 20.8	      	       	-15.04	 0.02	  25.3	   0.9	 22.1	  0.7	-15.37	 0.06	  28.1	   7.7	 57.9	  6.2
 9837	R5 	3	2	20	1	 16.9	 20.8	      	       	-15.57	 0.06	   3.6	   3.4	 26.0	  2.8	      	     	      	      	     	
 9837	R5 	3	2	21	1	 12.0	 12.3	      	       	-14.50	 0.01	   4.1	   0.2	 20.4	  0.2	      	     	      	      	     	
 9837	R5 	3	2	23	1	 16.9	  3.9	      	       	-15.51	 0.04	 -24.3	   1.9	 20.6	  1.5	      	     	      	      	     	
 9837	R5 	3	2	25	1	  7.0	-13.0	      	       	-15.31	 0.03	 -52.2	   1.5	 22.4	  1.2	      	     	      	      	     	
 9837	R5 	3	2	26	1	  7.0	 -1.8	      	       	-15.48	 0.05	 -47.1	   3.3	 29.3	  2.7	      	     	      	      	     	
 9837	R5 	3	2	27	1	 21.8	 12.3	      	       	-15.48	 0.04	 -16.5	   1.4	 17.3	  1.1	      	     	      	      	     	
 9837	R5 	3	2	28	1	 21.8	 -4.6	      	       	-15.80	 0.08	 -61.2	   2.3	 14.2	  1.9	      	     	      	      	     	
 9837	R5 	3	2	30	1	 21.8	-21.5	      	       	-14.94	 0.01	 -68.0	   0.7	 23.0	  0.5	      	     	      	      	     	
 9837	R5 	3	2	31	1	  2.1	-10.2	      	       	-15.46	 0.04	 -38.9	   1.7	 19.6	  1.4	      	     	      	      	     	
 9837	R5 	3	2	32	1	  7.0	-29.9	      	       	-15.67	 0.05	 -56.4	   1.9	 16.4	  1.6	      	     	      	      	     	
 9837	R5 	3	2	33	1	 12.0	-21.5	      	       	-15.65	 0.06	 -67.4	   2.5	 19.8	  2.1	      	     	      	      	     	
 9837	R5 	3	2	35	1	 21.8	-38.3	      	       	-15.54	 0.04	 -84.0	   2.1	 22.5	  1.7	      	     	      	      	     	
 9837	R5 	3	2	40	1	 -2.8	 20.8	      	       	-15.09	 0.02	  50.6	   0.6	 18.4	  0.5	      	     	      	      	     	
 9837	R5 	3	2	41	1	  7.0	  3.9	      	       	-15.31	 0.03	 -17.0	   1.6	 21.9	  1.3	      	     	      	      	     	
 9837	R5 	3	2	42	1	  2.1	 12.3	      	       	-15.29	 0.03	  31.1	   1.2	 21.4	  1.0	      	     	      	      	     	
 9837	R5 	3	2	43	1	 -2.8	 -1.8	      	       	-15.05	 0.01	   9.8	   0.5	 20.4	  0.4	      	     	      	      	     	
 9837	R5 	3	2	44	1	  2.1	  6.7	      	       	-15.81	 0.08	  18.9	   2.9	 17.4	  2.3	      	     	      	      	     	
 9837	R5 	3	2	45	1	 -7.8	 -4.6	      	       	-15.40	 0.03	  17.3	   1.8	 24.6	  1.4	      	     	      	      	     	
 9837	R5 	3	2	47	1	  2.1	  1.1	      	       	-15.06	 0.02	  -1.1	   1.9	 35.1	  1.5	      	     	      	      	     	
 9837	R5 	3	2	48	9	  2.1	-15.8	      	       	-16.10	 0.33	 -48.1	   8.0	  8.7	  6.5	-15.75	 0.13	 -15.5	   1.8	 40.0	  1.5
 9837	R5 	3	2	51	1	 -2.8	-13.0	      	       	-15.35	 0.03	 -22.8	   1.6	 23.3	  1.3	      	     	      	      	     	
 9837	R5 	3	2	52	1	  2.1	 -4.6	      	       	-15.57	 0.05	 -31.6	   2.2	 19.3	  1.8	      	     	      	      	     	
 9837	R5 	3	2	56	2	 -7.8	 12.3	      	       	-14.62	 0.01	  54.3	   0.3	 21.0	  0.2	-15.26	 0.04	  60.1	   5.8	 65.5	  4.7
 9837	R5 	3	2	60	1	-17.6	 12.3	      	       	-15.48	 0.04	  66.3	   2.1	 22.3	  1.7	      	     	      	      	     	
 9837	R5 	3	2	62	1	 -2.8	  3.9	      	       	-15.69	 0.06	  35.9	   2.6	 19.3	  2.1	      	     	      	      	     	
 9837	R5 	3	2	63	1	-12.7	  3.9	      	       	-15.30	 0.03	  36.7	   1.2	 21.7	  1.0	      	     	      	      	     	
 9837	R5 	3	2	65	3	-22.5	  3.9	      	       	-14.46	 0.00	  57.3	   0.2	 20.9	  0.2	-15.01	 0.02	  65.8	   2.0	 40.4	  1.6
 9837	R5 	3	2	66	1	 -2.8	 -7.4	      	       	-15.41	 0.04	 -12.3	   1.7	 19.1	  1.3	      	     	      	      	     	
 9837	R5 	3	2	67	1	-12.7	-29.9	      	       	-15.60	 0.07	 -17.3	   3.8	 27.2	  3.1	      	     	      	      	     	
 9837	R5 	3	2	68	1	-17.6	-21.5	      	       	-15.38	 0.03	  -3.8	   1.4	 20.0	  1.1	      	     	      	      	     	
 9837	R5 	3	2	69	1	-17.6	-38.3	      	       	-15.28	 0.03	 -25.1	   1.2	 20.3	  0.9	      	     	      	      	     	
 9837	R5 	3	2	73	1	-27.5	 -4.6	      	       	-15.65	 0.08	  45.5	   4.6	 28.1	  3.7	      	     	      	      	     	
 9837	R5 	3	2	74	1	-32.4	-13.0	      	       	-15.57	 0.06	  31.6	   2.2	 16.4	  1.8	      	     	      	      	     	
 9837	R5 	3	2	75	1	-27.5	 12.3	      	       	-15.15	 0.03	  70.9	   1.4	 24.8	  1.1	      	     	      	      	     	
 9837	R5 	3	2	76	1	-32.4	  3.9	      	       	-15.68	 0.07	  59.3	   2.9	 19.9	  2.4	      	     	      	      	     	
 9837	R5 	3	2	77	1	-27.5	-21.5	      	       	-15.38	 0.03	   7.2	   1.2	 18.3	  1.0	      	     	      	      	     	
 9837	R5 	3	2	79	7	  2.1	-21.5	      	       	-15.69	 0.10	 -50.1	   5.4	 24.9	  4.4	      	     	      	      	     	
 9837	P3 	1	2	 1	1	 11.4	 -5.7	   4.0	    3.7	-15.67	 0.08	 -49.5	   3.3	 20.6	  2.7	      	     	      	      	     	
 9837	P3 	1	2	 3	1	 36.0	 19.7	  57.6	   66.3	-14.96	 0.02	 -17.2	   0.7	 22.2	  0.6	      	     	      	      	     	
 9837	P3 	1	2	 4	1	 26.2	  2.8	  44.7	   45.5	-14.95	 0.01	 -43.8	   0.6	 24.2	  0.5	      	     	      	      	     	
 9837	P3 	1	2	 5	1	 31.1	 11.2	  39.6	   36.8	-15.23	 0.03	 -32.2	   1.5	 26.6	  1.2	      	     	      	      	     	
 9837	P3 	1	2	 7	1	 26.2	 19.7	  17.1	   20.6	-15.65	 0.05	  -8.3	   2.5	 23.3	  2.1	      	     	      	      	     	
 9837	P3 	1	2	 8	1	 31.1	 -5.7	  61.9	   65.4	-15.00	 0.01	 -56.7	   0.6	 20.2	  0.5	      	     	      	      	     	
 9837	P3 	1	2	 9	1	 36.0	  2.8	 162.9	  167.5	-15.07	 0.01	 -54.6	   0.6	 19.8	  0.5	      	     	      	      	     	
 9837	P3 	1	2	10	1	 36.0	-31.0	  18.1	   27.8	-15.82	 0.08	 -70.8	   3.1	 17.6	  2.5	      	     	      	      	     	
 9837	P3 	1	2	13	1	 36.0	-14.1	  18.1	   14.4	-15.56	 0.05	 -75.2	   2.6	 25.5	  2.1	      	     	      	      	     	
 9837	P3 	1	2	14	1	 31.1	-22.6	  21.6	   22.0	-15.44	 0.03	 -72.9	   1.4	 19.4	  1.1	      	     	      	      	     	
 9837	P3 	1	2	18	1	  6.5	 19.7	  70.0	   71.2	-14.79	 0.01	  27.3	   0.4	 24.2	  0.3	      	     	      	      	     	
 9837	P3 	1	2	19	7	 11.4	 28.1	  -0.2	   12.6	-15.83	 0.10	  19.5	   4.9	 23.6	  4.0	      	     	      	      	     	
 9837	P3 	1	2	20	1	 16.3	 19.7	  35.6	   34.3	-15.59	 0.04	   5.3	   1.9	 20.6	  1.6	      	     	      	      	     	
 9837	P3 	1	2	21	3	 11.4	 11.2	 109.7	  108.6	-14.56	 0.00	   4.2	   0.2	 19.4	  0.1	-15.08	 0.02	  -1.1	   1.1	 34.6	  0.9
 9837	P3 	1	2	23	1	 16.3	  2.8	  20.5	   17.9	-15.27	 0.03	 -29.2	   1.4	 25.9	  1.1	      	     	      	      	     	
 9837	P3 	1	2	24	1	 16.3	-14.1	  16.3	   17.0	-15.53	 0.03	 -60.1	   1.5	 21.3	  1.3	      	     	      	      	     	
 9837	P3 	1	2	25	1	  6.5	-14.1	  15.9	   15.5	-15.25	 0.02	 -47.5	   1.0	 20.8	  0.8	      	     	      	      	     	
 9837	P3 	1	2	26	1	  6.5	 -2.8	   7.6	    6.6	-15.31	 0.02	 -43.4	   1.2	 24.4	  1.0	      	     	      	      	     	
 9837	P3 	1	2	27	1	 21.2	 11.2	  48.4	   48.6	-15.07	 0.02	 -19.1	   0.8	 20.9	  0.7	      	     	      	      	     	
 9837	P3 	1	2	28	1	 21.2	 -5.7	  16.2	   17.5	-15.42	 0.03	 -57.6	   1.4	 21.5	  1.2	      	     	      	      	     	
 9837	P3 	1	2	30	1	 21.2	-22.6	 130.3	  134.4	-14.72	 0.01	 -69.1	   0.3	 22.8	  0.3	      	     	      	      	     	
 9837	P3 	1	2	31	2	  1.5	-11.3	  19.6	   17.1	-15.30	 0.02	 -36.3	   0.9	 20.3	  0.7	-15.65	 0.09	 -42.3	  15.7	 82.7	 12.8
 9837	P3 	1	2	32	1	  6.5	-31.0	  34.3	   34.8	-15.70	 0.04	 -54.6	   1.5	 17.1	  1.3	      	     	      	      	     	
 9837	P3 	1	2	33	1	 11.4	-22.6	  26.2	   27.5	-15.57	 0.04	 -67.3	   1.4	 17.6	  1.2	      	     	      	      	     	
 9837	P3 	1	2	35	1	 21.2	-39.4	  93.1	  101.0	-15.77	 0.05	 -79.2	   1.9	 18.6	  1.6	      	     	      	      	     	
 9837	P3 	1	2	38	1	  1.5	 28.1	  29.1	   34.7	-15.77	 0.05	  44.3	   3.0	 26.1	  2.4	      	     	      	      	     	
 9837	P3 	1	2	39	1	 -8.3	 28.1	  25.7	   27.1	-15.75	 0.07	  51.5	   4.0	 26.7	  3.3	      	     	      	      	     	
 9837	P3 	1	2	40	3	 -3.4	 19.7	  50.6	   47.8	-15.16	 0.01	  50.7	   0.5	 18.1	  0.4	-15.46	 0.04	  45.0	   3.1	 40.8	  2.5
 9837	P3 	1	2	41	1	  6.5	  2.8	  11.7	   11.9	-15.00	 0.01	 -20.9	   0.6	 23.7	  0.5	      	     	      	      	     	
 9837	P3 	1	2	42	1	  1.5	 11.2	  17.5	   17.7	-15.18	 0.02	  27.3	   1.0	 24.3	  0.8	      	     	      	      	     	
 9837	P3 	1	2	43	3	 -3.4	 -2.8	  16.2	   14.9	-15.06	 0.01	   4.5	   0.6	 21.6	  0.5	-15.67	 0.10	  50.1	  16.4	 75.4	 13.3
 9837	P3 	1	2	44	1	  1.5	  5.6	   5.9	    4.8	-15.28	 0.02	  13.3	   1.6	 32.5	  1.3	      	     	      	      	     	
 9837	P3 	1	2	45	1	 -8.3	 -5.7	  22.1	   20.8	-15.12	 0.01	  15.4	   0.7	 23.2	  0.6	      	     	      	      	     	
 9837	P3 	1	2	46	1	  6.5	 -8.5	  13.1	   12.9	-15.26	 0.02	 -44.2	   0.9	 21.7	  0.7	      	     	      	      	     	
 9837	P3 	1	2	47	1	  1.5	  0.0	   7.7	    7.0	-14.93	 0.01	  -5.6	   1.1	 37.2	  0.9	      	     	      	      	     	
 9837	P3 	1	2	48	1	  1.5	-16.9	  15.5	   15.7	-15.54	 0.04	 -40.6	   1.4	 18.9	  1.2	      	     	      	      	     	
 9837	P3 	1	2	50	1	 -8.3	-39.4	  -0.2	  328.2	-15.79	 0.07	 -47.7	   2.8	 20.4	  2.3	      	     	      	      	     	
 9837	P3 	1	2	51	1	 -3.4	-14.1	  33.7	   35.7	-15.16	 0.01	 -25.5	   0.6	 21.1	  0.5	      	     	      	      	     	
 9837	P3 	1	2	52	1	  1.5	 -5.7	   9.5	    9.3	-15.21	 0.02	 -25.8	   0.9	 24.3	  0.7	      	     	      	      	     	
 9837	P3 	1	2	55	1	-23.1	 19.7	  74.6	   75.9	-15.37	 0.02	  71.9	   0.8	 20.9	  0.7	      	     	      	      	     	
 9837	P3 	1	2	56	2	 -8.3	 11.2	  58.9	   58.3	-14.99	 0.01	  53.5	   0.4	 17.4	  0.3	-15.00	 0.01	  52.9	   0.9	 31.7	  0.7
 9837	P3 	1	2	58	1	-13.2	 19.7	  46.2	   46.3	-15.09	 0.01	  75.1	   0.6	 23.0	  0.4	      	     	      	      	     	
 9837	P3 	1	2	60	1	-18.2	 11.2	  29.8	   31.3	-15.27	 0.02	  63.7	   1.0	 21.2	  0.8	      	     	      	      	     	
 9837	P3 	1	2	61	1	-23.1	-14.1	  17.2	   20.5	-16.00	 0.06	  19.6	   1.3	  9.9	  1.1	      	     	      	      	     	
 9837	P3 	1	2	62	1	 -3.4	  2.8	   7.9	    7.8	-15.25	 0.02	  26.4	   1.2	 24.6	  0.9	      	     	      	      	     	
 9837	P3 	1	2	63	1	-13.2	  2.8	  43.8	   43.9	-14.88	 0.01	  36.9	   0.4	 23.6	  0.3	      	     	      	      	     	
 9837	P3 	1	2	64	1	-13.2	-14.1	  13.7	   12.2	-15.88	 0.06	  -3.8	   2.3	 16.8	  1.9	      	     	      	      	     	
 9837	P3 	1	2	65	1	-23.1	  2.8	 218.8	  220.8	-14.30	 0.00	  58.0	   0.2	 23.2	  0.1	      	     	      	      	     	
 9837	P3 	1	2	66	1	 -3.4	 -8.5	  14.2	   12.2	-15.23	 0.02	 -12.7	   1.0	 22.7	  0.8	      	     	      	      	     	
 9837	P3 	1	2	67	1	-13.2	-31.0	  28.7	   26.2	-15.44	 0.03	 -20.2	   1.5	 22.9	  1.2	      	     	      	      	     	
 9837	P3 	1	2	68	1	-18.2	-22.6	 142.2	  140.1	-15.08	 0.02	  -7.9	   0.7	 20.2	  0.5	      	     	      	      	     	
 9837	P3 	1	2	69	1	-18.2	-39.4	 151.1	  166.6	-15.18	 0.02	 -27.4	   1.1	 24.0	  0.9	      	     	      	      	     	
 9837	P3 	1	2	72	4	-28.0	-39.4	  -0.2	   14.4	-16.17	 0.10	  85.9	   2.5	 10.6	  2.0	-15.71	 0.07	  -8.2	   2.8	 19.3	  2.3
 9837	P3 	1	2	73	4	-28.0	 -5.7	  -0.2	   50.7	-15.89	 0.06	  19.5	   1.4	 10.7	  1.2	-15.68	 0.04	  51.2	   1.2	 13.4	  1.0
