#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:08 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:08	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/219/4/table7&-out=Name,Mod,Nc,Q,C,Fn,f1,mag1,q1,Re,n,f3,mag3,q3,hr3,mu03&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	Mod	(a8)	Type of final decomposition model (1)	[ucd=meta.note]
#Column	Nc	(I1)	[1/4] Number of components in the model (1-4)	[ucd=meta.number]
#Column	Q	(I1)	[3/5] Quality flag, 5=most reliable (2)	[ucd=meta.code.qual]
#Column	C	(a7)	Phsical interpretation of the component (1)	[ucd=meta.id;stat.fit]
#Column	Fn	(A8)	The GALFIT function used for the component (sersic, edgedisk, expdisk, ferrer2 or psf)	[ucd=meta.id;stat.fit]
#Column	f1	(F6.3)	[0.006/1]? "sersic" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag1	(F6.3)	[7/19.4]? "sersic" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q1	(F6.3)	[0.1/1]? "sersic" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	f3	(F6.3)	[0.02/1]? "expdisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag3	(F6.3)	[6.5/18.1]? "expdisk" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q3	(F6.3)	[0.1/1]? "expdisk" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	hr3	(F6.2)	[0.7/332]? "expdisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	mu03	(F6.3)	[16.4/25.3]? "expdisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
Name	Mod	Nc	Q	C	Fn	f1	mag1	q1	Re	n	f3	mag3	q3	hr3	mu03
PGC053093 	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC053093 	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
PGC053134 	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.896	13.359	 0.759	 24.95	22.340
PGC053134 	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC053415 	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.813	13.122	 0.402	  4.20	18.235
PGC053415 	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.187	14.653	 0.526	 24.63	23.606
PGC053568 	_dd     	2	5	D      	sersic  	 0.059	17.902	 0.454	  8.88	 0.408	      	      	      	      	
PGC053568 	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.941	14.846	 0.451	 18.64	23.195
PGC053634 	_bd     	2	5	B      	sersic  	 0.121	16.669	 0.478	  7.63	 0.864	      	      	      	      	
PGC053634 	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.879	14.506	 0.257	 23.02	23.312
PGC053724 	_bd     	2	5	B      	sersic  	 0.733	12.463	 0.248	 12.85	10.315	      	      	      	      	
PGC053724 	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.267	13.654	 0.380	  5.47	19.341
PGC053764 	_z      	1	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC053779 	_ddbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.643	13.370	 0.667	 21.78	22.056
PGC053779 	_ddbar  	3	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC053779 	_ddbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC053796 	_zbar   	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC053796 	_zbar   	2	4	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC054944 	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.968	12.523	 0.689	 11.89	19.895
PGC054944 	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC065367 	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.400	 0.745	 36.26	24.192
PGC066242 	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.946	13.940	 0.463	 17.08	22.097
PGC066242 	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC066559 	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.928	14.201	 0.730	 17.24	22.378
PGC066559 	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC066738 	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC066738 	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC067871 	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.898	14.170	 0.656	 24.39	23.102
PGC067871 	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC068030 	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC068771 	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.940	13.801	 0.855	 20.25	22.328
PGC068771 	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC069114 	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.289	 0.302	 11.63	22.613
PGC069224 	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.698	 0.452	 23.09	23.511
PGC069293 	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	12.980	 0.899	 24.82	21.950
PGC069339 	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.767	 0.910	 15.32	22.690
PGC069415 	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.540	 0.579	 16.88	23.672
PGC069448 	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.984	12.674	 0.654	 19.23	21.090
PGC069448 	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
PGC069691 	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC069691 	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	
PGC070657 	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC071479 	_dd     	2	5	D      	sersic  	 0.592	15.290	 0.423	 13.70	 0.692	      	      	      	      	
PGC071479 	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.408	15.601	 0.500	 23.95	24.493
PGC072006 	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.923	 0.353	 16.00	22.938
PGC072252 	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	 0.863	13.765	 0.611	 14.64	21.588
PGC072252 	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC072252 	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
PGC090540 	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC090553 	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC090694 	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC091215 	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC091228 	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC091408 	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC091413 	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
PGC1059326	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.710	15.563	 0.493	 11.13	22.791
PGC1059326	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC1063216	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.893	15.118	 0.813	 12.84	22.657
PGC1063216	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
PGC1063216	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC00017  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.991	14.311	 0.602	 28.66	23.593
UGC00017  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC00099  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.933	14.369	 0.874	 22.50	23.126
UGC00099  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC00122  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.469	 0.248	 19.80	23.947
UGC00132  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.320	 0.351	 16.37	22.387
UGC00156  	_dd     	2	5	D      	sersic  	 0.069	16.833	 0.835	 15.86	 0.483	      	      	      	      	
UGC00156  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.931	14.004	 0.452	 24.51	22.947
UGC00191  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.980	13.836	 0.630	 19.89	22.325
UGC00191  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC00260  	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC00260  	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC00260  	_zzn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC00290  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	16.098	 0.222	 19.44	24.537
UGC00313  	_dd     	2	5	D      	sersic  	 0.228	15.454	 0.484	 12.82	 0.121	      	      	      	      	
UGC00313  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.772	14.127	 0.628	  8.49	20.768
UGC00320  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC00477  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC00634  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.720	 0.482	 18.30	23.027
UGC00711  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC00866  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.201	 0.332	 13.16	22.793
UGC00882  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.974	 0.548	 15.94	22.982
UGC00891  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.496	 0.367	 23.17	23.315
UGC00903  	_bz     	2	4	B      	sersic  	 0.302	12.986	 0.285	 25.77	 0.774	      	      	      	      	
UGC00903  	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC00941  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.256	 0.620	 13.43	22.891
UGC00958  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC00964  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC01014  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.666	 0.928	 11.49	21.962
UGC01020  	_bd     	2	3	B      	sersic  	 0.661	14.132	 0.359	 13.92	 2.043	      	      	      	      	
UGC01020  	_bd     	2	3	D      	expdisk 	      	      	      	      	      	 0.339	14.830	 0.573	 17.13	22.995
UGC01104  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.216	 0.515	 10.41	21.298
UGC01110  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.946	14.283	 0.196	 19.77	22.759
UGC01110  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC01112  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.423	 0.352	 12.20	21.851
UGC01133  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.801	 0.919	 13.11	23.385
UGC01176  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.933	 0.765	 36.45	23.737
UGC01195  	_dd     	2	5	D      	sersic  	 0.251	14.898	 0.601	 19.08	 0.877	      	      	      	      	
UGC01195  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.749	13.706	 0.250	 39.64	23.692
UGC01197  	_dd     	2	5	D      	sersic  	 0.240	16.303	 0.201	 20.06	 1.211	      	      	      	      	
UGC01197  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.760	15.049	 0.250	 17.88	23.306
UGC01200  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.628	 0.606	 13.97	21.350
UGC01240  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.320	 0.354	  7.57	21.712
UGC01500  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC01547  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.285	 0.689	 16.72	22.397
UGC01551  	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	 0.987	12.889	 0.849	 22.50	21.645
UGC01551  	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC01551  	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC01670  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.870	 0.767	 21.32	23.510
UGC01753  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.959	 0.376	 10.65	22.091
UGC01803  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC01839  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC01862  	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.997	12.976	 0.810	 16.65	21.079
UGC01862  	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC01945  	_dd     	2	5	D      	sersic  	 0.309	14.517	 0.306	 31.34	 0.404	      	      	      	      	
UGC01945  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.691	13.627	 0.445	 26.26	22.720
UGC01970  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC01970  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC01981  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.584	 0.874	 20.03	23.088
UGC01999  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.614	 0.292	 13.75	22.301
UGC02081  	_bd     	2	5	B      	sersic  	 0.027	17.929	 0.397	  4.40	 1.479	      	      	      	      	
UGC02081  	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.973	14.020	 0.566	 19.84	22.503
UGC02082  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC02275  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.294	 0.506	 34.68	23.990
UGC02302  	_dd     	2	4	D      	sersic  	 0.145	15.940	 0.352	 38.72	 0.572	      	      	      	      	
UGC02302  	_dd     	2	4	D      	expdisk 	      	      	      	      	      	 0.855	13.770	 0.964	 37.17	23.616
UGC02345  	_dd     	2	5	DISL1  	sersic  	 0.095	16.794	 0.197	 42.47	 0.487	      	      	      	      	
UGC02345  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.905	14.294	 0.686	 31.66	23.792
UGC02429  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.140	 0.339	 14.18	22.893
UGC02443  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.995	13.281	 0.551	 13.10	20.863
UGC02443  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC03070  	_bd     	2	5	B      	sersic  	 0.134	16.511	 0.538	  6.39	 0.707	      	      	      	      	
UGC03070  	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.866	14.479	 0.576	  9.75	21.420
UGC04024  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.989	13.925	 0.281	 12.44	21.394
UGC04024  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC04121  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.981	14.909	 0.225	 25.30	23.920
UGC04121  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC04148  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.610	 0.229	 16.78	23.729
UGC04151  	_bd     	2	5	B      	sersic  	 0.032	16.577	 0.934	  2.34	 0.338	      	      	      	      	
UGC04151  	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.968	12.869	 0.935	 10.36	19.941
UGC04169  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.274	 0.508	 15.69	21.248
UGC04238  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.913	13.434	 0.354	 22.18	22.159
UGC04238  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04241  	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.802	13.211	 0.491	 10.28	20.266
UGC04241  	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04241  	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC04305  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	11.874	 0.761	 66.71	22.990
UGC04306  	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.385	13.526	 0.656	  9.51	20.412
UGC04306  	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04306  	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC04390  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.941	13.534	 0.783	 22.49	22.289
UGC04390  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04393  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.814	13.469	 0.675	 14.98	21.342
UGC04393  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04413  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04413  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04426  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.378	 0.656	 18.97	23.763
UGC04483  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.671	 0.543	 14.77	23.513
UGC04499  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.782	 0.747	 17.47	21.988
UGC04514  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.842	13.809	 0.410	 20.36	22.348
UGC04514  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04543  	_dd     	2	5	D      	sersic  	 0.112	16.521	 0.529	 11.08	 0.777	      	      	      	      	
UGC04543  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.888	14.122	 0.827	 23.34	22.958
UGC04549  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.956	12.862	 0.831	 13.19	20.459
UGC04549  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.044	16.208	 0.551	  2.18	19.897
UGC04550  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04551  	_bd     	2	5	B      	sersic  	 0.631	12.367	 0.901	  4.47	 1.678	      	      	      	      	
UGC04551  	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.369	12.944	 0.379	 17.01	21.094
UGC04559  	_zzn    	3	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04559  	_zzn    	3	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04559  	_zzn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC04621  	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	 0.764	13.082	 0.599	  8.84	19.808
UGC04621  	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04621  	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC04623  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.992	12.103	 0.278	 24.18	21.016
UGC04623  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC04628  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.816	 0.283	 14.00	22.542
UGC04659  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.927	14.686	 0.331	 18.88	23.061
UGC04659  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04701  	_dd     	2	5	D      	sersic  	 0.165	16.294	 0.646	  8.36	 0.949	      	      	      	      	
UGC04701  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.835	14.499	 0.400	 25.18	23.500
UGC04704  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04714  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.905	13.524	 0.816	 12.35	20.977
UGC04714  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04722  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.133	 0.234	 14.89	22.993
UGC04725  	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04725  	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC04753  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04753  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04777  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.460	 0.249	 18.30	22.768
UGC04787  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.129	 0.336	 17.69	22.364
UGC04797  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.928	 0.776	 24.01	22.826
UGC04800  	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.968	13.943	 0.340	 13.97	21.665
UGC04800  	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04824  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.989	13.439	 0.286	 22.52	22.197
UGC04824  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04834  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.568	 0.549	 12.60	23.066
UGC04837  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.943	 0.685	 15.50	22.891
UGC04841  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.978	12.748	 0.684	 37.56	22.617
UGC04841  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04845  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.939	14.058	 0.331	 15.11	21.950
UGC04845  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04867  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.934	14.117	 0.608	 19.72	22.587
UGC04867  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04871  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.124	 0.450	 19.38	23.555
UGC04878  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.900	16.116	 0.242	 15.42	24.052
UGC04878  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04922  	_bd     	2	5	B      	sersic  	 0.028	17.333	 0.585	  8.64	 0.962	      	      	      	      	
UGC04922  	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.972	13.465	 0.454	 31.93	22.981
UGC04953  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.758	 0.271	 11.53	23.063
UGC04970  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04970  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC04982  	_ddn    	3	4	D      	expdisk 	      	      	      	      	      	 0.433	14.130	 0.414	  9.73	21.066
UGC04982  	_ddn    	3	4	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC04982  	_ddn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC04988  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.994	14.708	 0.757	 10.77	21.865
UGC04988  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
UGC05004  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.951	14.886	 0.608	 14.16	22.637
UGC05004  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC05015  	_dd     	2	5	D      	sersic  	 0.347	15.314	 0.702	 26.45	 2.121	      	      	      	      	
UGC05015  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.653	14.573	 0.932	 22.11	23.291
UGC05020  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.962	14.313	 0.249	 15.95	22.322
UGC05020  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC05047  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC05050  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC05050  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
UGC05076  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.866	 0.758	 15.00	22.741
UGC05107  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.924	14.970	 0.240	 19.66	23.434
UGC05107  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
UGC05114  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.168	 0.533	 10.49	22.268
UGC05139  	_d      	1	3	D      	sersic  	 1.000	13.357	 0.952	124.48	 0.586	      	      	      	      	
UGC05172  	_dbarf  	2	3	D      	expdisk 	      	      	      	      	      	 0.888	15.201	 0.355	 25.16	24.200
