#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:26 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/PASP/122/1397/s4g&-out=Name,RAJ2000,DEJ2000,amaj,ell,[3.6],M3.6,logM*,Dmean,TT,Vr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61221397
#Name: J/PASP/122/1397
#Title: Spitzer Survey of Stellar Structure in Galaxies (Sheth+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	creator=Sheth K.	    First author or institution
#INFO	cites=bibcode:2010PASP..122.1397S	    Article or Data origin sources
#INFO	journal=PASP	    Journal name
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/122/1397	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61221397	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_122_1397_s4g:
#Name: J/PASP/122/1397/s4g
#Title: S^4^G catalog Version 2 (2013-09)
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F5.1)	? Semi-major axis at level {mu}(3.6um)=25.5mag(AB)/arcsec^2^	[ucd=phys.angSize.smajAxis]
#Column	ell	(F6.3)	[0/1]? Ellipticity (1-b/a)	[ucd=src.ellipticity]
#Column	[3.6]	(F6.3)	? Spitzer/IRAC 3.6um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.3-4um]
#Column	M3.6	(F7.3)	? Absolute magnitude at 3.6um	[ucd=phys.magAbs;em.IR.3-4um]
#Column	logM*	(F6.3)	? Stellar mass	[ucd=phys.mass]
#Column	Dmean	(F7.3)	? Mean redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	TT	(F4.1)	? Morphological type code	[ucd=meta.code;src.morph.type]
#Column	Vr	(F7.1)	? Heliocentric radial velocity from radio measurement	[ucd=spect.dopplerVeloc;pos.heliocentric]
Name	RAJ2000	DEJ2000	amaj	ell	[3.6]	M3.6	logM*	Dmean	TT	Vr
ESO286-044	316.41101	-42.78128	 47.9	 0.410	13.299	-19.184	 9.699	       	-0.8	 2387.9
ESO287-009	320.31804	-46.15269	 59.2	 0.761	13.777	-19.445	 9.883	 44.111	 4.3	 2685.8
ESO287-037	323.63116	-44.31399	 55.5	 0.094	13.594	-19.070	 9.693	       	 8.5	 2597.1
ESO287-043	324.55062	-43.93412	 64.1	 0.715	14.176	-18.252	 9.520	 30.583	 5.9	 2479.0
ESO288-013	327.94360	-43.12368	 40.7	 0.086	14.444	-18.194	 9.505	       	 9.0	 2564.0
ESO289-010	334.18039	-47.11870	 71.7	 0.802	14.158	-18.779	 9.576	 38.667	 6.8	 2770.7
UGC09760  	228.00954	+01.69827	 74.8	 0.814	15.517	-16.382	 8.610	 23.975	 6.6	 2021.1
UGC09815  	229.81264	+44.91631	 47.7	 0.727	15.302	-17.703	 9.200	       	 7.9	 2567.0
UGC09816  	229.69997	+59.46250	 64.1	 0.431	14.819	-15.843	 8.558	       	 9.8	  660.0
UGC09837  	230.96533	+58.05292	 57.1	 0.161	13.678	-19.396	 9.941	 41.200	 5.3	 2656.6
UGC09845  	231.52285	+09.20436	 29.2	 0.763	15.934	-17.226	 8.899	 42.850	 5.8	 1894.1
UGC09856  	231.62640	+41.28973	 67.9	 0.813	14.775	-17.835	 9.277	 33.267	 6.3	 2496.2
UGC09858  	231.67281	+40.56470	118.5	 0.746	12.389	-20.577	10.333	 39.191	 4.0	 2621.0
UGC09875  	232.69704	+23.06614	 51.1	 0.100	14.709	-17.721	 9.595	       	 8.9	 1988.8
UGC09936  	234.18747	+44.23696	 51.8	 0.531	14.994	-18.054	 9.297	 40.700	 8.8	 2623.5
UGC09951  	234.83359	+15.38442	 39.9	 0.509	15.649	-16.765	 8.832	       	 6.6	 2004.5
UGC09977  	235.49839	+00.71337	119.2	 0.839	13.024	-19.284	 9.792	 28.938	 5.3	 1914.4
UGC09979  	235.58116	+00.47461	 45.6	 0.601	15.530	-16.927	 8.813	 31.000	 9.9	 1960.7
UGC09991  	235.84991	+14.43591	 52.0	 0.688	14.824	-17.512	 9.073	       	 5.9	 1933.2
UGC09992  	235.45098	+67.25383	 43.2	 0.358	15.201	-15.045	 8.196	 11.200	 9.9	  427.7
UGC10014  	236.43318	+12.50961	 36.7	 0.043	15.310	-17.061	 9.076	 29.800	 9.8	 1122.0
UGC10020  	236.43552	+20.56042	 60.0	 0.020	13.555	-19.064	 9.728	 33.400	 6.6	 2092.3
UGC10025  	236.60114	+02.84415	 36.3	 0.822	16.896	-15.969	 8.396	 37.425	 8.0	 1522.0
UGC10041  	237.25525	+05.18840	 80.0	 0.378	13.664	-19.037	 9.645	 34.700	 7.9	 2169.9
UGC10043  	237.17182	+21.86937	 70.0	 0.725	12.694	-20.754	10.362	 48.937	 4.2	 2158.1
UGC10054  	235.98204	+81.80968	 79.6	 0.522	13.909	-18.133	 9.389	 25.600	 8.0	 1497.5
UGC10061  	237.81270	+16.32950	 49.2	 0.417	15.437	-17.168	 9.104	 33.200	 9.9	 2092.0
UGC10194  	241.01738	+63.71261	 52.3	 0.826	15.979	-16.088	 8.583	 25.900	 6.8	  868.7
UGC10288  	243.60354	-00.20758	128.5	 0.786	11.930	-20.511	10.308	 30.773	 5.3	 2043.8
UGC10290  	243.63743	+00.82175	 56.3	 0.214	14.497	-17.946	 9.504	 30.800	 8.8	 1983.5
UGC10297  	243.87022	+18.90499	 49.8	 0.716	14.055	-18.889	 9.641	 38.786	 5.1	 2305.9
UGC10310  	244.07449	+47.04523	 70.5	 0.309	14.269	-16.724	 8.841	 15.800	 9.2	  715.9
UGC10413  	247.36313	+21.33664	 67.9	 0.668	14.082	-19.132	 9.797	 43.933	 5.7	 2988.1
UGC10437  	247.78162	+43.34843	 49.5	 0.394	14.693	-18.327	 9.530	       	 6.0	 2596.8
UGC10445  	248.44834	+28.98482	 65.7	 0.203	13.554	-18.736	 9.618	 28.700	 6.0	  962.4
PGC065367 	311.71502	-12.84661	 56.7	 0.522	15.312	-11.251	 6.689	  2.054	 9.9	 -141.7
UGC06080  	165.16650	+61.32090	 59.8	 0.823	15.172	-17.503	 9.114	 34.283	 6.5	 2181.8
UGC06083  	165.09904	+16.69228	 38.2	 0.702	14.916	-17.765	 9.251	 34.367	 4.1	  948.0
UGC06104  	165.46237	+16.60706	 51.2	 0.691	14.505	-18.974	 9.737	 49.650	 4.0	 2947.2
UGC06112  	165.64725	+16.73485	 70.0	 0.715	14.474	-17.084	 8.996	 20.500	 7.4	 1036.3
UGC06145  	166.39499	-01.86400	 30.9	 0.476	16.347	-13.734	 7.685	       	 9.9	  749.4
UGC06151  	166.48412	+19.82649	 42.9	 0.041	15.065	-16.863	 8.857	 24.300	 8.8	 1331.2
UGC06157  	166.60496	+17.50796	 51.6	 0.211	14.452	-18.716	 9.618	 43.000	 7.8	 2958.4
UGC06162  	166.72812	+51.20338	 75.2	 0.411	13.427	-19.233	 9.821	 34.033	 6.4	 2208.1
UGC06169  	166.76424	+12.06031	 52.4	 0.623	13.636	-18.139	 9.400	       	 3.0	 1553.4
UGC06171  	166.79145	+18.56943	 63.3	 0.663	14.939	-16.870	 8.792	 23.000	 9.9	 1192.3
UGC06181  	166.94432	+19.54848	 36.1	 0.041	15.313	-15.938	 8.562	       	 9.7	 1169.6
UGC06194  	167.25223	+22.92977	 48.3	 0.223	14.003	-18.940	 9.671	       	 4.9	 2642.7
UGC06249  	168.33660	+59.90870	 52.4	 0.122	14.182	-17.140	 9.063	       	 5.9	 1060.4
UGC06271  	168.65514	+30.31436	 38.8	 0.540	13.544	-18.860	 9.652	       	 1.0	 2009.0
UGC06296  	169.21302	+17.79872	 54.0	 0.583	13.094	-18.843	 9.662	 24.400	 8.0	  976.0
UGC06307  	169.41782	+38.05287	 49.8	 0.646	14.113	-18.259	 9.430	       	 7.9	 1964.0
UGC06309  	169.44340	+51.47674	 53.7	 0.220	12.732	-20.701	10.404	 48.600	 4.5	 2875.5
UGC06320  	169.57190	+18.84719	 45.6	 0.081	13.485	-18.286	 9.424	 22.600	 8.0	 1122.5
NGC4252   	184.62892	+05.55951	 48.6	 0.668	14.437	-16.140	 8.618	       	 3.1	  863.6
NGC4254   	184.70683	+14.41642	191.8	 0.194	 9.333	-21.608	10.743	 15.425	 5.2	 2405.5
NGC4256   	184.67947	+65.89824	143.8	 0.713	10.915	-22.045	10.974	 39.100	 3.0	 2528.0
NGC4258   	184.73957	+47.30398	802.5	 0.636	 8.031	-21.328	10.672	  7.444	 4.0	  450.7
NGC4260   	184.84269	+06.09868	137.2	 0.621	11.204	-21.713	10.872	 38.317	 1.0	 1958.0
NGC4262   	184.87746	+14.87767	 72.4	 0.094	11.102	-20.458	10.377	 20.510	-2.7	 1365.9
NGC4267   	184.93874	+12.79827	120.2	 0.021	10.498	-20.620	10.456	 16.730	-2.7	
NGC4268   	184.94671	+05.28373	 64.7	 0.452	12.223	-20.133	10.245	 29.600	-0.3	 2373.8
NGC4273   	184.98355	+05.34333	 87.9	 0.386	11.319	-21.413	10.652	 35.189	 5.2	 2379.9
NGC4274   	184.96079	+29.61480	234.8	 0.608	 9.702	-21.429	10.759	 16.833	 1.7	  927.2
NGC4276   	185.03113	+07.69191	 61.5	 0.176	13.004	-19.882	10.089	       	 7.6	 2614.9
NGC4278   	185.02846	+29.28072	189.6	 0.200	 9.789	-21.209	10.714	 15.831	-4.8	  620.8
NGC4283   	185.08654	+29.31090	 88.3	 0.140	11.676	-19.304	 9.919	 15.700	-4.8	  705.0
NGC4286   	185.17539	+29.34590	 69.6	 0.373	13.463	-16.798	 8.917	       	 1.0	  644.0
NGC4287   	185.20210	+05.63983	 55.3	 0.641	13.928	-18.521	 9.530	       	 3.4	 2139.0
NGC4288   	185.15884	+46.29180	 65.8	 0.153	13.110	-17.746	 9.294	 14.833	 7.0	  534.8
NGC4561   	189.03375	+19.32288	 65.0	 0.160	13.094	-17.356	 9.065	 12.300	 7.2	 1406.0
ESO544-030	033.73860	-20.21175	 69.4	 0.367	13.203	-17.833	 9.260	 16.117	 7.9	 1613.2
ESO545-002	034.81334	-18.93247	 61.7	 0.543	14.602	-17.049	 9.024	 21.383	 8.9	 1608.2
ESO545-003	034.87187	-21.43541	 45.2	 0.762	15.272	-16.169	 8.535	 19.417	 4.0	 1595.9
ESO545-005	035.02541	-19.75073	 78.5	 0.663	12.949	-19.519	 9.910	 31.157	 7.6	 2337.7
ESO545-016	036.49725	-21.42161	 54.8	 0.173	14.635	-16.689	 8.892	 18.400	 9.0	 1550.0
ESO546-034	044.65452	-18.69820	 37.4	 0.614	16.038	-15.446	 8.464	       	 8.8	 1566.6
ESO547-005	045.89550	-18.36709	 38.7	 0.295	15.246	-16.278	 8.664	       	10.0	 1591.6
ESO547-012	047.40400	-17.83140	 38.0	 0.820	16.789	-15.991	 8.639	 35.975	 7.9	 2008.6
ESO547-020	048.23998	-17.92978	 42.9	 0.247	15.292	-16.770	 8.997	       	 9.5	 1993.8
ESO548-005	050.94581	-19.75437	 55.5	 0.147	14.133	-17.570	 9.219	 21.900	 8.7	 1845.1
ESO548-009	051.15870	-19.29780	 32.8	 0.781	17.107	-17.710	 9.185	 91.900	 6.7	 1885.0
ESO548-016	051.51000	-21.34065	 51.4	 0.623	14.838	-17.350	 9.185	       	 6.9	 2119.0
ESO548-021	051.89851	-21.22791	 78.1	 0.765	14.155	-17.475	 9.050	 21.180	 7.7	 1684.0
ESO548-023	052.06051	-17.41990	 43.4	 0.486	14.420	-17.282	 9.031	 21.900	-3.7	 1863.0
ESO548-025	052.25277	-22.14669	 53.2	 0.457	14.405	-17.220	 9.023	       	 1.1	 1680.0
ESO548-032	053.08019	-17.71875	 53.8	 0.507	15.158	-17.456	 9.178	 33.333	 9.0	 1953.1
ESO548-063	054.89446	-20.01521	 43.9	 0.682	14.445	-17.555	 9.097	 25.120	 4.0	
ESO548-082	055.68109	-17.50732	 38.7	 0.444	15.542	-16.171	 8.530	       	 4.2	 1726.6
ESO549-002	055.73928	-19.02077	 50.0	 0.404	14.802	-15.817	 8.375	       	 9.6	 1111.5
ESO549-018	057.05856	-21.47440	 86.7	 0.384	12.593	-19.867	10.154	 31.044	 4.8	 1587.0
ESO549-035	058.76650	-20.38324	 32.0	 0.299	15.508	-16.312	 8.673	       	 6.0	 1822.0
ESO550-005	061.49949	-17.77391	 72.0	 0.726	14.979	-16.808	 8.767	 22.767	 8.8	 1884.5
ESO550-024	065.30700	-21.84583	154.7	 0.608	12.665	-18.004	 9.308	 13.612	 6.7	  899.5
ESO551-016	068.91890	-21.98823	 61.6	 0.705	14.830	-16.560	 8.758	 18.967	 4.1	 1808.0
ESO551-031	070.61985	-21.69146	 49.5	 0.631	14.702	-17.154	 9.014	 23.500	 6.7	 1768.0
ESO553-017	077.79989	-19.61280	 39.9	 0.687	15.933	-16.978	 8.898	 38.200	 5.0	 1949.4
ESO567-048	154.92461	-17.75025	 52.7	 0.768	16.125	-14.126	 7.974	       	 8.9	  900.9
ESO569-014	162.85029	-19.89066	118.4	 0.815	12.989	-19.130	 9.767	 26.542	 6.4	 2054.1
ESO570-019	170.05040	-21.47056	 47.1	 0.354	14.112	-17.094	 8.959	       	 4.5	 1337.9
ESO572-012	178.48805	-20.13778	 59.1	 0.608	14.885	-16.445	 9.044	 18.450	 4.8	 1685.5
UGC07249  	183.65629	+12.81291	 49.2	 0.710	15.716	-16.160	 8.594	 23.725	 9.5	  623.2
UGC07257  	183.76216	+35.95904	 42.6	 0.375	14.392	-16.669	 8.816	 16.300	 8.1	  943.2
UGC07267  	183.84867	+51.34962	 54.4	 0.551	14.744	-19.740	10.060	 78.820	 7.8	  472.3
UGC07271  	183.88912	+43.43504	 59.0	 0.640	14.644	-14.732	 8.008	  7.500	 6.9	  546.0
UGC07300  	184.18080	+28.73067	 38.7	 0.307	15.508	-14.425	 7.939	  9.700	 9.8	 1211.7
UGC07301  	184.17591	+46.07895	 67.7	 0.834	15.321	-16.338	 8.676	 21.467	 6.6	  708.2
UGC07321  	184.39128	+22.54024	155.8	 0.885	13.202	-17.676	 9.188	 14.980	 6.5	  407.4
UGC07332  	184.48423	+00.43561	 38.7	 0.154	15.178	-16.049	 8.686	 17.600	 9.9	  935.3
UGC07387  	185.07256	+04.20164	 64.9	 0.789	13.530	-19.838	10.059	 47.157	 6.7	 1733.1
UGC07394  	185.11529	+01.46978	 62.3	 0.794	14.779	-17.757	 9.279	 32.150	 6.6	 1601.0
UGC07396  	185.14067	+00.78826	 59.1	 0.738	14.730	-17.677	 9.262	       	 7.6	 2108.3
UGC07408  	185.31329	+45.81209	 71.5	 0.231	14.124	-15.006	 8.287	  6.700	 9.8	  461.7
UGC07490  	186.10316	+70.33412	 81.2	 0.110	13.533	-16.694	 8.822	 11.100	 8.7	  466.0
UGC07522  	186.49380	+03.42964	 93.2	 0.783	12.483	-20.681	10.393	 42.925	 5.8	 1426.7
UGC07534  	186.53418	+58.32280	 46.3	 0.072	14.429	-16.451	 8.528	 15.000	 9.9	  723.0
UGC07557  	186.79710	+07.26304	 84.0	 0.399	14.159	-16.967	 9.921	 16.800	 8.8	  933.9
UGC07559  	186.77327	+37.14248	 63.5	 0.380	14.504	-13.678	 7.784	  4.330	 9.9	  216.7
UGC07577  	186.92370	+43.49405	121.6	 0.373	13.080	-14.282	 7.917	  2.967	 9.8	  195.8
UGC07579  	186.98089	+05.72120	 51.9	 0.709	14.069	-18.489	 9.516	       	 8.2	 2249.1
UGC07590  	187.07827	+08.72957	 43.3	 0.484	14.218	-18.246	 9.426	 31.100	 4.1	 1119.2
UGC07596  	187.14159	+08.64001	 57.8	 0.532	14.684	-15.071	 8.195	       	 9.8	  562.9
UGC07599  	187.11705	+37.23484	 38.4	 0.382	15.574	-13.006	 7.566	  5.200	 8.7	  276.4
UGC07605  	187.16130	+35.71759	 47.0	 0.356	15.149	-13.027	 7.535	  4.317	 9.9	  309.0
UGC07608  	187.18680	+43.22476	 52.8	 0.229	14.988	-14.416	 7.897	  7.600	 9.9	  536.4
UGC07612  	187.25954	+02.72184	 61.6	 0.479	14.783	-17.141	 8.992	 24.250	 8.8	 1575.1
UGC07639  	187.47256	+47.53052	 75.8	 0.408	14.154	-15.061	 8.303	  6.967	 9.9	  381.9
UGC07673  	187.99290	+29.70949	 40.8	 0.117	15.162	-14.772	 8.039	  9.700	 9.9	  643.8
UGC07690  	188.11232	+42.70405	 63.8	 0.196	13.543	-15.832	 8.457	  7.500	 9.9	  537.3
PGC002689 	011.51569	-11.50647	 61.1	 0.436	14.693	-16.834	 8.919	 20.200	 8.8	 1618.8
ESO601-031	333.41550	-21.73362	 45.0	 0.469	15.541	-17.205	 8.985	       	 9.9	 2600.0
ESO602-003	334.20976	-21.24985	 62.1	 0.712	14.939	-17.674	 9.012	 33.300	 9.9	 2571.0
ESO602-015	335.71045	-20.35021	 51.5	 0.813	15.856	-16.989	 8.758	 37.067	 6.7	 2676.4
ESO602-030	339.21266	-19.80699	 38.0	 0.257	14.124	-18.368	 9.463	       	 6.8	 2320.0
ESO603-031	344.36014	-17.88555	 41.8	 0.479	14.468	-17.972	 9.373	       	 1.0	 2266.5
ESO605-015	354.15090	-21.86164	 25.6	 0.680	16.853	-14.821	 8.406	 21.617	 6.5	 1552.4
IC0051    	011.60087	-13.44221	 59.0	 0.327	12.657	-19.129	 9.726	       	-2.0	 1714.7
IC0101    	021.03572	+09.93038	 42.2	 0.458	14.174	-19.063	 9.762	 44.400	 3.0	 2403.5
IC0163    	027.31174	+20.71103	 63.2	 0.494	12.923	-19.405	 9.877	 29.211	 7.8	 2747.6
PGC014768 	064.05253	-16.75021	 58.1	 0.624	14.378	-17.632	 9.139	       	 7.6	 1954.4
PGC015214 	067.18784	-12.50990	 45.0	 0.371	15.496	-16.344	 8.705	       	 9.0	 1800.3
PGC015625 	069.10293	-09.51333	 57.7	 0.715	15.428	-17.118	 8.985	       	 9.8	 2424.4
PGC015869 	070.73880	-08.09089	 61.0	 0.399	14.095	-18.389	 9.452	 31.400	 8.0	 2522.8
PGC016090 	072.35040	-12.74751	 47.6	 0.457	15.179	-17.118	 8.889	       	 9.0	 2190.9
PGC016389 	074.24137	-42.80136	 41.8	 0.559	15.883	-12.900	 7.270	       	 8.0	  659.7
PGC016784 	076.94530	-16.29389	 84.6	 0.310	13.669	-18.312	 9.457	 24.900	 9.0	 2038.0
PGC024469 	130.70088	+14.26520	 63.7	 0.711	14.312	-18.086	 9.404	       	 4.2	 2055.0
PGC027616 	145.12915	-08.94360	 53.8	 0.014	13.632	-18.590	 9.580	       	 6.0	 2051.3
UGC08067  	194.30057	-01.70675	 68.2	 0.724	13.016	-20.357	10.241	 47.264	 3.7	 2844.3
PGC027810 	145.82455	-09.94573	 97.5	 0.694	13.239	-20.673	10.408	 60.600	 6.8	 2701.9
PGC027825 	145.86915	-05.36538	 57.5	 0.358	14.193	-17.870	 9.244	       	 7.0	 1893.0
PGC027833 	145.90091	-05.91253	 63.6	 0.169	13.340	-18.957	 9.730	 28.800	 7.4	 2023.5
PGC028308 	147.55814	-12.05747	 60.4	 0.668	12.654	-21.724	10.811	 75.100	 6.7	 2719.0
PGC028380 	147.84192	-12.62355	 48.8	 0.317	14.273	-18.404	 9.582	       	 5.7	 2526.0
PGC029086 	150.65057	-06.01260	 94.5	 0.847	14.910	-15.137	 8.347	 10.220	 7.2	  661.9
PGC029300 	151.42333	-07.98152	 77.6	 0.058	12.728	-17.538	 9.190	 11.300	-1.9	
PGC029466 	151.98800	+13.22728	 30.8	 0.801	16.549	-16.922	 8.870	 49.467	 6.2	 2758.4
PGC029653 	152.75432	-04.69262	164.2	 0.079	12.054	-13.730	 7.587	  1.435	 9.9	  323.6
PGC030591 	156.36023	-15.34909	 49.7	 0.710	13.634	-20.267	10.213	 60.275	 6.9	 2028.0
PGC031979 	160.90096	-09.85622	 53.0	 0.043	14.020	-18.380	 9.471	 30.200	 6.7	 2081.2
PGC032091 	161.29518	-10.06444	 52.4	 0.147	13.766	-18.925	 9.693	       	 7.0	 2520.8
PGC032548 	162.84627	-10.13343	 40.2	 0.759	14.886	-18.590	 9.537	 49.567	-0.2	 2482.0
PGC035271 	171.93209	-04.92509	 37.8	 0.640	16.108	-14.529	 7.959	       	 7.0	  969.0
PGC035684 	173.37020	+49.23671	 48.0	 0.431	14.782	-13.194	 7.384	  3.936	 9.9	  250.0
PGC035705 	173.43871	-03.43676	 41.2	 0.380	14.954	-16.805	 8.875	       	 7.9	 1604.7
PGC036217 	175.14424	-10.08590	 79.2	 0.211	13.237	-18.944	 9.781	 27.300	 5.9	 1738.2
PGC036274 	175.34505	-06.47948	 53.8	 0.238	13.373	-18.808	 9.644	 27.300	 9.0	 1724.6
PGC036551 	176.14754	-03.80102	 62.9	 0.637	14.264	-17.530	 9.107	       	 7.6	 1629.2
PGC036643 	176.35900	-10.10289	 85.4	 0.686	13.575	-18.598	 9.556	 27.200	 6.3	 1710.7
PGC037238 	178.24880	-04.42651	 72.7	 0.682	14.282	-17.316	 9.008	       	 8.0	 1486.4
PGC037373 	178.70651	-16.86404	 63.3	 0.431	13.939	-18.258	 9.402	 27.500	 5.8	 1813.9
PGC038250 	181.24621	+58.10733	 33.5	 0.175	15.073	-17.943	 9.392	       	 5.0	 2605.0
PGC039317 	184.11844	-11.52811	 59.3	 0.769	15.696	-15.874	 8.494	 20.600	 9.8	 1168.6
PGC039799 	185.08845	+00.36679	 31.8	 0.657	16.245	-14.337	 7.986	       	 9.1	  899.3
PGC040408 	186.16389	+03.99562	 36.9	 0.476	15.015	-17.015	 8.946	       	 8.9	 1725.0
PGC040447 	186.22375	+61.06375	 32.0	 0.384	15.913	-14.766	 8.328	       	10.0	  707.7
PGC040552 	186.39502	+45.43169	 30.7	 0.686	14.581	-20.287	10.209	 94.100	 5.4	
PGC041725 	188.40393	-04.88421	 62.9	 0.719	15.103	-16.798	 8.850	 24.000	 8.8	 1290.0
UGC08639  	204.74939	+51.43479	 50.0	 0.343	14.864	-17.478	 9.192	 29.400	 9.7	 1690.0
NGC0244   	011.44343	-15.59657	 38.1	 0.061	13.593	-16.729	 8.798	 11.600	-2.0	  940.5
NGC0247   	011.78530	-20.76018	737.7	 0.716	 9.135	-18.639	 9.519	  3.587	 6.9	  156.8
NGC0253   	011.88822	-25.28826	     	      	      	       	      	  3.141	 5.1	  247.3
NGC0254   	011.86515	-31.42178	104.2	 0.349	11.387	-19.778	10.064	 17.100	-1.2	 1624.0
NGC0255   	011.94693	-11.46873	 78.9	 0.076	12.252	-19.253	 9.798	 20.000	 4.1	 1591.2
NGC0274   	012.75769	-07.05698	 66.4	 0.094	12.091	-19.449	 9.949	 20.325	-2.8	 1750.6
NGC0275   	012.76855	-07.06573	 68.5	 0.036	12.284	-19.418	 9.844	 21.900	 6.0	 1748.7
NGC0289   	013.17610	-31.20582	126.2	 0.235	10.522	-21.264	10.631	 22.767	 4.0	 1629.2
NGC0298   	013.75955	-07.33295	 52.2	 0.561	13.838	-18.033	 9.308	       	 5.9	 1754.3
NGC0300   	013.72267	-37.68420	645.0	 0.295	 8.408	-18.066	 9.327	  1.972	 6.9	  144.8
NGC0337   	014.95875	-07.57818	 88.0	 0.182	11.465	-20.260	10.211	 22.129	 6.7	 1649.7
NGC0337A  	015.39141	-07.58806	104.8	 0.095	12.882	-17.802	 9.241	 13.700	 8.0	 1074.6
NGC0360   	015.71446	-65.60998	122.8	 0.772	11.700	-20.877	10.478	 32.762	 4.4	 2303.5
NGC0406   	016.85086	-69.87557	 95.9	 0.469	12.464	-19.107	 9.721	 20.612	 4.9	 1507.1
NGC0428   	018.23175	+00.98168	115.6	 0.237	11.808	-19.023	 9.759	 14.660	 8.6	 1153.1
NGC0450   	018.87694	-00.86085	 95.1	 0.302	12.512	-18.999	 9.699	 20.050	 5.8	 1761.3
NGC0470   	019.93685	+03.40990	 94.1	 0.482	11.320	-21.627	10.755	 38.867	 3.1	 2371.5
NGC0473   	019.97938	+16.54477	 64.6	 0.340	12.152	-20.219	10.216	 29.800	-0.3	 2130.0
NGC0474   	020.02784	+03.41553	106.3	 0.151	11.284	-21.165	10.639	 30.880	-2.0	 2372.0
NGC0485   	020.36508	+07.01825	 59.9	 0.622	13.231	-19.534	 9.922	 35.733	 6.0	 2251.4
NGC0488   	020.44492	+05.25681	213.4	 0.167	 9.663	-22.671	11.226	 29.300	 2.9	 2268.9
NGC0489   	020.47447	+09.20662	 46.0	 0.615	12.252	-20.927	10.511	 43.250	 5.0	 2503.5
NGC0493   	020.53755	+00.94551	112.4	 0.702	12.381	-19.665	 9.967	 25.656	 5.9	 2341.1
NGC0514   	021.01615	+12.91744	122.3	 0.346	11.775	-20.569	10.390	 29.420	 5.2	 2470.9
NGC0518   	021.07353	+09.33094	 92.7	 0.594	12.392	-20.514	10.361	       	 1.0	 2651.0
NGC0520   	021.14538	+03.79159	175.9	 0.623	10.773	-21.447	10.600	 27.800	 1.3	 2162.0
NGC0522   	021.19096	+09.99472	 84.9	 0.703	11.975	-21.345	10.678	 46.117	 4.1	 2723.1
NGC0532   	021.32217	+09.26410	139.2	 0.682	11.466	-21.006	10.552	 31.217	 1.9	 2361.9
NGC0578   	022.61913	-22.66710	143.5	 0.394	11.181	-20.515	10.321	 21.841	 5.0	 1627.8
NGC4496A  	187.91373	+03.93942	114.4	 0.130	11.774	-19.192	 9.839	 15.606	 7.6	 1730.2
NGC4498   	187.91478	+16.85274	 99.6	 0.455	12.232	-19.040	 9.741	 17.958	 6.4	 1505.3
NGC4501   	187.99651	+14.42033	276.7	 0.457	 8.830	-22.579	11.184	 19.133	 3.3	 2282.3
NGC4502   	188.01349	+16.68768	 41.8	 0.479	14.273	-18.176	 9.403	 30.900	 5.8	 1626.7
NGC4503   	188.02594	+11.17646	147.7	 0.532	10.614	-20.542	10.413	 17.033	-1.7	 1359.0
NGC4504   	188.07259	-07.56358	134.8	 0.394	11.661	-20.032	10.153	 21.814	 6.0	  998.0
NGC4506   	188.04391	+13.41963	 68.6	 0.284	12.910	-17.009	 8.934	       	 1.1	  737.0
NGC4517A  	188.11701	+00.39059	109.1	 0.406	13.070	-18.708	 9.668	 22.680	 7.8	 1529.5
NGC4519   	188.37614	+08.65484	 91.9	 0.295	12.058	-20.209	10.191	 28.411	 6.9	 1225.4
NGC4522   	188.41522	+09.17442	127.4	 0.657	12.034	-19.443	 9.939	 19.742	 6.0	 2329.0
NGC4523   	188.45014	+15.16909	 77.8	 0.160	13.741	-17.386	 9.092	 16.800	 9.1	  259.7
NGC4525   	188.46308	+30.27746	 87.2	 0.458	12.690	-18.288	 9.448	 15.687	 5.9	 1174.7
NGC4527   	188.53528	+02.65399	220.1	 0.540	 9.392	-21.495	10.728	 15.046	 4.0	 1736.9
