#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:46 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/234/18/table1&-out.max=unlimited&-out=Name,RAJ2000,DEJ2000,Dist,e_Dist,T,3.6mag,e_3.6mag,Group	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table1:
#Name: J/ApJS/234/18/table1
#Title: The GALEX/S^4^G sample
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F4.1)	[0.4/94.1] Redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dist	(F6.1)	[0/50.1]? Standard deviation in Dist (1)	[ucd=stat.error]
#Column	T	(F4.1)	[-5/10] Numerical morphological type from RC2 from HyperLEDA	[ucd=src.morph.type]
#Column	3.6mag	(F6.3)	[6.3/17.3] Spitzer/IRAC 3.6um band asymptotic AB magnitude (3)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_3.6mag	(F6.3)	[0.001/0.4] The 1{sigma} uncertainty in 3.6mag	[ucd=stat.error]
#Column	Group	(A4)	Group identifier (4)	[ucd=meta.id]
Name	RAJ2000	DEJ2000	Dist	e_Dist	T	3.6mag	e_3.6mag	Group
NGC4038   	180.470880	-18.867559	20.9	   5.5	 8.9	 9.650	 0.001	409
NGC4039   	180.472987	-18.886110	20.9	   5.5	 8.9	10.853	 0.001	409
NGC4041   	180.551016	+62.137293	22.7	      	 4.0	10.775	 0.001	0
UGC07019  	180.621659	+62.417932	20.2	      	 9.9	15.034	 0.003	0
NGC4045   	180.676005	+01.976741	17.0	   3.9	 1.3	11.240	 0.001	1
ESO440-044	180.693740	-29.092840	11.4	   2.4	 8.7	13.913	 0.006	417
NGC4050   	180.724783	-16.373602	33.7	   6.3	 2.2	11.244	 0.001	409
NGC4049   	180.726900	+18.752160	17.0	      	 7.5	13.849	 0.001	1
NGC4051   	180.790072	+44.531310	14.6	   2.2	 4.0	 9.974	 0.001	102
ESO505-008	180.895800	-25.380310	28.3	   8.0	 4.0	14.613	 0.001	417
UGC07035  	180.917302	+02.641379	16.4	      	 1.0	14.181	 0.003	0
ESO505-009	180.961311	-27.601938	28.5	      	 5.0	15.378	 0.003	0
NGC4068   	181.007354	+52.587720	 4.7	   0.8	 9.9	13.579	 0.002	258
NGC4062   	181.015893	+31.895706	16.3	   3.6	 5.3	10.674	 0.001	200
NGC4064   	181.046458	+18.443637	17.0	   4.8	 1.4	11.192	 0.001	1
NGC4067   	181.048123	+10.854420	17.0	   0.8	 3.1	12.495	 0.001	1
IC0758    	181.049601	+62.505431	26.7	   4.8	 6.0	13.637	 0.002	0
UGC07053  	181.084428	-01.530585	25.9	      	 9.9	15.810	 0.043	0
NGC4081   	181.139550	+64.437610	30.2	   2.3	 1.1	12.469	 0.001	106
ESO440-046	181.171650	-28.116410	15.4	   6.6	 8.7	13.522	 0.004	417
NGC4080   	181.215900	+26.992591	17.0	      	 9.5	13.321	 0.001	1
NGC4085   	181.344462	+50.352827	20.3	   3.3	 5.2	11.541	 0.001	102
ESO440-049	181.391815	-31.423583	30.2	      	 6.9	14.228	 0.009	0
NGC4088   	181.392798	+50.539232	16.2	   2.1	 4.7	 9.833	 0.001	102
IC2995    	181.445732	-27.940270	21.0	   3.3	 5.5	12.320	 0.001	417
IC2996    	181.452469	-29.972313	30.6	   5.3	 3.5	13.559	 0.003	417
NGC4094   	181.474931	-14.526197	20.8	   2.2	 5.4	11.723	 0.001	0
UGC07086  	181.484040	+77.505019	37.0	   2.2	 3.1	12.623	 0.002	763
UGC07089  	181.491150	+43.144020	13.9	   2.1	 7.9	13.504	 0.001	102
ESO505-013	181.530507	-22.849700	25.7	      	 8.5	13.290	 0.001	0
NGC4100   	181.535613	+49.582707	20.8	   2.9	 4.1	10.483	 0.001	102
UGC07094  	181.545388	+42.956190	10.7	      	 8.0	14.373	 0.001	102
NGC4102   	181.596029	+52.711082	20.4	   4.3	 3.1	10.251	 0.001	102
NGC4108   	181.685813	+67.163193	34.2	      	 5.2	12.325	 0.001	0
NGC4111   	181.763138	+43.065677	15.6	   4.0	-1.3	10.262	 0.001	102
NGC4108B  	181.800066	+67.235217	34.2	      	 7.0	14.381	 0.003	0
IC3005    	181.809222	-30.024671	26.6	   3.3	 5.6	12.311	 0.001	417
NGC4116   	181.903650	+02.691630	17.0	   2.5	 7.4	12.100	 0.004	1
NGC4117   	181.942200	+43.126381	20.2	   4.1	-2.1	12.714	 0.001	0
NGC4123   	182.046302	+02.878353	17.0	   3.6	 5.0	11.299	 0.001	1
UGC07125  	182.174700	+36.802560	15.2	  10.6	 8.8	14.083	 0.009	0
NGC4129   	182.221690	-09.036706	21.1	   1.6	 2.3	11.851	 0.008	437
UGC07129  	182.229538	+41.740870	22.9	   3.0	 2.0	13.030	 0.001	107
NGC4136   	182.323869	+29.927558	17.0	      	 5.2	11.719	 0.003	1
UGC07133  	182.332338	+18.997423	34.3	      	 6.6	14.579	 0.002	0
ESO441-011	182.355000	-28.801300	30.8	   2.1	 5.7	15.444	 0.003	420
NGC4138   	182.374155	+43.685207	15.6	   1.6	-0.8	10.786	 0.001	102
NGC4142   	182.375720	+53.104794	26.1	   3.6	 6.5	13.953	 0.001	102
UGC07143  	182.444765	+25.026097	34.3	      	 4.9	14.226	 0.001	0
UGC07153  	182.445296	+62.268730	46.0	   3.0	 5.9	14.431	 0.002	761
NGC4141   	182.447100	+58.849150	25.4	      	 6.0	14.487	 0.006	0
IC3021    	182.477466	+13.050080	32.0	      	 9.0	15.206	 0.005	3
NGC4144   	182.493675	+46.457355	 6.6	   1.6	 5.9	11.858	 0.001	212
NGC4145   	182.507160	+39.882832	18.5	   3.8	 6.9	11.174	 0.001	0
IC3023    	182.507377	+14.366799	32.0	      	 9.7	16.172	 0.004	3
ESO441-014	182.558127	-30.079869	28.9	      	 4.2	14.485	 0.002	420
IC0764    	182.559215	-29.736487	28.3	   4.0	 5.0	12.223	 0.001	420
NGC4151   	182.635615	+39.405775	 9.9	   6.7	 2.0	10.108	 0.001	0
UGC07170  	182.654179	+18.828452	30.3	   4.2	 6.0	14.390	 0.002	0
NGC4152   	182.656236	+16.032915	32.0	   4.6	 5.0	11.992	 0.001	3
NGC4159   	182.723164	+76.125665	23.4	      	 6.5	13.449	 0.007	0
UGC07175  	182.727321	+39.757391	22.9	      	 7.8	15.237	 0.028	0
NGC4157   	182.768244	+50.485010	19.1	   2.3	 3.3	 9.804	 0.001	102
ESO441-017	182.782784	-31.126646	34.9	   1.7	 4.4	13.260	 0.004	0
IC3033    	182.791562	+13.587592	32.0	      	 7.7	15.206	 0.004	3
NGC4158   	182.792329	+20.175634	37.5	  13.7	 3.1	12.380	 0.001	4
UGC07184  	182.833052	+01.492445	34.2	   1.8	 6.4	14.472	 0.002	56
UGC07186  	182.842655	+18.016816	31.1	      	 9.1	15.778	 0.001	0
NGC4162   	182.968735	+24.123626	37.5	   5.4	 4.0	11.819	 0.004	4
NGC4163   	183.039150	+36.169250	 2.9	   0.4	 9.9	13.502	 0.084	214
NGC4165   	183.049182	+13.246485	32.0	  15.2	 1.9	13.475	 0.001	3
NGC4173   	183.089577	+29.206709	17.0	   1.1	 7.2	13.829	 0.001	1
IC0769    	183.134680	+12.123775	42.6	  14.6	 4.0	13.009	 0.001	177
NGC4178   	183.192900	+10.865800	17.0	   2.7	 7.0	11.292	 0.001	1
IC3044    	183.202166	+13.976299	32.0	      	 6.0	14.274	 0.016	3
UGC07218  	183.235520	+52.265375	16.0	   1.4	 9.9	14.806	 0.001	0
NGC4180   	183.262778	+07.038855	32.0	   6.9	 2.0	11.646	 0.001	3
NGC4183   	183.320123	+43.698461	17.7	   2.6	 5.8	12.385	 0.001	102
NGC4190   	183.435750	+36.633370	 3.1	   0.5	 9.9	13.393	 0.006	214
NGC4189   	183.446907	+13.424757	32.0	   6.8	 6.0	11.501	 0.001	3
NGC4193   	183.473247	+13.172955	32.0	   5.4	 4.1	11.975	 0.001	3
UGC07239  	183.536952	+07.776652	24.9	      	 9.8	13.749	 0.018	0
NGC4194   	183.540203	+54.526522	39.1	      	 9.5	11.513	 0.001	0
UGC07249  	183.656290	+12.812907	23.7	   4.9	 9.5	15.716	 0.001	1T
IC3059    	183.729535	+13.460791	17.0	      	 9.8	14.634	 0.005	1
UGC07257  	183.762165	+35.959037	16.3	   5.5	 8.1	14.392	 0.014	0
IC3061    	183.768670	+14.029141	17.0	   4.2	 5.2	13.243	 0.003	1
NGC4203   	183.771051	+33.197380	14.9	   4.0	-2.7	10.067	 0.002	200
NGC4204   	183.809945	+20.658951	17.0	      	 8.0	12.819	 0.002	1
NGC4206   	183.820060	+13.024038	17.0	   2.1	 4.0	12.003	 0.001	1
UGC07267  	183.848670	+51.349620	78.8	  40.6	 7.8	14.744	 0.012	0
NGC4207   	183.876809	+09.584936	17.0	   1.2	 9.3	11.871	 0.001	1
UGC07271  	183.889120	+43.435036	 7.5	      	 6.9	14.644	 0.007	0
NGC4212   	183.913988	+13.901552	17.0	   3.2	 4.9	10.769	 0.001	1
NGC4217   	183.962439	+47.091597	19.6	   1.7	 3.1	10.006	 0.001	102
NGC4216   	183.976566	+13.149445	17.0	   2.1	 3.0	 9.142	 0.001	1
NGC4220   	184.048959	+47.883429	17.9	   1.3	-0.3	10.778	 0.001	102
NGC4222   	184.093938	+13.306955	17.0	   5.6	 6.6	12.560	 0.001	1
PGC039317 	184.118444	-11.528108	20.6	      	 9.8	15.696	 0.001	0
NGC4224   	184.140805	+07.462085	32.0	   4.2	 1.0	11.264	 0.001	3
UGC07301  	184.175909	+46.078950	21.5	   3.7	 6.6	15.321	 0.012	102
UGC07300  	184.180800	+28.730670	 9.7	      	 9.8	15.508	 0.057	0
NGC4238   	184.232751	+63.409927	36.9	      	 6.5	13.806	 0.001	0
NGC4234   	184.288151	+03.683112	32.0	      	 8.8	12.718	 0.001	3
IC3099    	184.288389	+12.453955	17.0	   1.3	 6.1	14.255	 0.002	1
NGC4235   	184.291232	+07.191602	32.0	   8.8	 1.0	11.008	 0.001	3
NGC4237   	184.297628	+15.324096	17.0	   4.1	 4.0	11.189	 0.001	1
IC3102    	184.357630	+06.690086	28.9	   1.3	-0.9	11.727	 0.001	56
NGC4244   	184.372822	+37.807293	 4.1	   1.7	 6.0	10.218	 0.001	212
NGC4242   	184.375759	+45.619280	 7.9	   2.3	 7.9	11.686	 0.001	209
IC3105    	184.390706	+12.387922	17.0	      	 9.8	15.253	 0.019	1
UGC07321  	184.391282	+22.540243	15.0	   6.3	 6.5	13.202	 0.001	260
NGC4245   	184.403289	+29.607996	17.0	      	 0.1	10.904	 0.001	1
NGC4248   	184.460280	+47.409078	 7.3	      	 8.0	12.726	 0.003	0
UGC07332  	184.484235	+00.435607	17.6	      	 9.9	15.173	 0.006	0
IC3115    	184.499496	+06.654283	23.0	   3.4	 5.5	13.613	 0.001	2
NGC4252   	184.628916	+05.559509	32.0	      	 3.1	14.443	 0.040	3
NGC4256   	184.679475	+65.898237	39.1	      	 3.0	10.915	 0.001	0
NGC4254   	184.706831	+14.416424	17.0	   1.6	 5.2	 9.333	 0.001	1
NGC4258   	184.739572	+47.303979	 7.4	   0.8	 4.0	 8.031	 0.001	209
IC0776    	184.762881	+08.856207	29.7	   8.9	 7.9	14.459	 0.007	56
NGC4260   	184.842693	+06.098679	23.0	   5.9	 1.0	11.204	 0.001	2
NGC4262   	184.877456	+14.877674	17.0	   4.9	-2.7	11.102	 0.001	1
NGC4267   	184.938737	+12.798270	17.0	   3.4	-2.7	10.498	 0.001	1
NGC4274   	184.960787	+29.614801	17.0	   6.3	 1.7	 9.702	 0.001	1
NGC4273   	184.983550	+05.343328	32.0	   3.3	 5.2	11.319	 0.001	3
NGC4278   	185.028457	+29.280724	17.0	   3.8	-4.8	 9.789	 0.001	1
NGC4276   	185.031128	+07.691909	23.0	      	 7.6	13.004	 0.003	2
UGC07387  	185.072556	+04.201644	47.2	   6.7	 6.7	13.530	 0.001	56
NGC4283   	185.086543	+29.310898	17.0	   2.7	-4.8	11.676	 0.002	1
PGC039799 	185.088450	+00.366790	12.0	      	 9.1	16.245	 0.011	0
UGC07394  	185.115288	+01.469785	32.2	   3.0	 6.6	14.779	 0.007	4T
UGC07396  	185.140672	+00.788261	28.1	      	 7.6	14.730	 0.002	0
NGC4288   	185.158842	+46.291796	14.8	   9.8	 7.0	13.110	 0.054	0
NGC4286   	185.175391	+29.345905	17.0	      	 1.0	13.463	 0.014	1
NGC4287   	185.202099	+05.639827	23.0	      	 3.4	13.928	 0.003	2
NGC4289   	185.259659	+03.722154	17.0	   6.0	 5.7	12.387	 0.003	1
UGC07408  	185.313292	+45.812093	 6.7	      	 9.8	14.124	 0.006	209
NGC4294   	185.324329	+11.510592	17.0	   2.9	 5.8	12.226	 0.001	1
NGC4298   	185.386497	+14.606122	17.0	   2.5	 5.2	10.847	 0.001	1
NGC4299   	185.417996	+11.503073	17.0	      	 8.5	12.768	 0.001	1
NGC4302   	185.426260	+14.597819	17.0	  10.7	 5.4	10.274	 0.001	1
NGC4307   	185.523417	+09.043665	23.0	   4.1	 3.2	11.232	 0.001	2
NGC4309   	185.551518	+07.144303	23.0	      	-0.9	12.505	 0.002	2
NGC4310   	185.609563	+29.208715	17.0	      	-0.9	12.245	 0.001	1
NGC4303A  	185.613501	+04.566198	17.1	      	 6.4	13.680	 0.004	0
NGC4312   	185.630232	+15.537985	17.0	   1.0	 2.0	11.366	 0.001	1
NGC4314   	185.633408	+29.895454	17.0	      	 1.0	10.067	 0.001	1
NGC4331   	185.648700	+76.172200	26.6	      	 9.9	14.220	 0.019	0
NGC4313   	185.660546	+11.800870	17.0	   3.9	 2.1	11.097	 0.001	1
NGC4316   	185.676019	+09.332875	23.0	   4.8	 5.6	11.762	 0.001	2
IC3229    	185.719815	+06.679708	23.0	      	 4.0	14.931	 0.001	2
NGC4321   	185.728879	+15.822300	17.0	   2.5	 4.1	 9.026	 0.001	1
NGC4324   	185.775774	+05.250364	17.0	   3.2	-0.9	11.156	 0.001	1
IC3247    	185.808153	+28.893543	25.1	   0.8	 6.5	14.456	 0.002	200
NGC4330   	185.821674	+11.368272	17.0	   0.6	 6.1	12.057	 0.001	1
NGC4346   	185.866563	+46.993792	15.7	   1.9	-2.0	10.893	 0.001	102
NGC4336   	185.874353	+19.426920	17.0	      	-0.1	12.521	 0.001	1
NGC4344   	185.906052	+17.540928	17.0	      	-2.1	12.700	 0.003	1
NGC4343   	185.911213	+06.954054	23.0	   3.4	 3.0	11.559	 0.001	2
IC3258    	185.935340	+12.478380	17.0	   2.8	 9.7	13.866	 0.001	1
IC3259    	185.952006	+07.186872	23.0	   0.1	 7.9	13.422	 0.015	2
NGC4348   	185.974694	-03.442804	32.7	   4.1	 4.1	11.431	 0.001	62
NGC4353   	186.001163	+07.785225	23.0	      	 9.9	13.377	 0.007	2
NGC4351   	186.006393	+12.204898	17.0	   7.6	 2.5	12.572	 0.001	1
IC3267    	186.022997	+07.041304	23.0	      	 5.9	13.400	 0.194	2
IC3268    	186.031865	+06.606997	23.0	      	10.0	13.551	 0.016	2
NGC4359   	186.046640	+31.521640	17.0	   4.5	 5.0	12.816	 0.007	1
NGC4356   	186.060000	+08.535800	23.0	   1.0	 5.8	12.252	 0.002	2
NGC4369   	186.150834	+39.382945	21.6	      	 1.0	11.409	 0.001	0
PGC040408 	186.163887	+03.995622	23.0	      	 8.9	15.015	 0.003	0
PGC040447 	186.223746	+61.063754	 9.4	      	10.0	15.913	 0.023	0
NGC4370   	186.228891	+07.444458	23.0	   9.7	 0.9	11.870	 0.004	2
NGC4371   	186.231043	+11.704254	17.0	   1.6	-1.3	10.320	 0.001	1
NGC4374   	186.265660	+12.886954	17.0	   2.4	-4.3	 8.737	 0.001	1
IC3298    	186.265727	+17.015701	17.0	      	 5.2	14.769	 0.001	1
NGC4384   	186.299872	+54.506337	36.6	      	 1.0	13.001	 0.001	756
NGC4376   	186.325200	+05.741110	23.0	      	 9.9	13.534	 0.006	2
NGC4378   	186.325498	+04.925144	17.0	  10.4	 1.0	10.938	 0.002	1
NGC4380   	186.342423	+10.016819	23.0	   3.7	 2.3	11.148	 0.001	2
NGC4383   	186.356334	+16.470044	17.0	   3.1	 1.0	11.768	 0.001	1
IC3311    	186.387824	+12.260666	17.0	   0.2	 7.4	13.986	 0.002	1
PGC040552 	186.395024	+45.431692	94.1	   1.0	 5.4	14.581	 0.001	0
NGC4389   	186.395406	+45.685032	15.1	   1.1	 4.1	11.588	 0.001	102
IC3322A   	186.427991	+07.216818	26.4	   4.4	 6.0	12.112	 0.001	5
NGC4385   	186.428378	+00.572676	17.0	      	-0.5	12.266	 0.001	1
NGC4388   	186.444897	+12.662089	17.0	   6.6	 2.8	10.391	 0.001	1
NGC4390   	186.461145	+10.459107	23.0	   5.5	 5.0	12.939	 0.003	2
IC3322    	186.475661	+07.555111	23.0	   2.9	 6.3	13.085	 0.001	2
NGC4394   	186.481842	+18.213953	17.0	      	 3.0	10.601	 0.002	1
UGC07522  	186.493800	+03.429640	42.9	   4.2	 5.8	12.483	 0.001	4T
NGC4396   	186.495160	+15.671620	17.0	      	 6.9	12.414	 0.002	1
NGC4405   	186.529746	+16.181045	17.0	      	-0.1	11.931	 0.001	1
NGC4402   	186.531181	+13.112509	17.0	   4.7	 3.3	10.837	 0.001	1
NGC4414   	186.613032	+31.223453	17.0	   2.4	 5.2	 9.429	 0.001	1
NGC4411A  	186.624589	+08.872196	16.8	      	 5.4	13.399	 0.001	0
NGC4413   	186.634496	+12.611609	17.0	   0.4	 2.0	12.097	 0.001	1
NGC4412   	186.650361	+03.964702	17.0	      	 3.1	12.146	 0.001	1
NGC4416   	186.694731	+07.918558	17.0	      	 5.9	12.514	 0.004	1
NGC4411B  	186.696822	+08.884604	16.8	      	 6.3	12.882	 0.001	0
IC3356    	186.710700	+11.558830	17.0	   1.2	 9.7	15.694	 0.032	1
IC3355    	186.711890	+13.177910	17.0	      	 9.7	15.767	 0.015	1
NGC4419   	186.735240	+15.047430	17.0	   3.6	 1.2	10.389	 0.001	1
NGC4409   	186.743550	+02.494570	19.1	   2.8	 4.7	12.053	 0.001	4T
UGC07559  	186.773266	+37.142477	 4.3	   0.9	 9.9	14.504	 0.056	212
NGC4423   	186.787104	+05.879604	23.0	   2.9	 7.8	13.573	 0.001	2
UGC07557  	186.797096	+07.263045	16.8	      	 8.8	14.159	 0.018	0
NGC4424   	186.798453	+09.420550	23.0	   1.2	 1.0	11.506	 0.001	2
IC3371    	186.842705	+10.866800	17.0	   3.4	 6.0	15.481	 0.007	1
NGC4430   	186.860045	+06.262747	23.0	   1.8	 3.4	12.022	 0.001	2
NGC4428   	186.867823	-08.167922	41.2	   2.7	 5.0	11.973	 0.001	82
NGC4434   	186.902746	+08.154357	17.0	   3.7	-4.8	11.835	 0.003	1
UGC07577  	186.923700	+43.494050	 3.0	   0.8	 9.8	13.080	 0.004	214
NGC4438   	186.940332	+13.008759	17.0	   2.2	 0.6	 9.504	 0.001	1
NGC4442   	187.016219	+09.803680	23.0	   1.0	-1.9	 9.990	 0.001	2
NGC4448   	187.064371	+28.620289	17.0	  19.2	 1.8	10.472	 0.001	1
NGC4445   	187.066534	+09.436460	23.0	   4.2	 2.1	12.358	 0.001	2
UGC07590  	187.078272	+08.729570	31.1	   2.4	 4.1	14.218	 0.003	5
IC3391    	187.113693	+18.415099	17.0	   3.0	 5.9	13.195	 0.002	1
UGC07599  	187.117050	+37.234840	 5.2	   2.4	 8.7	15.574	 0.001	212
UGC07596  	187.141590	+08.640012	 7.5	      	 9.8	14.667	 0.005	0
UGC07605  	187.161300	+35.717590	 4.3	   0.4	 9.9	15.149	 0.065	212
NGC4451   	187.168827	+09.259121	23.0	   4.8	 2.4	12.392	 0.003	2
IC3392    	187.180354	+14.999453	17.0	   4.2	 2.4	11.829	 0.001	1
NGC4455   	187.183910	+22.821320	17.0	   2.2	 7.0	13.156	 0.004	1
UGC07608  	187.186800	+43.224760	 7.6	      	 9.9	14.988	 0.223	0
NGC4460   	187.189923	+44.864188	 8.9	   1.1	-0.9	11.614	 0.004	209
NGC4454   	187.211475	-01.939154	35.7	      	 0.0	11.599	 0.001	0
NGC4457   	187.245941	+03.570638	17.0	      	 0.4	10.214	 0.001	1
UGC07612  	187.259545	+02.721842	24.3	  13.6	 8.8	14.783	 0.006	0
NGC4461   	187.262645	+13.183861	17.0	      	-0.8	10.709	 0.001	1
NGC4462   	187.338070	-23.166683	26.2	   1.5	 2.1	11.178	 0.001	0
IC0796    	187.359707	+16.404918	20.7	      	-0.2	13.005	 0.004	0
NGC4470   	187.407590	+07.824203	17.0	   7.1	 1.4	12.474	 0.001	1
NGC4472   	187.444891	+08.000501	17.0	   2.4	-4.8	 7.900	 0.001	1
UGC07639  	187.472556	+47.530525	 7.0	   1.1	 9.9	14.154	 0.001	0
NGC4480   	187.611662	+04.246629	17.0	   3.3	 5.1	12.275	 0.001	1
NGC4485   	187.629620	+41.700751	 9.3	      	 9.7	12.369	 0.001	0
NGC4488   	187.714130	+08.360126	17.0	      	 0.0	12.063	 0.002	1
NGC4489   	187.717761	+16.758762	17.0	   2.8	-4.8	12.063	 0.001	1
NGC4491   	187.738123	+11.483284	17.0	      	 1.2	12.512	 0.012	1
NGC4492   	187.748920	+08.077984	17.0	      	 1.0	11.611	 0.001	1
NGC4487   	187.768625	-08.054005	20.0	   1.1	 6.0	11.458	 0.001	0
NGC4496A  	187.913727	+03.939422	15.6	   1.5	 7.6	11.774	 0.001	4T
NGC4498   	187.914780	+16.852740	17.0	   3.6	 6.4	12.232	 0.001	1
IC0797    	187.978448	+15.124148	18.2	      	 6.0	13.063	 0.001	1T
UGC07673  	187.992900	+29.709490	 9.7	      	 9.9	15.162	 0.001	0
NGC4501   	187.996511	+14.420326	17.0	   5.8	 3.3	 8.830	 0.001	1
NGC4502   	188.013493	+16.687680	17.0	   3.0	 5.8	14.273	 0.001	1
NGC4503   	188.025941	+11.176459	17.0	   6.2	-1.7	10.614	 0.001	1
NGC4506   	188.043908	+13.419629	17.0	      	 1.1	12.910	 0.028	1
NGC4504   	188.072592	-07.563575	21.8	   3.4	 6.0	11.661	 0.002	31
IC3473    	188.079601	+18.245359	17.0	      	 7.0	14.082	 0.052	1
UGC07690  	188.112316	+42.704045	 7.5	      	 9.9	13.543	 0.001	0
NGC4517A  	188.117006	+00.390591	22.7	   4.7	 7.8	13.070	 0.009	0
UGC07700  	188.141848	+63.877645	39.6	      	 7.9	14.468	 0.004	0
IC3474    	188.152350	+02.660770	17.0	   1.1	 6.6	14.575	 0.003	1
IC3476    	188.174492	+14.050349	17.0	   1.8	 9.6	12.934	 0.001	1
NGC4437   	188.189657	+00.115273	11.6	   3.1	 6.0	 9.908	 0.001	247
UGC07699  	188.199816	+37.621412	15.1	   5.2	 6.1	13.280	 0.001	0
UGC07697  	188.215024	+20.183586	40.4	      	 5.9	14.767	 0.002	198
UGC07698  	188.226600	+31.541030	 5.0	   1.6	 9.9	13.508	 0.017	212
NGC4519   	188.376142	+08.654843	17.0	   7.8	 6.9	12.058	 0.005	1
PGC041725 	188.403928	-04.884211	24.0	      	 8.8	15.103	 0.003	0
NGC4522   	188.415224	+09.174421	17.0	   5.1	 6.0	12.034	 0.001	1
ESO506-018	188.423713	-23.680613	55.9	   0.4	 5.6	16.368	 0.002	0
NGC4523   	188.450136	+15.169088	17.0	      	 9.1	13.741	 0.032	1
NGC4525   	188.463079	+30.277458	17.0	   3.7	 5.9	12.690	 0.001	1
PGC041743 	188.479624	-10.679775	14.0	      	 9.0	14.568	 0.001	0
IC0800    	188.486212	+15.354727	68.6	  50.1	 5.2	13.169	 0.001	1T
UGC07719  	188.502730	+39.019128	 8.9	      	 8.0	14.961	 0.008	0
NGC4534   	188.522751	+35.518377	14.2	   3.0	 7.8	13.054	 0.004	211
NGC4528   	188.525309	+11.321373	17.0	   3.0	-2.0	11.718	 0.001	1
UGC07730  	188.525471	+64.567108	37.1	      	 8.8	15.652	 0.005	0
NGC4527   	188.535280	+02.653994	17.0	   4.0	 4.0	 9.392	 0.001	1
NGC4531   	188.566123	+13.075345	17.0	      	-0.5	11.419	 0.001	1
NGC4532   	188.580435	+06.467453	17.0	   3.0	 9.7	11.901	 0.001	1
NGC4535   	188.584573	+08.197976	17.0	   2.9	 5.0	 9.709	 0.001	1
IC3517    	188.628560	+09.154520	17.0	   5.1	 8.5	15.098	 0.002	1
NGC4545   	188.642538	+63.525134	40.3	   4.3	 5.6	12.581	 0.001	761
IC3521    	188.663700	+07.158790	17.0	      	 9.9	13.030	 0.002	1
UGC07739  	188.687400	+06.301640	15.2	      	 9.8	14.668	 0.001	0
NGC4540   	188.711930	+15.551698	17.0	      	 6.2	11.788	 0.001	1
NGC4548   	188.860230	+14.496336	17.0	   1.6	 3.1	 9.731	 0.001	1
NGC4546   	188.872951	-03.793157	18.1	   2.8	-2.7	10.066	 0.001	33
NGC4550   	188.877512	+12.220789	17.0	   4.3	-2.1	11.385	 0.001	1
NGC4562   	188.894550	+25.849820	17.0	   2.1	 7.1	13.669	 0.001	1
NGC4544   	188.902486	+03.034492	17.0	   0.8	 1.5	12.600	 0.002	1
PGC041965 	188.907150	-07.876760	19.4	      	 8.0	13.306	 0.008	0
NGC4572   	188.941670	+74.246172	23.1	      	 5.0	13.346	 0.003	0
NGC4561   	189.033750	+19.322878	17.0	      	 7.2	13.094	 0.001	1
NGC4565   	189.086628	+25.987649	17.0	   4.8	 3.3	 8.519	 0.001	1
UGC07774  	189.097330	+40.004909	19.3	   6.5	 6.3	14.171	 0.015	209
NGC4567   	189.136328	+11.257971	17.0	  12.4	 4.0	10.990	 0.001	1
NGC4568   	189.142956	+11.238855	17.0	   6.0	 4.1	10.046	 0.001	1
PGC042068 	189.145775	+08.054759	23.9	      	 3.1	14.327	 0.005	0
IC3576    	189.156940	+06.620577	17.0	      	 8.6	14.233	 0.094	1
UGC07780  	189.175350	+03.108460	19.2	      	 8.5	16.227	 0.003	0
IC3583    	189.182350	+13.258442	17.0	   3.7	 9.6	13.538	 0.028	1
