#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:51 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/480/2292/table1b&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74802292
#Name: J/MNRAS/480/2292
#Title: Quantifying maximum discs in galaxies (Starkman+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/mnras/480/2292	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/480/2292	    IVOID of underlying data collection
#INFO	creator=Starkman N.	    First author or institution
#INFO	cites=bibcode:2018MNRAS.480.2292S	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/480/2292	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74802292	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_480_2292_table1b:
#Name: J/MNRAS/480/2292/table1b
#Title: SPARC: Mass Models for 175 Disk Galaxies with Spitzer Photometry and Accurate Rotation Curves (Mass Models Supplement)
#Column	ID	(a11)	Galaxy identifier	[ucd=meta.id;meta.main]
#Column	R	(F6.2)	Galactocentric radius	[ucd=pos.distance;pos.galactocentric]
#Column	Vobs	(F6.2)	Observed circular velocity	[ucd=phys.veloc]
#Column	e_Vobs	(F5.2)	Uncertainty in Vobs (1)	[ucd=stat.error]
#Column	Vgas	(F6.2)	Gas velocity contribution (2)	[ucd=phys.veloc]
#Column	Vdisk	(F7.3)	Disk velocity contribution (3)	[ucd=phys.veloc]
#Column	e_Vdisk	(F6.3)	Uncertainty in Vdisk	[ucd=stat.error]
#Column	SBdisk	(F8.3)	Disk surface brightness	[ucd=phot.flux.sb]
#Column	e_SBdisk	(F7.3)	Disk surface brightness	[ucd=stat.error]
#Column	Vbul	(F7.3)	Bulge velocity contribution (3)	[ucd=phys.veloc]
#Column	SBbul	(F9.3)	Bulge surface brightness	[ucd=phot.flux.sb]
#Column	Vbar	(F7.3)	Total baryonic velocity (3)	[ucd=phys.veloc]
#Column	e_Vbar	(F6.3)	Total baryonic velocity	[ucd=stat.error]
ID	R	Vobs	e_Vobs	Vgas	Vdisk	e_Vdisk	SBdisk	e_SBdisk	Vbul	SBbul	Vbar	e_Vbar
UGC11914   	  4.02	292.00	19.80	  5.12	220.873	 1.031	 418.729	  3.909	186.760	   14.933	289.293	 0.940
UGC11914   	  4.09	292.00	 2.40	  5.35	221.575	 1.034	 405.615	  3.787	185.317	   12.916	288.906	 0.941
UGC11914   	  4.12	292.00	 9.00	  5.40	221.863	 1.036	 400.058	  3.735	184.705	   12.144	288.736	 0.941
UGC11914   	  4.30	291.00	 8.71	  6.12	223.213	 1.042	 367.584	  3.431	181.114	    8.448	287.513	 0.943
UGC11914   	  4.39	291.00	 7.92	  6.56	223.690	 1.044	 353.149	  3.297	179.314	    6.982	286.764	 0.944
UGC11914   	  4.49	291.00	 8.84	  7.04	224.158	 1.046	 338.066	  3.156	177.419	    5.676	285.962	 0.945
UGC11914   	  4.58	290.00	 4.20	  7.58	224.473	 1.048	 325.357	  3.037	175.760	    4.717	285.197	 0.945
UGC11914   	  4.87	289.00	10.60	  9.59	225.130	 1.051	 288.622	  2.694	170.633	    2.603	282.650	 0.945
UGC11914   	  4.91	288.00	 2.26	 10.06	225.175	 1.051	 283.932	  2.651	169.945	    2.390	282.288	 0.945
UGC11914   	  4.96	288.00	 6.97	 10.42	225.229	 1.051	 278.237	  2.597	169.097	    2.159	281.834	 0.945
UGC11914   	  5.05	287.00	 3.23	 11.18	225.292	 1.052	 268.428	  2.506	167.655	    1.794	281.051	 0.944
UGC11914   	  5.14	287.00	10.20	 12.03	225.310	 1.052	 259.185	  2.420	166.194	    1.501	280.232	 0.944
UGC11914   	  5.24	286.00	10.30	 12.78	225.301	 1.052	 249.481	  2.329	164.639	    1.217	279.338	 0.943
UGC11914   	  5.33	286.00	17.80	 13.42	225.238	 1.051	 241.211	  2.252	163.272	    1.013	278.514	 0.943
UGC11914   	  5.42	285.00	11.40	 14.16	225.157	 1.051	 233.443	  2.179	161.952	    0.835	277.714	 0.942
UGC11914   	  5.51	285.00	12.00	 14.91	225.085	 1.051	 226.185	  2.111	160.595	    0.693	276.905	 0.942
UGC11914   	  5.61	284.00	 4.03	 15.66	225.013	 1.050	 218.716	  2.042	159.191	    0.569	276.076	 0.941
UGC11914   	  5.71	284.00	 4.73	 16.40	224.995	 1.050	 211.855	  1.978	157.862	    0.462	275.340	 0.941
UGC11914   	  5.80	283.00	 6.44	 17.15	224.968	 1.050	 205.165	  1.915	156.665	    0.382	274.679	 0.940
UGC11914   	  5.89	283.00	 4.96	 17.89	224.914	 1.050	 198.668	  1.855	155.449	    0.320	273.991	 0.940
UGC11914   	  5.98	283.00	 5.37	 18.64	224.860	 1.050	 192.366	  1.796	154.299	    0.267	273.346	 0.940
UGC11914   	  6.08	283.00	11.00	 19.38	224.788	 1.049	 185.586	  1.732	153.008	    0.213	272.611	 0.939
UGC11914   	  6.15	283.00	 1.14	 20.02	224.734	 1.049	 180.977	  1.689	152.160	    0.187	272.138	 0.939
UGC11914   	  6.17	283.00	17.30	 20.24	224.725	 1.049	 179.689	  1.677	151.924	    0.178	272.015	 0.939
UGC11914   	  6.26	283.00	 7.94	 21.09	224.653	 1.049	 173.986	  1.624	150.803	    0.151	271.395	 0.938
UGC11914   	  6.35	283.00	18.30	 21.83	224.545	 1.048	 168.187	  1.570	149.728	    0.124	270.769	 0.938
UGC11914   	  6.73	284.00	10.50	 24.60	223.798	 1.045	 144.396	  1.348	145.392	    0.053	268.011	 0.935
UGC11914   	  6.83	284.00	 9.37	 25.24	223.474	 1.043	 138.402	  1.292	144.337	    0.044	267.228	 0.933
UGC11914   	  6.92	285.00	12.90	 25.88	223.132	 1.042	 133.145	  1.243	143.404	    0.036	266.500	 0.932
UGC11914   	  7.37	288.00	 1.24	 28.33	221.026	 1.032	 110.780	  1.034	138.936	    0.018	262.599	 0.923
UGC11914   	  8.60	297.00	 2.13	 31.20	211.585	 0.988	  62.923	  0.587	128.625	    0.000	249.572	 0.884
UGC11914   	  9.83	305.00	 5.07	 29.29	199.831	 0.933	  43.798	  0.409	120.322	    0.000	235.090	 0.835
NGC2998    	  0.33	 90.00	20.00	  0.00	 46.302	 1.541	2235.325	148.799	  0.000	    0.000	 46.302	 1.541
NGC2998    	  0.99	125.00	15.00	  0.66	 96.875	 3.224	1285.337	 85.561	  0.000	    0.000	 96.877	 3.224
NGC2998    	  1.98	148.00	15.00	  2.66	137.295	 4.570	 959.263	 63.855	  0.000	    0.000	137.321	 4.569
NGC2998    	  2.64	180.00	17.00	  4.03	160.685	 5.348	 846.616	 56.357	  0.000	    0.000	160.736	 5.346
NGC2998    	  3.63	201.00	15.00	  6.22	204.379	 6.802	 758.554	 50.495	  0.000	    0.000	204.474	 6.799
NGC2998    	  7.59	206.00	10.00	 16.84	230.242	 7.663	 208.245	 13.862	  0.000	    0.000	230.857	 7.643
NGC2998    	 12.50	214.00	 5.00	 32.06	221.524	 7.373	  60.572	  4.032	  0.000	    0.000	223.832	 7.297
NGC2998    	 17.48	212.00	 5.00	 44.76	206.697	 6.880	  18.798	  1.251	  0.000	    0.000	211.487	 6.724
NGC2998    	 22.46	213.00	 2.00	 52.43	182.652	 6.079	  11.380	  0.758	  0.000	    0.000	190.028	 5.843
NGC2998    	 27.44	214.00	 2.00	 58.37	169.050	 5.627	   5.679	  0.378	  0.000	    0.000	178.844	 5.318
NGC2998    	 32.32	213.00	 2.00	 63.92	157.090	 5.228	   2.699	  0.180	  0.000	    0.000	169.597	 4.843
NGC2998    	 37.30	213.00	 3.00	 66.04	145.141	 4.831	   1.037	  0.069	  0.000	    0.000	159.459	 4.397
NGC2998    	 42.28	203.00	 3.00	 64.42	135.176	 4.499	   0.356	  0.024	  0.000	    0.000	149.741	 4.061
NGC5055    	  0.72	125.00	17.60	  2.20	141.465	 1.410	2011.354	 40.101	  0.000	    0.000	141.482	 1.410
NGC5055    	  1.43	162.00	 8.50	  3.72	168.603	 1.681	1029.318	 20.522	  0.000	    0.000	168.644	 1.680
NGC5055    	  2.16	178.00	 5.22	  4.09	184.850	 1.843	 738.056	 14.715	  0.000	    0.000	184.895	 1.842
NGC5055    	  2.87	193.00	 1.88	  5.34	197.116	 1.965	 442.693	  8.826	  0.000	    0.000	197.188	 1.964
NGC5055    	  3.59	192.00	 3.59	  6.03	191.906	 1.913	 304.706	  6.075	  0.000	    0.000	192.001	 1.912
NGC5055    	  4.30	190.00	 0.97	  5.11	191.106	 1.905	 255.456	  5.093	  0.000	    0.000	191.174	 1.904
NGC5055    	  5.03	195.00	 0.99	  8.42	192.194	 1.916	 206.207	  4.111	  0.000	    0.000	192.379	 1.914
NGC5055    	  5.75	201.00	 0.45	 14.42	193.928	 1.933	 171.121	  3.412	  0.000	    0.000	194.464	 1.928
NGC5055    	  6.46	204.00	 0.81	 19.11	196.400	 1.958	 129.350	  2.579	  0.000	    0.000	197.327	 1.949
NGC5055    	  7.18	204.00	 0.65	 22.51	193.521	 1.929	 101.304	  2.020	  0.000	    0.000	194.826	 1.916
NGC5055    	  7.91	206.00	 0.66	 25.80	190.579	 1.900	  79.307	  1.581	  0.000	    0.000	192.318	 1.883
NGC5055    	  8.62	206.00	 1.54	 28.49	187.532	 1.869	  63.650	  1.269	  0.000	    0.000	189.684	 1.848
NGC5055    	 11.49	206.00	 1.90	 33.07	172.429	 1.719	  25.946	  0.517	  0.000	    0.000	175.572	 1.688
NGC5055    	 14.30	206.00	 0.42	 45.73	158.000	 1.575	  12.399	  0.247	  0.000	    0.000	164.485	 1.513
NGC5055    	 17.19	203.00	 4.19	 47.26	146.408	 1.459	   4.664	  0.093	  0.000	    0.000	153.847	 1.389
NGC5055    	 20.07	200.00	 1.23	 44.56	133.693	 1.333	   1.765	  0.035	  0.000	    0.000	140.923	 1.264
NGC5055    	 22.96	194.00	 4.09	 40.45	123.477	 1.231	   0.878	  0.017	  0.000	    0.000	129.933	 1.170
NGC5055    	 25.85	188.00	 5.20	 37.41	115.311	 1.149	   0.291	  0.006	  0.000	    0.000	121.228	 1.093
NGC5055    	 28.74	184.00	 1.16	 38.46	108.395	 1.081	   0.074	  0.001	  0.000	    0.000	115.016	 1.018
NGC5055    	 31.62	182.00	 2.47	 40.22	102.651	 1.023	   0.044	  0.001	  0.000	    0.000	110.250	 0.953
NGC5055    	 34.51	180.00	 3.85	 42.57	 97.807	 0.975	   0.020	  0.000	  0.000	    0.000	106.669	 0.894
NGC5055    	 37.40	181.00	 8.43	 40.57	 93.622	 0.933	   0.005	  0.000	  0.000	    0.000	102.034	 0.856
NGC5055    	 40.29	180.00	 4.55	 41.86	 89.957	 0.897	   0.005	  0.000	  0.000	    0.000	 99.220	 0.813
NGC5055    	 43.17	179.00	 0.44	 42.92	 86.727	 0.865	   0.000	  0.000	  0.000	    0.000	 96.766	 0.775
NGC5055    	 45.92	179.00	 1.96	 44.68	 83.968	 0.837	   0.000	  0.000	  0.000	    0.000	 95.115	 0.739
NGC5055    	 48.81	179.00	 2.99	 44.56	 81.328	 0.811	   0.000	  0.000	  0.000	    0.000	 92.735	 0.711
NGC5055    	 51.70	174.00	 3.39	 43.74	 78.941	 0.787	   0.000	  0.000	  0.000	    0.000	 90.249	 0.688
NGC5055    	 54.59	172.00	 4.84	 41.74	 76.757	 0.765	   0.000	  0.000	  0.000	    0.000	 87.372	 0.672
UGC05253   	  0.13	232.00	33.40	 -2.47	  6.928	 0.013	 559.097	  2.076	126.260	24445.373	126.426	 0.234
UGC05253   	  0.25	233.00	16.90	 -2.73	 13.081	 0.024	 543.813	  2.019	185.850	14384.887	186.290	 0.344
UGC05253   	  0.38	234.00	14.60	 -2.63	 19.420	 0.036	 527.727	  1.959	213.806	 8791.379	214.670	 0.395
UGC05253   	  0.51	235.00	10.60	 -2.41	 25.430	 0.047	 512.117	  1.902	226.567	 6134.791	227.977	 0.418
UGC05253   	  0.63	236.00	 9.12	 -2.13	 30.733	 0.057	 498.122	  1.850	232.561	 4602.762	234.573	 0.428
UGC05253   	  0.76	237.00	10.30	 -1.79	 36.213	 0.067	 483.383	  1.795	234.522	 3573.015	237.295	 0.430
UGC05253   	  0.89	238.00	 9.95	 -1.58	 41.458	 0.077	 469.091	  1.742	235.120	 2864.025	238.742	 0.430
UGC05253   	  1.01	239.00	 3.51	 -1.03	 46.096	 0.086	 456.265	  1.694	236.071	 2387.757	240.527	 0.430
UGC05253   	  1.14	240.00	 3.18	  0.66	 50.911	 0.095	 442.774	  1.644	235.802	 1962.245	241.236	 0.428
UGC05253   	  1.27	240.00	 5.19	  1.42	 55.524	 0.103	 429.672	  1.595	233.967	 1684.429	240.469	 0.423
UGC05253   	  1.39	241.00	 3.54	  1.91	 59.615	 0.111	 417.930	  1.552	233.689	 1479.649	241.180	 0.421
UGC05253   	  1.52	242.00	 2.60	  2.31	 63.874	 0.119	 405.565	  1.506	232.771	 1249.345	241.387	 0.418
UGC05253   	  1.65	242.00	 1.75	  2.69	 67.957	 0.126	 393.569	  1.461	231.046	 1096.271	240.847	 0.413
UGC05253   	  1.77	243.00	 1.94	  3.02	 71.577	 0.133	 382.812	  1.421	229.320	  989.392	240.250	 0.408
UGC05253   	  1.90	244.00	 3.09	  3.34	 75.356	 0.140	 371.489	  1.379	227.527	  895.884	239.704	 0.403
UGC05253   	  2.03	244.00	 1.60	  3.66	 79.001	 0.147	 360.506	  1.339	225.894	  818.497	239.338	 0.399
UGC05253   	  2.16	244.00	 3.00	  3.96	 82.486	 0.153	 349.841	  1.299	224.480	  757.961	239.188	 0.395
UGC05253   	  2.28	245.00	 2.19	  4.26	 85.576	 0.159	 340.275	  1.263	223.562	  704.766	239.419	 0.392
UGC05253   	  2.41	245.00	 3.01	  4.56	 88.800	 0.165	 330.213	  1.226	222.889	  645.909	239.970	 0.389
UGC05253   	  2.54	246.00	 2.64	  4.87	 91.897	 0.171	 320.442	  1.190	222.543	  583.729	240.820	 0.387
UGC05253   	  2.66	246.00	 2.38	  5.17	 94.658	 0.176	 311.683	  1.157	222.232	  527.359	241.607	 0.386
UGC05253   	  2.79	246.00	 3.72	  5.46	 97.537	 0.181	 302.465	  1.123	221.963	  467.680	242.509	 0.384
UGC05253   	  2.92	247.00	 3.54	  5.76	100.315	 0.186	 293.522	  1.090	221.525	  412.806	243.248	 0.382
UGC05253   	  3.04	247.00	 3.74	  6.05	102.782	 0.191	 285.494	  1.060	221.037	  365.103	243.840	 0.381
UGC05253   	  3.17	247.00	 5.11	  6.34	105.332	 0.196	 277.047	  1.029	220.313	  316.839	244.280	 0.378
UGC05253   	  3.30	247.00	 3.63	  6.65	107.790	 0.200	 268.863	  0.998	219.404	  276.385	244.542	 0.376
UGC05253   	  3.42	247.00	 3.84	  6.94	109.979	 0.204	 261.508	  0.971	218.377	  245.688	244.605	 0.373
UGC05253   	  3.55	248.00	 5.12	  7.23	112.252	 0.208	 253.770	  0.942	217.114	  217.011	244.522	 0.370
UGC05253   	  3.68	248.00	 2.77	  7.53	114.432	 0.212	 246.266	  0.914	216.112	  185.421	244.654	 0.368
UGC05253   	  3.80	248.00	 3.24	  7.83	116.393	 0.216	 239.527	  0.889	214.984	  156.645	244.595	 0.366
UGC05253   	  3.93	248.00	 6.79	  8.14	118.422	 0.220	 232.448	  0.863	213.528	  131.071	244.303	 0.362
UGC05253   	  4.06	248.00	 8.39	  8.44	120.375	 0.223	 225.575	  0.838	212.004	  108.190	243.941	 0.359
UGC05253   	  4.18	248.00	 2.73	  8.74	122.092	 0.227	 219.403	  0.815	210.422	   90.354	243.434	 0.356
UGC05253   	  4.31	248.00	13.70	  9.04	123.885	 0.230	 212.919	  0.791	208.612	   74.659	242.792	 0.353
UGC05253   	  4.44	248.00	 4.89	  9.34	125.628	 0.233	 206.620	  0.767	206.768	   60.444	242.121	 0.349
UGC05253   	  4.56	248.00	 5.71	  9.66	127.176	 0.236	 200.965	  0.746	204.975	   49.078	241.417	 0.346
UGC05253   	  4.69	248.00	15.10	  9.96	128.776	 0.239	 195.020	  0.724	202.972	   39.349	240.583	 0.343
UGC05253   	  4.82	248.00	10.50	 10.27	130.308	 0.242	 189.266	  0.703	200.985	   31.349	239.751	 0.339
UGC05253   	  4.94	248.00	 1.58	 10.63	131.680	 0.244	 184.079	  0.684	199.091	   23.923	238.935	 0.336
UGC05253   	  4.99	248.00	 4.77	 10.73	132.236	 0.246	 181.961	  0.676	198.300	   21.407	238.588	 0.335
UGC05253   	  5.07	248.00	 4.36	 10.94	133.111	 0.247	 178.630	  0.663	197.012	   17.949	238.017	 0.333
UGC05253   	  5.20	248.00	 8.45	 11.25	134.491	 0.250	 173.351	  0.644	194.891	   13.541	237.059	 0.329
UGC05253   	  5.45	247.00	 8.25	 11.88	136.966	 0.254	 162.184	  0.602	190.884	    7.788	235.239	 0.323
UGC05253   	  5.58	247.00	 2.34	 12.19	138.061	 0.256	 155.700	  0.578	188.763	    5.846	234.181	 0.320
UGC05253   	  5.70	247.00	 2.34	 12.50	138.911	 0.258	 149.457	  0.555	186.885	    4.507	233.192	 0.318
UGC05253   	  5.83	247.00	 6.13	 12.81	139.601	 0.259	 142.718	  0.530	184.806	    3.401	231.961	 0.315
UGC05253   	  6.47	247.00	 6.89	 14.58	142.522	 0.265	 127.958	  0.475	175.757	    0.829	226.750	 0.303
UGC05253   	  6.59	246.00	 5.95	 14.90	143.229	 0.266	 125.592	  0.466	174.166	    0.631	225.988	 0.301
UGC05253   	  6.66	246.00	 2.29	 15.11	143.650	 0.267	 124.281	  0.461	173.282	    0.546	225.589	 0.300
UGC05253   	  6.72	246.00	 4.73	 15.31	144.012	 0.267	 123.190	  0.457	172.465	    0.475	225.207	 0.299
UGC05253   	  6.85	246.00	 3.02	 15.63	144.845	 0.269	 120.943	  0.449	170.866	    0.361	224.543	 0.297
UGC05253   	  6.97	246.00	 5.81	 16.04	145.654	 0.270	 119.016	  0.442	169.418	    0.276	223.997	 0.296
UGC05253   	  7.10	246.00	 6.32	 16.36	146.596	 0.272	 116.649	  0.433	167.861	    0.205	223.462	 0.294
UGC05253   	  7.23	246.00	 8.92	 16.67	147.539	 0.274	 113.808	  0.423	166.388	    0.156	223.004	 0.293
UGC05253   	  8.32	246.00	 2.13	 19.69	153.693	 0.285	  86.024	  0.319	155.091	    0.014	219.231	 0.285
UGC05253   	 10.00	245.00	 2.18	 23.65	154.517	 0.287	  56.064	  0.208	141.479	    0.000	210.835	 0.274
UGC05253   	 11.61	245.00	 0.94	 26.98	153.962	 0.286	  33.049	  0.123	131.294	    0.000	204.133	 0.267
UGC05253   	 13.35	246.00	 2.02	 29.27	145.856	 0.271	  20.174	  0.075	122.438	    0.000	192.670	 0.251
UGC05253   	 14.98	245.00	 1.33	 30.52	138.498	 0.257	  15.171	  0.056	115.586	    0.000	182.957	 0.237
UGC05253   	 16.61	245.00	 1.36	 32.19	132.597	 0.246	  12.641	  0.047	109.769	    0.000	175.122	 0.226
UGC05253   	 18.34	245.00	 1.59	 34.17	128.565	 0.239	  11.536	  0.043	104.466	    0.000	169.144	 0.217
UGC05253   	 19.97	245.00	 2.03	 36.46	126.326	 0.235	   9.127	  0.034	100.114	    0.000	165.259	 0.212
UGC05253   	 21.60	245.00	 2.36	 38.96	123.119	 0.229	   7.454	  0.028	 96.258	    0.000	161.065	 0.205
UGC05253   	 23.33	244.00	 4.61	 41.25	120.408	 0.224	   6.136	  0.023	 92.622	    0.000	157.412	 0.199
UGC05253   	 26.70	243.00	10.60	 44.17	115.257	 0.214	   3.819	  0.014	 86.578	    0.000	150.768	 0.188
UGC05253   	 29.95	239.00	17.00	 44.80	109.701	 0.204	   2.289	  0.008	 81.746	    0.000	143.958	 0.178
UGC05253   	 33.32	231.00	18.30	 44.07	104.112	 0.193	   1.438	  0.005	 77.503	    0.000	137.070	 0.168
UGC05253   	 36.68	219.00	12.10	 44.17	 98.968	 0.184	   0.872	  0.003	 73.867	    0.000	131.157	 0.159
UGC05253   	 39.94	210.00	 7.50	 43.75	 94.204	 0.175	   0.588	  0.002	 70.786	    0.000	125.694	 0.151
UGC05253   	 43.30	210.00	 3.56	 43.34	 90.399	 0.168	   0.553	  0.002	 67.983	    0.000	121.128	 0.144
UGC05253   	 46.67	212.00	 2.64	 44.90	 87.545	 0.163	   0.376	  0.001	 65.483	    0.000	118.187	 0.138
UGC05253   	 49.92	213.00	 6.50	 46.88	 85.070	 0.158	   0.227	  0.001	 63.319	    0.000	115.948	 0.132
UGC05253   	 53.29	218.00	 6.53	 47.82	 81.030	 0.150	   0.000	  0.000	 61.282	    0.000	112.286	 0.125
NGC5907    	  5.03	214.00	 6.00	  0.00	185.104	 0.000	 401.310	  0.000	  0.000	    0.000	185.104	 0.000
NGC5907    	  7.55	220.00	 6.00	  0.00	214.663	 0.000	 261.567	  0.000	  0.000	    0.000	214.663	 0.000
NGC5907    	 10.07	235.00	 4.00	  0.00	235.000	 0.000	 179.634	  0.000	  0.000	    0.000	235.000	 0.000
NGC5907    	 12.58	235.00	 4.00	 16.93	240.951	 0.000	  97.165	  0.000	  0.000	    0.000	241.545	 0.000
NGC5907    	 15.10	230.00	 2.00	 24.45	232.485	 0.000	  58.796	  0.000	  0.000	    0.000	233.767	 0.000
NGC5907    	 17.61	231.00	 2.00	 31.10	224.847	 0.000	  38.701	  0.000	  0.000	    0.000	226.988	 0.000
NGC5907    	 20.13	232.00	 2.00	 42.26	216.236	 0.000	  22.891	  0.000	  0.000	    0.000	220.327	 0.000
NGC5907    	 22.65	225.00	 7.00	 53.67	205.317	 0.000	  13.068	  0.000	  0.000	    0.000	212.216	 0.000
NGC5907    	 25.16	224.00	 7.00	 49.79	194.160	 0.000	   7.894	  0.000	  0.000	    0.000	200.443	 0.000
NGC5907    	 27.68	229.00	 2.00	 54.30	184.193	 0.000	   5.056	  0.000	  0.000	    0.000	192.030	 0.000
NGC5907    	 30.20	218.00	 2.00	 64.08	175.479	 0.000	   3.374	  0.000	  0.000	    0.000	186.813	 0.000
NGC5907    	 32.71	214.00	 2.00	 61.58	167.903	 0.000	   2.228	  0.000	  0.000	    0.000	178.839	 0.000
NGC5907    	 35.23	213.00	 2.00	 64.96	160.969	 0.000	   1.393	  0.000	  0.000	    0.000	173.582	 0.000
NGC5907    	 37.75	211.00	 2.00	 61.95	154.614	 0.000	   0.857	  0.000	  0.000	    0.000	166.563	 0.000
NGC5907    	 40.26	217.00	 2.00	 63.21	148.849	 0.000	   0.536	  0.000	  0.000	    0.000	161.715	 0.000
NGC5907    	 42.78	216.00	 3.00	 60.70	143.664	 0.000	   0.332	  0.000	  0.000	    0.000	155.961	 0.000
NGC5907    	 45.29	215.00	 3.00	 60.57	138.945	 0.000	   0.214	  0.000	  0.000	    0.000	151.573	 0.000
NGC5907    	 47.81	217.00	 5.00	 60.07	134.712	 0.000	   0.129	  0.000	  0.000	    0.000	147.498	 0.000
NGC5907    	 50.33	214.00	 5.00	 62.33	130.944	 0.000	   0.000	  0.000	  0.000	    0.000	145.022	 0.000
NGC5005    	  0.49	211.00	40.10	 64.37	 53.782	 0.442	1896.194	 31.201	171.822	 5691.130	191.204	 1.276
NGC5005    	  0.98	233.00	17.40	 75.60	 95.833	 0.788	1559.066	 25.653	200.606	  753.258	234.824	 1.446
NGC5005    	  1.47	227.00	14.40	 68.11	129.461	 1.065	1287.716	 21.188	181.392	    3.036	233.029	 1.304
NGC5005    	  1.97	234.00	10.80	 61.94	156.922	 1.291	1063.164	 17.494	156.680	    0.000	230.238	 1.242
NGC5005    	  2.46	245.00	 7.67	 60.52	179.472	 1.477	 849.201	 13.973	140.201	    0.000	235.647	 1.317
NGC5005    	  2.95	244.00	23.30	 69.43	192.504	 1.584	 627.685	 10.328	128.029	    0.000	241.391	 1.381
NGC5005    	  3.44	261.00	23.30	 75.40	201.090	 1.654	 468.894	  7.715	118.561	    0.000	245.314	 1.436
NGC5005    	  3.93	259.00	22.70	 73.37	203.140	 1.671	 347.658	  5.720	110.924	    0.000	242.803	 1.459
NGC5005    	  4.42	258.00	22.70	 68.82	203.265	 1.672	 302.945	  4.985	104.596	    0.000	238.733	 1.473
NGC5005    	  4.92	258.00	22.50	 65.78	204.860	 1.685	 260.615	  4.288	 99.142	    0.000	236.905	 1.497
NGC5005    	  5.74	261.00	22.40	 61.84	207.374	 1.706	 209.311	  3.444	 91.784	    0.000	235.059	 1.534
NGC5005    	  6.56	263.00	22.40	 59.41	208.925	 1.719	 150.665	  2.479	 85.860	    0.000	233.562	 1.559
NGC5005    	  7.37	264.00	22.30	 58.09	206.720	 1.701	 112.814	  1.856	 81.001	    0.000	229.497	 1.550
NGC5005    	  8.19	265.00	22.20	 58.09	205.088	 1.687	  91.349	  1.503	 76.841	    0.000	226.584	 1.542
NGC5005    	  9.01	265.00	22.20	 58.19	203.824	 1.677	  67.291	  1.107	 73.261	    0.000	224.271	 1.537
NGC5005    	  9.83	264.00	22.00	 57.28	200.185	 1.647	  43.600	  0.717	 70.137	    0.000	219.714	 1.512
NGC5005    	 10.65	264.00	21.90	 55.06	194.129	 1.597	  26.630	  0.438	 67.381	    0.000	212.739	 1.468
NGC5005    	 11.47	265.00	22.00	 51.82	187.249	 1.541	  16.819	  0.277	 64.933	    0.000	204.851	 1.418
IC4202     	  0.77	 35.10	 3.96	  2.22	 12.945	 0.000	 127.609	  0.000	 82.536	 1019.890	 83.574	 0.000
IC4202     	  1.59	 77.90	 3.95	  3.89	 25.274	 0.000	 122.744	  0.000	108.982	  361.182	111.942	 0.000
IC4202     	  2.36	115.00	 6.70	  4.02	 35.936	 0.000	 118.342	  0.000	109.167	  176.302	115.000	 0.000
IC4202     	  3.13	156.00	 3.16	  0.90	 46.080	 0.000	 114.101	  0.000	106.458	  132.955	116.007	 0.000
IC4202     	  3.95	192.00	 3.14	  0.00	 56.428	 0.000	 109.749	  0.000	107.051	   71.663	121.012	 0.000
IC4202     	  4.73	204.00	 2.90	  0.00	 66.239	 0.000	 105.375	  0.000	107.415	   31.803	126.196	 0.000
IC4202     	  5.50	209.00	 3.36	  0.00	 74.365	 0.000	  98.053	  0.000	103.503	    9.492	127.448	 0.000
IC4202     	  6.27	220.00	 3.25	  0.00	 81.868	 0.000	  97.379	  0.000	 98.239	    2.810	127.880	 0.000
IC4202     	  7.08	231.00	 3.49	  0.00	 93.086	 0.000	  96.728	  0.000	 92.828	    0.784	131.461	 0.000
IC4202     	  7.86	235.00	 4.65	  0.24	105.389	 0.000	  91.177	  0.000	 88.138	    0.228	137.387	 0.000
IC4202     	  8.66	245.00	 6.00	  0.00	115.749	 0.000	  80.346	  0.000	 84.121	    0.065	143.088	 0.000
IC4202     	  9.45	246.00	 5.57	  3.80	123.296	 0.000	  68.813	  0.000	 80.542	    0.019	147.321	 0.000
IC4202     	 10.24	239.00	 6.95	  0.00	128.417	 0.000	  57.540	  0.000	 77.383	    0.004	149.930	 0.000
IC4202     	 11.02	240.00	 7.16	  3.35	131.416	 0.000	  47.473	  0.000	 74.600	    0.000	151.151	 0.000
