#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:48 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/234/18/table3&-out.max=unlimited&-out=Name,sma,mu36corr,e_mu36corr,ell,tmagcorr,e_tmagcorr	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table3:
#Name: J/ApJS/234/18/table3
#Title: Surface brightness data for the 1931 galaxies
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	sma	(I3)	[6/498] Semi-major axis steps in arcsec	[ucd=phys.angSize;src]
#Column	mu36corr	(F6.3)	[14/39]? 3.6um aperture-corrected surface brightness (1)	[ucd=phot.mag.sb;em.IR.3-4um]
#Column	e_mu36corr	(F9.3)	[0/21707]? 1{sigma} uncertainty in SB36 (1)	[ucd=stat.error]
#Column	ell	(F6.3)	Ellipticity	[ucd=src.ellipticity]
#Column	tmagcorr	(F6.3)	[6/22]? 3.6um aperture-corrected AB magnitude inside aperture (1)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_tmagcorr	(F6.3)	[0/1.1]? 1{sigma} uncertainty in tmagcorr (1)	[ucd=stat.error]
Name	sma	mu36corr	e_mu36corr	ell	tmagcorr	e_tmagcorr
UGC09661  	 30	23.796	    0.045	 0.125	14.035	 0.014
UGC09661  	 36	24.456	    0.082	 0.125	13.938	 0.018
UGC09661  	 42	24.870	    0.119	 0.125	13.881	 0.022
UGC09661  	 48	25.366	    0.188	 0.125	13.841	 0.027
UGC09661  	 54	25.969	    0.327	 0.125	13.814	 0.033
UGC09661  	 60	26.387	    0.480	 0.125	13.792	 0.040
UGC09661  	 66	27.410	    1.229	 0.125	13.781	 0.047
UGC09663  	  6	22.624	    0.015	 0.154	17.622	 0.014
UGC09663  	 12	23.145	    0.022	 0.154	16.356	 0.015
UGC09663  	 18	23.795	    0.039	 0.154	15.810	 0.019
UGC09663  	 24	24.199	    0.055	 0.154	15.533	 0.025
UGC09663  	 30	24.722	    0.088	 0.154	15.344	 0.032
UGC09663  	 36	24.961	    0.109	 0.154	15.202	 0.040
UGC09663  	 42	25.410	    0.165	 0.154	15.092	 0.049
UGC09663  	 48	25.986	    0.279	 0.154	15.016	 0.060
UGC09663  	 54	26.643	    0.509	 0.154	14.975	 0.072
UGC09663  	 60	27.523	    1.143	 0.154	14.952	 0.086
UGC09663  	 66	27.255	    0.891	 0.154	14.937	 0.101
UGC09663  	 72	27.338	    0.960	 0.154	14.927	 0.118
UGC09663  	 78	28.243	    2.206	 0.154	14.914	 0.135
UGC09663  	 84	28.826	    3.772	 0.154	14.907	 0.154
UGC09663  	 90	27.988	    1.741	 0.154	14.898	 0.173
UGC09665  	  6	18.830	    0.001	 0.632	14.454	 0.001
UGC09665  	 12	19.810	    0.001	 0.632	13.533	 0.001
UGC09665  	 18	20.606	    0.003	 0.632	13.108	 0.001
UGC09665  	 24	21.453	    0.005	 0.632	12.885	 0.001
UGC09665  	 30	22.391	    0.012	 0.632	12.779	 0.001
UGC09665  	 36	23.085	    0.022	 0.632	12.732	 0.002
UGC09665  	 42	23.710	    0.038	 0.632	12.703	 0.003
UGC09665  	 48	24.487	    0.077	 0.632	12.687	 0.003
UGC09665  	 54	25.287	    0.161	 0.632	12.679	 0.004
UGC09665  	 60	25.464	    0.189	 0.632	12.674	 0.005
UGC09665  	 66	26.481	    0.480	 0.632	12.670	 0.006
UGC09665  	 72	26.362	    0.429	 0.632	12.668	 0.007
UGC09665  	 78	27.092	    0.838	 0.632	12.667	 0.008
UGC09665  	 84	26.873	    0.684	 0.632	12.666	 0.009
UGC09665  	 90	27.061	    0.812	 0.632	12.665	 0.010
UGC09665  	 96	27.951	    1.841	 0.632	12.665	 0.012
UGC09665  	102	26.791	    0.632	 0.632	12.663	 0.013
UGC09665  	108	27.066	    0.813	 0.632	12.662	 0.014
UGC09682  	  6	21.770	    0.009	 0.700	17.711	 0.008
UGC09682  	 12	22.350	    0.014	 0.700	16.545	 0.009
UGC09682  	 18	22.764	    0.020	 0.700	15.972	 0.011
UGC09682  	 24	23.069	    0.025	 0.700	15.589	 0.014
UGC09682  	 30	23.373	    0.033	 0.700	15.304	 0.017
UGC09682  	 36	23.831	    0.050	 0.700	15.136	 0.020
UGC09682  	 42	24.133	    0.066	 0.700	15.009	 0.023
UGC09682  	 48	24.597	    0.100	 0.700	14.922	 0.027
UGC09682  	 54	24.958	    0.139	 0.700	14.850	 0.031
UGC09682  	 60	25.390	    0.207	 0.700	14.812	 0.036
UGC09682  	 66	26.184	    0.428	 0.700	14.787	 0.042
UGC09682  	 72	27.367	    1.270	 0.700	14.775	 0.050
UGC09682  	 78	28.194	    2.715	 0.700	14.765	 0.058
UGC09682  	 84	30.044	   14.905	 0.700	14.762	 0.066
UGC09682  	 90	29.650	   10.359	 0.700	14.755	 0.076
UGC09682  	 96	28.113	    2.510	 0.700	14.752	 0.086
UGC09682  	102	29.564	    9.549	 0.700	14.749	 0.096
UGC09730  	  6	22.159	    0.012	 0.143	16.765	 0.008
UGC09730  	 12	22.689	    0.019	 0.143	15.735	 0.012
UGC09730  	 18	23.297	    0.032	 0.143	15.227	 0.016
UGC09730  	 24	24.003	    0.061	 0.143	14.961	 0.022
UGC09730  	 30	24.483	    0.094	 0.143	14.798	 0.030
UGC09730  	 36	25.105	    0.166	 0.143	14.685	 0.039
UGC09730  	 42	25.504	    0.239	 0.143	14.620	 0.047
UGC09730  	 48	26.521	    0.608	 0.143	14.589	 0.056
UGC09730  	 54	27.466	    1.451	 0.143	14.579	 0.068
UGC09730  	 60	28.717	    4.583	 0.143	14.571	 0.083
UGC09730  	 66	29.023	    6.068	 0.143	14.566	 0.101
UGC09730  	 72	29.658	   10.887	 0.143	14.571	 0.120
UGC09730  	 78	      	         	 0.143	14.573	 0.140
UGC09730  	 84	      	         	 0.143	14.576	 0.164
UGC09730  	 90	29.974	   14.537	 0.143	14.576	 0.188
UGC09730  	 96	      	         	 0.143	14.582	 0.214
UGC09746  	  6	20.452	    0.003	 0.667	16.234	 0.003
UGC09746  	 12	20.934	    0.004	 0.667	15.007	 0.002
UGC09746  	 18	21.737	    0.007	 0.667	14.496	 0.003
UGC09746  	 24	22.298	    0.011	 0.667	14.221	 0.004
UGC09746  	 30	22.886	    0.019	 0.667	14.052	 0.005
UGC09746  	 36	23.453	    0.032	 0.667	13.953	 0.007
UGC09746  	 42	24.158	    0.061	 0.667	13.897	 0.008
UGC09746  	 48	24.779	    0.107	 0.667	13.863	 0.010
UGC09746  	 54	25.586	    0.224	 0.667	13.844	 0.013
UGC09746  	 60	26.536	    0.535	 0.667	13.836	 0.015
UGC09746  	 66	27.177	    0.962	 0.667	13.831	 0.018
UGC09746  	 72	30.874	   28.922	 0.667	13.829	 0.021
UGC09746  	 78	27.878	    1.828	 0.667	13.829	 0.025
UGC09746  	 84	28.037	    2.113	 0.667	13.827	 0.029
UGC09746  	 90	27.553	    1.350	 0.667	13.825	 0.033
UGC09751  	  6	21.739	    0.009	 0.800	18.224	 0.009
UGC09751  	 12	22.394	    0.014	 0.800	17.121	 0.009
UGC09751  	 18	23.033	    0.023	 0.800	16.614	 0.012
UGC09751  	 24	23.631	    0.039	 0.800	16.319	 0.016
UGC09751  	 30	24.231	    0.066	 0.800	16.177	 0.020
UGC09751  	 36	24.775	    0.108	 0.800	16.080	 0.024
UGC09751  	 42	25.161	    0.153	 0.800	16.022	 0.030
UGC09751  	 48	26.196	    0.393	 0.800	15.972	 0.037
UGC09751  	 54	26.948	    0.783	 0.800	15.950	 0.046
UGC09751  	 60	26.870	    0.726	 0.800	15.936	 0.055
UGC09751  	 66	27.333	    1.108	 0.800	15.924	 0.064
UGC09751  	 72	26.502	    0.513	 0.800	15.917	 0.074
UGC09751  	 78	28.038	    2.109	 0.800	15.904	 0.085
UGC09760  	  6	21.853	    0.015	 0.800	18.427	 0.015
UGC09760  	 12	22.198	    0.018	 0.800	17.186	 0.014
UGC09760  	 18	22.661	    0.026	 0.800	16.604	 0.017
UGC09760  	 24	23.144	    0.040	 0.800	16.296	 0.020
UGC09760  	 30	23.468	    0.053	 0.800	16.055	 0.025
UGC09760  	 36	23.827	    0.073	 0.800	15.876	 0.029
UGC09760  	 42	24.127	    0.095	 0.800	15.766	 0.034
UGC09760  	 48	24.352	    0.117	 0.800	15.684	 0.039
UGC09760  	 54	24.637	    0.151	 0.800	15.608	 0.045
UGC09760  	 60	24.937	    0.198	 0.800	15.545	 0.053
UGC09760  	 66	25.134	    0.237	 0.800	15.493	 0.060
UGC09760  	 72	25.431	    0.311	 0.800	15.449	 0.069
UGC09760  	 78	25.426	    0.309	 0.800	15.413	 0.078
UGC09760  	 84	25.884	    0.470	 0.800	15.382	 0.088
UGC09760  	 90	27.826	    2.808	 0.800	15.378	 0.101
UGC09760  	 96	      	         	 0.800	15.398	 0.118
UGC09760  	102	      	         	 0.800	15.456	 0.142
UGC09760  	108	      	         	 0.800	15.488	 0.164
UGC09760  	114	27.922	    3.054	 0.800	15.512	 0.186
UGC09815  	  6	21.784	    0.009	 0.750	17.883	 0.009
UGC09815  	 12	22.387	    0.014	 0.750	16.786	 0.009
UGC09815  	 18	22.995	    0.023	 0.750	16.321	 0.011
UGC09815  	 24	23.512	    0.036	 0.750	15.983	 0.015
UGC09815  	 30	23.859	    0.049	 0.750	15.747	 0.019
UGC09815  	 36	24.251	    0.069	 0.750	15.576	 0.024
UGC09815  	 42	24.761	    0.110	 0.750	15.462	 0.029
UGC09815  	 48	25.445	    0.205	 0.750	15.401	 0.035
UGC09815  	 54	26.229	    0.420	 0.750	15.368	 0.043
UGC09815  	 60	26.947	    0.812	 0.750	15.346	 0.052
UGC09815  	 66	28.242	    2.668	 0.750	15.334	 0.061
UGC09815  	 72	27.101	    0.931	 0.750	15.313	 0.072
UGC09815  	 78	28.995	    5.315	 0.750	15.305	 0.084
UGC09815  	 84	30.886	   30.280	 0.750	15.306	 0.095
UGC09815  	 90	29.636	    9.558	 0.750	15.302	 0.106
UGC09815  	 96	29.011	    5.367	 0.750	15.299	 0.119
UGC09816  	  6	22.324	    0.039	 0.429	17.467	 0.028
UGC09816  	 12	22.902	    0.065	 0.429	16.605	 0.039
UGC09816  	 18	23.389	    0.101	 0.429	16.132	 0.054
UGC09816  	 24	24.214	    0.216	 0.429	15.916	 0.070
UGC09816  	 30	24.595	    0.306	 0.429	15.780	 0.090
UGC09816  	 36	24.605	    0.309	 0.429	15.625	 0.115
UGC09816  	 42	25.038	    0.460	 0.429	15.488	 0.147
UGC09816  	 48	25.181	    0.524	 0.429	15.371	 0.181
UGC09816  	 54	25.113	    0.492	 0.429	15.265	 0.210
UGC09816  	 60	25.246	    0.556	 0.429	15.165	 0.239
UGC09816  	 66	25.455	    0.674	 0.429	15.090	 0.265
UGC09816  	 72	25.722	    0.861	 0.429	15.036	 0.293
UGC09816  	 78	25.999	    1.112	 0.429	14.987	 0.324
UGC09816  	 84	26.253	    1.404	 0.429	14.945	 0.354
UGC09816  	 90	26.521	    1.797	 0.429	14.911	 0.390
UGC09816  	 96	26.419	    1.636	 0.429	14.877	 0.428
UGC09816  	102	26.917	    2.587	 0.429	14.853	 0.470
UGC09816  	108	26.989	    2.765	 0.429	14.834	 0.512
UGC09816  	114	28.087	    7.597	 0.429	14.823	 0.559
UGC09837  	  6	21.617	    0.007	 0.158	16.096	 0.004
UGC09837  	 12	22.263	    0.011	 0.158	15.241	 0.006
UGC09837  	 18	22.608	    0.014	 0.158	14.704	 0.008
UGC09837  	 24	23.141	    0.023	 0.158	14.366	 0.010
UGC09837  	 30	23.610	    0.035	 0.158	14.158	 0.013
UGC09837  	 36	24.067	    0.053	 0.158	14.015	 0.017
UGC09837  	 42	24.337	    0.067	 0.158	13.903	 0.021
UGC09837  	 48	24.579	    0.084	 0.158	13.814	 0.025
UGC09837  	 54	25.251	    0.156	 0.158	13.756	 0.029
UGC09837  	 60	25.889	    0.279	 0.158	13.722	 0.034
UGC09837  	 66	26.445	    0.466	 0.158	13.702	 0.040
UGC09837  	 72	27.131	    0.875	 0.158	13.691	 0.045
UGC09837  	 78	27.515	    1.245	 0.158	13.687	 0.051
UGC09837  	 84	27.987	    1.921	 0.158	13.685	 0.058
UGC09837  	 90	28.398	    2.801	 0.158	13.681	 0.066
UGC09837  	 96	28.259	    2.463	 0.158	13.678	 0.074
UGC09837  	102	31.087	   33.311	 0.158	13.679	 0.084
UGC09837  	108	27.985	    1.912	 0.158	13.676	 0.094
UGC09845  	  6	21.126	    0.013	 0.800	17.249	 0.011
UGC09845  	 12	21.943	    0.027	 0.800	16.267	 0.016
UGC09845  	 18	22.811	    0.060	 0.800	15.825	 0.023
UGC09845  	 24	24.175	    0.209	 0.800	15.676	 0.033
UGC09845  	 30	25.505	    0.709	 0.800	15.636	 0.045
UGC09845  	 36	      	         	 0.800	15.636	 0.060
UGC09845  	 42	      	         	 0.800	15.658	 0.087
UGC09845  	 48	      	         	 0.800	15.707	 0.121
UGC09845  	 54	      	         	 0.800	15.794	 0.170
UGC09845  	 60	      	         	 0.800	15.859	 0.225
UGC09845  	 66	      	         	 0.800	15.902	 0.274
UGC09845  	 72	      	         	 0.800	15.937	 0.323
UGC09845  	 78	28.494	   11.080	 0.800	15.960	 0.375
UGC09845  	 84	28.367	    9.855	 0.800	15.983	 0.432
UGC09856  	  6	20.916	    0.004	 0.826	17.540	 0.005
UGC09856  	 12	21.653	    0.007	 0.826	16.356	 0.004
UGC09856  	 18	22.434	    0.013	 0.826	15.849	 0.005
UGC09856  	 24	22.915	    0.020	 0.826	15.559	 0.007
UGC09856  	 30	23.228	    0.025	 0.826	15.343	 0.009
UGC09856  	 36	23.650	    0.037	 0.826	15.193	 0.011
UGC09856  	 42	23.913	    0.047	 0.826	15.074	 0.013
UGC09856  	 48	24.253	    0.063	 0.826	14.984	 0.016
UGC09856  	 54	24.641	    0.090	 0.826	14.920	 0.018
UGC09856  	 60	25.033	    0.128	 0.826	14.884	 0.020
UGC09856  	 66	25.256	    0.157	 0.826	14.853	 0.023
UGC09856  	 72	25.902	    0.283	 0.826	14.834	 0.027
UGC09856  	 78	26.421	    0.456	 0.826	14.824	 0.030
UGC09856  	 84	26.243	    0.386	 0.826	14.815	 0.034
UGC09856  	 90	26.692	    0.582	 0.826	14.806	 0.039
UGC09856  	 96	26.941	    0.731	 0.826	14.802	 0.045
UGC09856  	102	27.147	    0.882	 0.826	14.793	 0.050
UGC09856  	108	27.281	    0.996	 0.826	14.789	 0.057
UGC09856  	114	29.317	    6.491	 0.826	14.786	 0.064
UGC09856  	120	27.565	    1.291	 0.826	14.782	 0.072
UGC09858  	  6	18.860	    0.001	 0.750	15.030	 0.001
UGC09858  	 12	19.548	    0.001	 0.750	13.996	 0.001
UGC09858  	 18	20.124	    0.002	 0.750	13.475	 0.001
UGC09858  	 24	20.694	    0.003	 0.750	13.158	 0.001
UGC09858  	 30	21.221	    0.005	 0.750	12.966	 0.002
UGC09858  	 36	21.743	    0.007	 0.750	12.835	 0.002
UGC09858  	 42	22.211	    0.011	 0.750	12.746	 0.002
UGC09858  	 48	22.652	    0.017	 0.750	12.686	 0.003
UGC09858  	 54	22.831	    0.019	 0.750	12.639	 0.004
UGC09858  	 60	23.011	    0.023	 0.750	12.600	 0.004
UGC09858  	 66	23.174	    0.026	 0.750	12.566	 0.005
UGC09858  	 72	23.329	    0.030	 0.750	12.534	 0.005
UGC09858  	 78	23.580	    0.038	 0.750	12.508	 0.006
UGC09858  	 84	23.932	    0.053	 0.750	12.490	 0.007
UGC09858  	 90	24.221	    0.068	 0.750	12.473	 0.008
UGC09858  	 96	24.445	    0.084	 0.750	12.458	 0.009
UGC09858  	102	24.649	    0.101	 0.750	12.445	 0.010
UGC09858  	108	25.047	    0.146	 0.750	12.435	 0.011
UGC09858  	114	25.285	    0.181	 0.750	12.428	 0.012
UGC09858  	120	25.623	    0.247	 0.750	12.421	 0.013
UGC09858  	126	25.849	    0.304	 0.750	12.417	 0.014
UGC09858  	132	25.809	    0.292	 0.750	12.412	 0.015
UGC09858  	138	26.076	    0.374	 0.750	12.408	 0.017
UGC09858  	144	26.005	    0.350	 0.750	12.405	 0.018
UGC09858  	150	26.334	    0.473	 0.750	12.402	 0.019
UGC09858  	156	26.584	    0.595	 0.750	12.400	 0.020
UGC09858  	162	26.856	    0.765	 0.750	12.398	 0.022
UGC09858  	168	26.981	    0.857	 0.750	12.397	 0.023
UGC09858  	174	27.072	    0.932	 0.750	12.396	 0.024
UGC09858  	180	27.939	    2.070	 0.750	12.395	 0.026
UGC09858  	186	27.123	    0.976	 0.750	12.394	 0.028
UGC09858  	192	28.443	    3.290	 0.750	12.393	 0.029
UGC09858  	198	27.261	    1.107	 0.750	12.392	 0.031
UGC09858  	204	28.397	    3.150	 0.750	12.392	 0.033
UGC09858  	210	29.044	    5.713	 0.750	12.391	 0.035
UGC09858  	216	29.167	    6.401	 0.750	12.391	 0.037
UGC09858  	222	30.044	   14.339	 0.750	12.391	 0.039
UGC09858  	228	      	         	 0.750	12.390	 0.041
UGC09858  	234	30.721	   26.741	 0.750	12.390	 0.043
UGC09858  	240	29.204	    6.611	 0.750	12.391	 0.045
UGC09858  	246	27.547	    1.437	 0.750	12.391	 0.047
UGC09858  	252	      	         	 0.750	12.390	 0.050
UGC09875  	  6	22.853	    0.075	 0.118	17.573	 0.059
UGC09875  	 12	23.483	    0.132	 0.118	16.494	 0.087
UGC09875  	 18	24.014	    0.215	 0.118	16.022	 0.119
UGC09875  	 24	24.107	    0.234	 0.118	15.716	 0.146
UGC09875  	 30	24.488	    0.332	 0.118	15.424	 0.180
UGC09875  	 36	24.700	    0.404	 0.118	15.206	 0.215
UGC09875  	 42	25.069	    0.567	 0.118	15.040	 0.249
UGC09875  	 48	25.328	    0.720	 0.118	14.923	 0.287
UGC09875  	 54	25.780	    1.092	 0.118	14.828	 0.333
UGC09875  	 60	26.348	    1.842	 0.118	14.759	 0.391
UGC09875  	 66	26.802	    2.797	 0.118	14.715	 0.452
UGC09875  	 72	26.836	    2.884	 0.118	14.684	 0.522
UGC09875  	 78	26.992	    3.330	 0.118	14.660	 0.597
UGC09875  	 84	27.129	    3.778	 0.118	14.627	 0.674
UGC09936  	  6	22.490	    0.014	 0.529	17.974	 0.011
UGC09936  	 12	23.011	    0.020	 0.529	16.792	 0.013
UGC09936  	 18	23.465	    0.029	 0.529	16.225	 0.016
UGC09936  	 24	23.863	    0.040	 0.529	15.836	 0.020
UGC09936  	 30	24.173	    0.053	 0.529	15.604	 0.024
UGC09936  	 36	24.405	    0.065	 0.529	15.436	 0.029
UGC09936  	 42	24.376	    0.063	 0.529	15.278	 0.034
UGC09936  	 48	24.874	    0.099	 0.529	15.126	 0.039
UGC09936  	 54	25.798	    0.230	 0.529	15.053	 0.045
UGC09936  	 60	26.838	    0.597	 0.529	15.022	 0.053
UGC09936  	 66	26.950	    0.660	 0.529	15.005	 0.063
UGC09936  	 72	27.956	    1.663	 0.529	14.999	 0.073
UGC09936  	 78	29.596	    7.513	 0.529	14.996	 0.084
UGC09936  	 84	28.578	    2.938	 0.529	14.994	 0.097
UGC09936  	 90	29.624	    7.690	 0.529	14.987	 0.110
UGC09951  	  6	22.447	    0.013	 0.462	17.801	 0.009
UGC09951  	 12	23.262	    0.023	 0.462	16.839	 0.012
UGC09951  	 18	23.795	    0.035	 0.462	16.410	 0.017
UGC09951  	 24	24.237	    0.051	 0.462	16.138	 0.022
UGC09951  	 30	24.718	    0.078	 0.462	15.933	 0.029
UGC09951  	 36	25.127	    0.112	 0.462	15.778	 0.035
UGC09951  	 42	25.981	    0.243	 0.462	15.692	 0.044
UGC09951  	 48	26.808	    0.517	 0.462	15.641	 0.053
UGC09951  	 54	28.047	    1.609	 0.462	15.620	 0.067
UGC09951  	 60	      	         	 0.462	15.626	 0.083
UGC09951  	 66	      	         	 0.462	15.635	 0.102
UGC09951  	 72	      	         	 0.462	15.634	 0.120
UGC09951  	 78	      	         	 0.462	15.644	 0.141
UGC09951  	 84	29.052	    3.998	 0.462	15.646	 0.164
UGC09977  	  6	19.275	    0.002	 0.850	16.066	 0.002
UGC09977  	 12	19.937	    0.002	 0.850	15.134	 0.002
UGC09977  	 18	20.488	    0.003	 0.850	14.617	 0.002
UGC09977  	 24	20.877	    0.004	 0.850	14.246	 0.003
UGC09977  	 30	21.233	    0.006	 0.850	13.975	 0.003
UGC09977  	 36	21.557	    0.008	 0.850	13.764	 0.004
UGC09977  	 42	21.871	    0.010	 0.850	13.609	 0.004
UGC09977  	 48	22.214	    0.014	 0.850	13.504	 0.005
UGC09977  	 54	22.463	    0.018	 0.850	13.427	 0.006
UGC09977  	 60	22.708	    0.022	 0.850	13.352	 0.007
UGC09977  	 66	22.994	    0.028	 0.850	13.287	 0.008
UGC09977  	 72	23.313	    0.038	 0.850	13.233	 0.009
UGC09977  	 78	23.593	    0.049	 0.850	13.192	 0.010
UGC09977  	 84	23.853	    0.062	 0.850	13.159	 0.011
UGC09977  	 90	24.052	    0.075	 0.850	13.129	 0.012
UGC09977  	 96	24.296	    0.093	 0.850	13.105	 0.014
UGC09977  	102	24.483	    0.111	 0.850	13.084	 0.015
UGC09977  	108	24.843	    0.154	 0.850	13.070	 0.017
UGC09977  	114	25.183	    0.211	 0.850	13.059	 0.018
UGC09977  	120	25.615	    0.313	 0.850	13.052	 0.020
UGC09977  	126	25.775	    0.363	 0.850	13.047	 0.022
UGC09977  	132	25.960	    0.430	 0.850	13.043	 0.023
UGC09977  	138	26.207	    0.539	 0.850	13.039	 0.025
UGC09977  	144	26.204	    0.538	 0.850	13.036	 0.027
UGC09977  	150	26.225	    0.548	 0.850	13.033	 0.029
UGC09977  	156	26.327	    0.602	 0.850	13.031	 0.032
UGC09977  	162	27.170	    1.307	 0.850	13.029	 0.034
UGC09977  	168	27.307	    1.483	 0.850	13.028	 0.036
UGC09977  	174	27.628	    1.991	 0.850	13.027	 0.039
UGC09977  	180	      	         	 0.850	13.027	 0.041
UGC09977  	186	28.531	    4.572	 0.850	13.027	 0.044
UGC09977  	192	27.839	    2.416	 0.850	13.027	 0.046
UGC09977  	198	27.937	    2.644	 0.850	13.027	 0.049
UGC09977  	204	      	         	 0.850	13.027	 0.052
UGC09977  	210	27.338	    1.522	 0.850	13.027	 0.055
UGC09977  	216	27.561	    1.868	 0.850	13.027	 0.058
UGC09977  	222	      	         	 0.850	13.028	 0.061
UGC09977  	228	27.925	    2.612	 0.850	13.027	 0.064
UGC09977  	234	27.687	    2.098	 0.850	13.027	 0.067
UGC09977  	240	      	         	 0.850	13.026	 0.070
UGC09977  	246	29.062	    7.438	 0.850	13.026	 0.074
UGC09977  	252	28.555	    4.660	 0.850	13.026	 0.077
UGC09979  	  6	23.093	    0.025	 0.600	18.853	 0.022
UGC09979  	 12	23.335	    0.028	 0.600	17.681	 0.022
UGC09979  	 18	23.713	    0.037	 0.600	16.889	 0.023
UGC09979  	 24	24.084	    0.051	 0.600	16.484	 0.028
UGC09979  	 30	24.433	    0.069	 0.600	16.189	 0.034
UGC09979  	 36	24.633	    0.082	 0.600	15.991	 0.040
UGC09979  	 42	25.293	    0.150	 0.600	15.860	 0.048
UGC09979  	 48	25.565	    0.191	 0.600	15.768	 0.057
UGC09979  	 54	25.945	    0.270	 0.600	15.708	 0.067
UGC09979  	 60	26.047	    0.295	 0.600	15.654	 0.077
UGC09979  	 66	26.588	    0.484	 0.600	15.610	 0.089
UGC09979  	 72	27.115	    0.784	 0.600	15.585	 0.103
UGC09979  	 78	27.477	    1.093	 0.600	15.559	 0.117
UGC09979  	 84	27.198	    0.844	 0.600	15.543	 0.134
UGC09992  	  6	22.915	    0.015	 0.357	18.136	 0.012
UGC09992  	 12	23.323	    0.020	 0.357	16.996	 0.014
UGC09992  	 18	23.822	    0.031	 0.357	16.405	 0.018
UGC09992  	 24	24.151	    0.041	 0.357	16.075	 0.023
UGC09992  	 30	24.625	    0.064	 0.357	15.848	 0.028
UGC09992  	 36	25.044	    0.093	 0.357	15.692	 0.034
UGC09992  	 42	25.434	    0.133	 0.357	15.573	 0.041
UGC09992  	 48	25.990	    0.221	 0.357	15.494	 0.050
UGC09992  	 54	26.180	    0.263	 0.357	15.444	 0.058
UGC09992  	 60	26.037	    0.230	 0.357	15.391	 0.067
UGC09992  	 66	26.474	    0.344	 0.357	15.337	 0.077
UGC09992  	 72	26.937	    0.526	 0.357	15.298	 0.090
UGC09992  	 78	27.115	    0.620	 0.357	15.265	 0.104
UGC09992  	 84	27.571	    0.942	 0.357	15.238	 0.118
UGC09992  	 90	28.057	    1.473	 0.357	15.223	 0.135
UGC10020  	  6	21.415	    0.005	 0.000	15.944	 0.003
UGC10020  	 12	22.159	    0.009	 0.000	15.011	 0.005
UGC10020  	 18	22.678	    0.013	 0.000	14.603	 0.006
UGC10020  	 24	23.113	    0.019	 0.000	14.284	 0.008
UGC10020  	 30	23.597	    0.030	 0.000	14.074	 0.011
UGC10020  	 36	23.906	    0.040	 0.000	13.918	 0.014
UGC10020  	 42	24.317	    0.057	 0.000	13.797	 0.017
UGC10020  	 48	24.687	    0.080	 0.000	13.711	 0.021
UGC10020  	 54	25.073	    0.114	 0.000	13.653	 0.024
UGC10020  	 60	25.486	    0.167	 0.000	13.612	 0.028
UGC10020  	 66	26.299	    0.352	 0.000	13.583	 0.033
UGC10020  	 72	26.847	    0.583	 0.000	13.568	 0.038
UGC10020  	 78	27.401	    0.970	 0.000	13.560	 0.045
UGC10025  	  6	22.711	    0.020	 0.833	19.321	 0.020
UGC10025  	 12	23.158	    0.026	 0.833	18.169	 0.020
UGC10025  	 18	23.793	    0.043	 0.833	17.622	 0.023
UGC10025  	 24	24.371	    0.071	 0.833	17.338	 0.028
UGC10025  	 30	24.921	    0.116	 0.833	17.188	 0.036
UGC10025  	 36	25.404	    0.178	 0.833	17.104	 0.045
UGC10025  	 42	26.132	    0.345	 0.833	17.017	 0.056
UGC10025  	 48	27.378	    1.078	 0.833	16.977	 0.071
UGC10025  	 54	29.048	    4.985	 0.833	16.948	 0.088
UGC10025  	 60	26.868	    0.666	 0.833	16.920	 0.102
UGC10025  	 66	27.022	    0.765	 0.833	16.902	 0.119
UGC10025  	 72	27.296	    0.981	 0.833	16.885	 0.139
UGC10054  	  6	21.572	    0.009	 0.500	16.840	 0.006
UGC10054  	 12	22.217	    0.015	 0.500	15.794	 0.008
